index,url,Nominal voltage (V),No load speed (rpm),No load current (mA),Nominal speed (rpm),Nominal torque (max. continuous torque) (mNm),Nominal current (max. continuous current) (A),Stall torque (mNm),Stall current (A),Max. efficiency (%),Terminal resistance (Ω),Terminal inductance (mH),Torque constant (mNm/A),Speed constant (rpm/V),Speed / torque gradient (rpm/mNm),Mechanical time constant (ms),Rotor inertia (gcm²),Thermal resistance housing-ambient (K/W),Thermal resistance winding-housing (K/W),Thermal time constant winding (s),Thermal time constant motor (s),Ambient temperature (°C),Max. winding temperature (°C),Max. speed (rpm),Axial play (mm) (N),Unnamed: 26 (N),Radial play (mm),Max. axial load (dynamic) (N),Max. force for press fits (static) (N),"(static, shaft supported) (N)",Max. radial load,Number of pole pairs,Number of phases,Number of autoclave cycles,Weight (g),Bearing type,Number of commutator segments,Protection
635,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22L4ZF46C4IL1Y450A,18,10300,172,8840,46.2,2.74,486,38.1,87,0.473,0.275,16.5,579,16.6,0.532,3.06,13.4,3.8,20.8,757,-40...+100,+155,11000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1890,"29 N, 5 mm from flange",4,3.0,0.0,113,Kugellager,,
636,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22L4ZF46C4IL1Y450B,18,10300,172,8840,46.2,2.74,486,38.1,87,0.473,0.275,16.5,579,16.6,0.532,3.06,13.4,3.8,20.8,757,-40...+100,+155,11000,"{0} {1}, at radial load {2} {3} {4}","0.24 mm, at radial load > 4",0.025,4,110,1890,"29 N, 5 mm from flange",4,3.0,0.0,113,Kugellager,,
637,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22L4ZF46C4IL1Y479B,24,10300,129,8850,48.1,2.13,509,31.1,87,0.771,0.49,22,434,15.2,0.487,3.06,13.4,3.8,22.5,757,-40...+100,+155,11000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1890,"29 N, 5 mm from flange",4,3.0,0.0,113,Kugellager,,
638,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22L4ZF46C4IL1Y516A,36,10700,90.7,9190,45.2,1.39,493,20.2,87,1.78,1.03,31.9,299,16.7,0.535,3.06,13.4,3.8,20.5,757,-40...+100,+155,11000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1890,"29 N, 5 mm from flange",4,3.0,0.0,113,Kugellager,,
639,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22L4ZF46C4IL1Y516B,36,10700,90.7,9190,45.2,1.39,493,20.2,87,1.78,1.03,31.9,299,16.7,0.535,3.06,13.4,3.8,20.5,757,-40...+100,+155,11000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1890,"29 N, 5 mm from flange",4,3.0,0.0,113,Kugellager,,
640,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22L4ZF46C4IL1Y543B,48,10900,69.9,9380,48.8,1.14,539,18.3,88,2.62,1.77,41.8,228,14.3,0.459,3.06,13.4,3.8,24,757,-40...+100,+155,11000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1890,"29 N, 5 mm from flange",4,3.0,0.0,113,Kugellager,,
641,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22M4ZF46C4IL1Y450B,12,12700,220,10700,29.1,3.18,222,40.1,86,0.299,0.154,8.88,1080,36.2,0.652,1.72,15.7,4.48,13,644,-40...+100,+155,16000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1890,"22 N, 5 mm from flange",4,3.0,,82,Kugellager,,
642,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22M4ZF46C4IL1Y479A,18,14300,175,12200,29.4,2.41,245,37,87,0.486,0.274,11.8,806,33.1,0.596,1.72,15.7,4.48,15.5,644,-40...+100,+155,16000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1890,"22 N, 5 mm from flange",4,3.0,0.0,82,Kugellager,,
643,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22M4ZF46C4IL1Y479B,18,14300,175,12200,29.4,2.41,245,37,87,0.486,0.274,11.8,806,33.1,0.596,1.72,15.7,4.48,15.5,644,-40...+100,+155,16000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1890,"22 N, 5 mm from flange",4,3.0,,82,Kugellager,,
644,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22M4ZF46C4IL1Y501B,24,15300,145,13100,28.5,1.88,253,31.5,87,0.763,0.428,14.8,645,33.3,0.599,1.72,15.7,4.48,15.4,644,-40...+100,+155,16000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1890,"22 N, 5 mm from flange",4,3.0,,82,Kugellager,,
645,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22M4ZF46C4IL1Y543A,36,15100,94.8,12900,29.7,1.28,260,22,87,1.64,0.988,22.5,424,30.9,0.557,1.72,15.7,4.48,16.5,644,-40...+100,+155,16000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1890,"22 N, 5 mm from flange",4,3.0,0.0,82,Kugellager,,
646,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22M4ZF46C4IL1Y543B,36,15100,94.8,12900,29.7,1.28,260,22,87,1.64,0.988,22.5,424,30.9,0.557,1.72,15.7,4.48,16.5,644,-40...+100,+155,16000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1890,"22 N, 5 mm from flange",4,3.0,,82,Kugellager,,
647,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22M4ZF46C4IL1Y587B,48,13000,56.5,10900,32.8,0.896,255,13.6,87,3.54,2.38,34.9,273,27.7,0.499,1.72,15.7,4.48,18,644,-40...+100,+155,16000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1890,"22 N, 5 mm from flange",4,3.0,,82,Kugellager,,
648,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22U4ZF46C4IL1Y399B,12,6690,224,5620,68.7,4.01,534,39.4,85,0.305,0.162,17,563,10.1,0.527,4.97,10.9,2.46,20.2,883,-40...+100,+155,8000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1200,"33 N, 5 mm from flange",4,3.0,0.0,162,Kugellager,,
649,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22U4ZF46C4IL1Y450A,18,6030,129,5000,74.1,2.57,537,23.8,86,0.755,0.449,28.3,338,9.02,0.47,4.97,10.9,2.46,21.3,883,-40...+100,+155,8000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1200,"33 N, 5 mm from flange",4,3.0,0.0,162,Kugellager,,
650,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22U4ZF46C4IL1Y450B,18,6030,129,5000,74.1,2.57,537,23.8,86,0.755,0.449,28.3,338,9.02,0.47,4.97,10.9,2.46,21.3,883,-40...+100,+155,8000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1200,"33 N, 5 mm from flange",4,3.0,0.0,162,Kugellager,,
651,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22U4ZF46C4IL1Y479B,24,6030,96.8,5010,77.9,2.01,571,19.7,86,1.22,0.798,37.7,253,8.17,0.425,4.97,10.9,2.46,23.1,883,-40...+100,+155,8000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1200,"33 N, 5 mm from flange",4,3.0,0.0,162,Kugellager,,
652,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22U4ZF46C4IL1Y516A,36,6230,67.6,5190,73.2,1.31,544,12.6,86,2.86,1.68,54.6,175,9.16,0.477,4.97,10.9,2.46,21,883,-40...+100,+155,8000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1200,"33 N, 5 mm from flange",4,3.0,0.0,162,Kugellager,,
653,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22U4ZF46C4IL1Y516B,36,6230,67.6,5190,73.2,1.31,544,12.6,86,2.86,1.68,54.6,175,9.16,0.477,4.97,10.9,2.46,21,883,-40...+100,+155,8000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1200,"33 N, 5 mm from flange",4,3.0,0.0,162,Kugellager,,
654,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22U4ZF46C4IL1Y543B,48,6350,52,5320,79.1,1.07,603,11.4,87,4.21,2.88,71.6,133,7.84,0.408,4.97,10.9,2.46,24.5,883,-40...+100,+155,8000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1200,"33 N, 5 mm from flange",4,3.0,0.0,162,Kugellager,,
655,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX04-SPEED/ECXZ04L1KF50N1IL1D456B,3,40800,55.6,23200,0.34,0.549,0.83,1.24,63,2.42,0.0458,0.67,14300,51500,0.889,0.00165,84,16.7,1.51,76.4,-20...+80,+125,50000,"0.04 mm, at radial load < 0","0.06 mm, at radial load > 0",0.012,0.1,5,10,"0.2 N, 2 mm from flange",1,3.0,0.0,2,ball bearings,,
656,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX04-SPEED/ECXZ04L1KF50N1IL1D554B,6,30500,18.9,13500,0.344,0.207,0.651,0.366,61,16.4,0.323,1.78,5360,49400,0.853,0.00165,84,16.7,1.53,76.4,-20...+80,+125,50000,"0.04 mm, at radial load < 0","0.06 mm, at radial load > 0",0.012,0.1,5,10,"0.2 N, 2 mm from flange",1,3.0,0.0,2,ball bearings,,
657,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX04-SPEED/ECXZ04M1KF50N1IL1D524B,3,35300,28.8,12100,0.229,0.322,0.367,0.481,58,6.23,0.0749,0.763,12500,102000,1.19,0.00111,96.7,15.2,0.923,58.5,-20...+80,+125,50000,"0.04 mm, at radial load < 0","0.06 mm, at radial load > 0",0.012,0.1,5,10,"0.2 N, 2 mm from flange",1,3.0,,1,ball bearings,,
658,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX04-SPEED/ECXZ04M1KF50N1IL1D591B,6,35400,14.4,13400,0.239,0.167,0.403,0.264,60,22.8,0.285,1.53,6240,92900,1.08,0.00111,96.7,15.2,0.956,58.5,-20...+80,+125,50000,"0.04 mm, at radial load < 0","0.06 mm, at radial load > 0",0.012,0.1,5,10,"0.2 N, 2 mm from flange",1,3.0,,1,ball bearings,,
659,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1KF44N1IL1D436B,3,74700,149,54900,0.412,1.24,1.62,4.38,67,0.686,0.00529,0.37,25800,47800,3.52,0.00703,65.8,13.2,1.34,70.4,-20...+100,+125,100000,"0 mm, at radial load < 0.15","0.07 mm, at radial load > 0.15",0.01,0.1,10,110,"2 N, 2 mm from flange",1,3.0,0.0,3,ball bearings,,
660,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1KF44N1IL1D523B,6,62700,58.9,45400,0.411,0.517,1.55,1.76,68,3.41,0.0301,0.882,10800,41800,3.08,0.00703,65.8,13.2,1.31,70.4,-20...+100,+125,100000,"0 mm, at radial load < 0.15","0.07 mm, at radial load > 0.15",0.01,0.1,10,110,"2 N, 2 mm from flange",1,3.0,0.0,3,ball bearings,,
661,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1KF44N1IL1D591B,12,63400,29.8,47000,0.425,0.268,1.71,0.977,69,12.3,0.118,1.75,5460,38300,2.82,0.00703,65.8,13.2,1.4,70.4,-20...+100,+125,100000,"0 mm, at radial load < 0.15","0.07 mm, at radial load > 0.15",0.01,0.1,10,110,"2 N, 2 mm from flange",1,3.0,0.0,3,ball bearings,,
662,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1VF44N1IL1D564B,6,44200,46.5,25700,0.334,0.314,0.839,0.695,56,8.64,0.0652,1.21,7900,56500,4.16,0.00703,67.1,16.8,1.69,71.8,-20...+100,+125,100000,"0 mm, at radial load < 0.15","0.07 mm, at radial load > 0.15",0.01,0.1,10,110,"2 N, 2 mm from flange",1,3.0,0.0,3,ball bearings,,
663,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1VF44N1IL1D659B,12,33500,16.3,14000,0.32,0.116,0.588,0.188,51,63.8,0.436,3.12,3060,62400,4.59,0.00703,67.1,16.8,1.55,71.8,-20...+100,+125,100000,"0 mm, at radial load < 0.15","0.07 mm, at radial load > 0.15",0.01,0.1,10,110,"2 N, 2 mm from flange",1,3.0,0.0,3,ball bearings,,
664,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1KF50N1IL1D509B,6,35500,128,26700,1.23,0.902,5.18,3.34,66,1.8,0.0264,1.55,6160,7130,1.86,0.025,51.2,4.11,0.988,154,-20...+85,+125,50000,"0 mm, at radial load < 0.3","0.07 mm, at radial load > 0.3",0,0.2,10,110,"2 N, 2 mm from flange",1,3.0,0.0,6,ball bearings,,
665,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1KF50N1IL1D569B,9,29100,63.4,21200,1.26,0.497,4.83,1.7,66,5.3,0.0888,2.84,3360,6260,1.64,0.025,51.2,3.92,0.943,154,-20...+85,+125,50000,"0 mm, at radial load < 0.3","0.07 mm, at radial load > 0.3",0,0.2,10,110,"2 N, 2 mm from flange",1,3.0,0.0,6,ball bearings,,
666,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1KF50N1IL1D593B,12,30500,50.9,22800,1.26,0.39,5.18,1.43,67,8.38,0.144,3.62,2640,6110,1.6,0.025,51.2,3.84,0.965,154,-20...+85,+125,50000,"0 mm, at radial load < 0.3","0.07 mm, at radial load > 0.3",0,0.2,10,110,"2 N, 2 mm from flange",1,3.0,0.0,6,ball bearings,,
667,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1VF44N1IL1D527B,6,35400,105,24200,0.917,0.687,3.04,1.98,60,3.02,0.039,1.53,6230,12300,3.21,0.024961,51.2,3.5,0.832,154,-20...+85,+125,50000,"0 mm, at radial load < 0.3","0.07 mm, at radial load > 0.3",0,0.2,10,110,"2 N, 2 mm from flange",1,3.0,0.0,6,ball bearings,,
668,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1VF44N1IL1D577B,12,43300,69,33100,0.874,0.406,3.88,1.54,63,7.8,0.106,2.52,3780,11700,3.06,0.024961,51.2,3.5,0.811,154,-20...+85,+125,50000,"0 mm, at radial load < 0.3","0.07 mm, at radial load > 0.3",0,0.2,10,110,"2 N, 2 mm from flange",1,3.0,0.0,6,ball bearings,,
669,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1VF44N1IL1D649B,24,42200,33.2,32300,0.877,0.198,3.92,0.755,64,31.8,0.447,5.19,1840,11300,2.95,0.024961,51.2,3.5,0.812,154,-20...+85,+125,50000,"0 mm, at radial load < 0.3","0.07 mm, at radial load > 0.3",0,0.2,10,110,"2 N, 2 mm from flange",1,3.0,0.0,6,ball bearings,,
670,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L1KN50N1IL1D419B,18,67300,113,62700,8.34,3.35,143,56,92,0.321,0.0166,2.55,3750,472,1.72,0.349,19.5,1.6,1.95,329,-20...+100,+155,70000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,2000.0,34,Kugellager,,
671,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L1KN50N1IL1D450B,24,65800,82.2,61600,8.58,2.52,157,45.1,92,0.532,0.0309,3.48,2750,421,1.54,0.349,19.5,1.6,1.95,329,-20...+100,+155,70000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,2000.0,34,Kugellager,,
672,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L1KN50N1IL1D488B,36,67300,56.6,63200,8.27,1.66,160,31.4,92,1.15,0.0664,5.1,1870,421,1.54,0.349,19.5,1.6,1.91,329,-20...+100,+155,70000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,2000.0,34,Kugellager,,
673,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L1KN50N1IL1D526B,48,61700,37.4,57600,8.5,1.17,151,20.4,92,2.36,0.141,7.42,1290,409,1.5,0.349,19.5,1.6,1.87,329,-20...+100,+155,70000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,2000.0,34,Kugellager,,
674,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L1VF50N1IL1D484A,18,41900,169,37500,5.16,1.42,51.3,12.7,79,1.42,0.0453,4.04,2360,830,3.25,0.374,19.5,2,1.96,328,-20...+100,+155,50000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,0.0,34,Kugellager,,
675,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L1VF50N1IL1D484B,18,41900,169,37500,5.16,1.42,51.3,12.7,79,1.42,0.0453,4.04,2360,830,3.25,0.374,19.5,2,1.96,328,-20...+100,+155,50000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,2000.0,34,Kugellager,,
676,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L1VF50N1IL1D511A,24,42800,130,38600,5.41,1.14,58.9,11.1,80,2.16,0.0776,5.29,1800,736,2.88,0.374,19.5,2,2.15,328,-20...+100,+155,50000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,0.0,34,Kugellager,,
677,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L1VF50N1IL1D511B,24,42800,130,38600,5.41,1.14,58.9,11.1,80,2.16,0.0776,5.29,1800,736,2.88,0.374,19.5,2,2.15,328,-20...+100,+155,50000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,2000.0,34,Kugellager,,
678,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L1VF50N1IL1D553A,36,42000,84.4,37900,5.57,0.762,60.4,7.47,80,4.82,0.181,8.08,1180,705,2.76,0.374,19.5,2,2.27,328,-20...+100,+155,50000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,0.0,34,Kugellager,,
679,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L1VF50N1IL1D553B,36,42000,84.4,37900,5.57,0.762,60.4,7.47,80,4.82,0.181,8.08,1180,705,2.76,0.374,19.5,2,2.27,328,-20...+100,+155,50000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,2000.0,34,Kugellager,,
680,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L1VF50N1IL1D581A,48,42400,64.2,38200,5.45,0.567,59.3,5.55,80,8.64,0.316,10.7,894,724,2.83,0.374,19.5,2,2.22,328,-20...+100,+155,50000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,0.0,34,Kugellager,,
681,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L1VF50N1IL1D581B,48,42400,64.2,38200,5.45,0.567,59.3,5.55,80,8.64,0.316,10.7,894,724,2.83,0.374,19.5,2,2.22,328,-20...+100,+155,50000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,2000.0,34,Kugellager,,
682,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L3KN48K1SC1D419B,18,71000,224,66700,7.33,3.23,135,56,88,0.321,0.0128,2.41,3960,529,1.74,0.315,19.5,2.04,2.48,397,-40...+135,+155,120000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,2000.0,41,Kugellager,,
683,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L3KN48K1SC1D450B,24,69500,162,65400,7.56,2.44,148,45.1,88,0.532,0.0238,3.29,2910,471,1.55,0.315,19.5,2.04,2.51,397,-40...+135,+155,120000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,2000.0,41,Kugellager,,
684,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L3KN48K1SC1D488B,36,71000,112,67200,7.26,1.6,151,31.4,89,1.15,0.0512,4.82,1980,472,1.56,0.315,19.5,2.04,2.46,397,-40...+135,+155,120000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,2000.0,41,Kugellager,,
685,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L3KN48K1SC1D526B,48,65100,72,61200,7.56,1.14,143,20.4,89,2.36,0.108,7.01,1360,458,1.51,0.315,19.5,2.04,2.41,397,-40...+135,+155,120000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,2000.0,41,Kugellager,,
686,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L3KN48K1ST1D419B,18,71000,225,66700,7.32,3.23,135,56,88,0.321,0.0128,2.41,3960,529,1.74,0.315,19.5,2.04,2.48,397,-40...+135,+155,90000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,2000.0,41,Kugellager,,
687,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L3KN48K1ST1D450B,24,69500,162,65400,7.56,2.44,148,45.1,88,0.532,0.0238,3.29,2910,471,1.55,0.315,19.5,2.04,2.51,397,-40...+135,+155,90000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,2000.0,41,Kugellager,,
688,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L3KN48K1ST1D488B,36,71000,112,67200,7.26,1.6,151,31.4,89,1.15,0.0512,4.82,1980,472,1.56,0.315,19.5,2.04,2.46,397,-40...+135,+155,90000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,2000.0,41,Kugellager,,
689,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L3KN48K1ST1D526B,48,65100,72.1,61200,7.56,1.14,143,20.4,89,2.36,0.108,7.01,1360,458,1.51,0.315,19.5,2.04,2.41,397,-40...+135,+155,90000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,2000.0,41,Kugellager,,
690,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13M1VF40N1IL1D532A,18,45700,80.8,38400,4.21,1.2,27.9,7.49,81,2.4,0.0546,3.72,2570,1660,4.23,0.244,20,2.21,1.59,306,-20...+100,+155,50000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,0.0,24,Kugellager,,
691,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13M1VF40N1IL1D532B,18,45700,80.8,38400,4.21,1.2,27.9,7.49,81,2.4,0.0546,3.72,2570,1660,4.23,0.244,20,2.21,1.59,306,-20...+100,+155,50000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,0.0,24,Kugellager,,
692,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13M1VF40N1IL1D561A,24,45500,60.3,38400,4.23,0.899,28.3,5.68,81,4.22,0.0978,4.98,1920,1630,4.15,0.244,20,2.21,1.62,306,-20...+100,+155,50000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,0.0,24,Kugellager,,
