index,url,Nominal voltage (V),No load speed (rpm),No load current (mA),Nominal speed (rpm),Nominal torque (max. continuous torque) (mNm),Nominal current (max. continuous current) (A),Stall torque (mNm),Stall current (A),Max. efficiency (%),Terminal resistance (Ω),Terminal inductance (mH),Torque constant (mNm/A),Speed constant (rpm/V),Speed / torque gradient (rpm/mNm),Mechanical time constant (ms),Rotor inertia (gcm²),Thermal resistance housing-ambient (K/W),Thermal resistance winding-housing (K/W),Thermal time constant winding (s),Thermal time constant motor (s),Ambient temperature (°C),Max. winding temperature (°C),Max. speed (rpm),Axial play (mm) (N),Unnamed: 26 (N),Radial play (mm),Max. axial load (dynamic) (N),Max. force for press fits (static) (N),"(static, shaft supported) (N)",Max. radial load,Number of pole pairs,Number of phases,Number of autoclave cycles,Weight (g),Bearing type,Number of commutator segments,Protection
196,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX35/DCX35L01GBKL595,48,6670,58.6,6140,138,2.08,1860,27.3,90,1.76,0.658,68.3,140,3.61,3.76,99.5,6.98,2.1,44.3,1030,-40...+100,+155,12300,"0 mm, at radial load < 7","0.1 mm, at radial load > 7",0.02,7,22.6,2510,"65.3 N, 5 mm from flange",1,,0.0,385,Waelzlager,11.0,
197,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-22/ECXA22LZF50E6ILACO1Y546A,18,12000,92.9,9060,28.8,2.05,127,12.6,83,1.43,0.251,14.1,676,68.3,4.88,6.82,4.44,6.76,7.06,10.6,-40...+100,+155,15000,"0 mm, at radial load < 1.5","0.14 mm, at radial load > 1.5",0,1.8,26,200,"3.5 N, 5 mm from flange",6,3.0,0.0,32,,,
198,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-22/ECXA22LZF50E6ILACO1Y620A,36,11400,42.3,8500,28.3,0.951,123,5.58,83,6.45,1.12,29.9,320,68.9,4.92,6.82,4.63,6.84,7.06,11.1,-40...+100,+155,15000,"0 mm, at radial load < 1.5","0.14 mm, at radial load > 1.5",0,1.8,26,200,"3.5 N, 5 mm from flange",6,3.0,0.0,32,,,
199,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-22/ECXA22SZF10R6IL1Y593A,9,10100,60.5,5230,7.88,0.97,22.4,2.8,67,3.21,0.6,8.23,1160,454,31.8,6.7,7.77,9.59,6.47,18.6,-40...+100,+125,15000,"0 mm, at radial load < 1.5","0.14 mm, at radial load > 1.5",0,1.8,26,200,"3.5 N, 5 mm from flange",6,3.0,0.0,28,,,
200,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-22/ECXA22SZF10R6IL1Y658A,18,10600,32.7,5640,7.92,0.511,23.3,1.55,67,11.6,2.18,15.7,610,453,31.8,6.7,7.51,9.57,6.49,18,-40...+100,+125,15000,"0 mm, at radial load < 1.5","0.14 mm, at radial load > 1.5",0,1.8,26,200,"3.5 N, 5 mm from flange",6,3.0,0.0,28,,,
201,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-22/ECXA22SZF50E6ILACO1Y546A,12,13300,122,10300,14.9,1.74,64.1,11.1,81,1.08,0.158,8.47,1130,143,7.26,4.84,9.39,12.9,10.3,22.4,-40...+100,+155,15000,"0 mm, at radial load < 1.5","0.14 mm, at radial load > 1.5",0,1.8,26,200,"3.5 N, 5 mm from flange",6,3.0,0.0,26,,,
202,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-22/ECXA22SZF50E6ILACO1Y596A,18,12100,69.4,9200,15.5,1.08,63.2,6.51,81,2.77,0.431,14,682,135,6.82,4.84,9.81,12.4,10.6,23.5,-40...+100,+155,15000,"0 mm, at radial load < 1.5","0.14 mm, at radial load > 1.5",0,1.8,26,200,"3.5 N, 5 mm from flange",6,3.0,0.0,26,,,
203,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-22/ECXA22SZF50E6ILACO1Y620A,24,12600,55.7,9640,14.9,0.817,62.7,5,81,4.8,0.706,17.9,533,143,7.24,4.84,9.64,12.6,9.95,23,-40...+100,+155,15000,"0 mm, at radial load < 1.5","0.14 mm, at radial load > 1.5",0,1.8,26,200,"3.5 N, 5 mm from flange",6,3.0,0.0,26,,,
204,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32LZF50E6ILACO1Y330A,24,10600,194,8320,84.6,3.84,438,51.6,89,0.465,0.339,21.3,448,9.79,3.15,30.7,4.26,3.09,12.2,152,-40...+100,+155,14000,"0 mm, at radial load < 4","0.14 mm, at radial load > 4",0,4,45,1000,"12 N, 5 mm from flange",6,3.0,0.0,71,,,
205,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32LZF50E6ILACO1Y353A,36,12800,176,10200,84.2,3.07,473,51.1,89,0.705,0.53,26.6,359,9.5,3.05,30.7,3.86,2.99,11.9,137,-40...+100,+155,14000,"0 mm, at radial load < 4","0.14 mm, at radial load > 4",0,4,45,1000,"12 N, 5 mm from flange",6,3.0,0.0,71,,,
206,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32LZF50E6ILACO1Y376A,48,13800,150,11100,83.2,2.47,488,44.9,89,1.07,0.805,32.8,291,9.47,3.04,30.7,3.69,2.95,11.3,131,-40...+100,+155,14000,"0 mm, at radial load < 4","0.14 mm, at radial load > 4",0,4,45,1000,"12 N, 5 mm from flange",6,3.0,0.0,71,,,
207,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32LZF50E6ILACO1Y509A,18,10600,258,8290,78.1,4.79,407,55.7,87,0.323,0.191,16,598,12.1,3.89,30.7,4.26,3.09,10.2,152,-40...+100,+155,14000,"0 mm, at radial load < 4","0.14 mm, at radial load > 4",0,4,45,1000,"12 N, 5 mm from flange",6,3.0,0.0,71,,,
208,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32SZF10R6IL1Y330A,12,11000,181,7170,34.1,3.08,104,24.4,75,0.491,0.345,10.2,937,45.2,15.4,32.6,4.28,4.74,13.1,135,-40...+100,+125,14000,"0 mm, at radial load < 4","0.14 mm, at radial load > 4",0,4,45,1000,"12 N, 5 mm from flange",6,3.0,0.0,66,,,
209,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32SZF10R6IL1Y376A,24,12200,108,8210,33.9,1.7,110,15.9,85,1.51,1.12,18.3,521,42.8,14.6,32.6,4.03,4.74,13.1,127,-40...+100,+125,14000,"0 mm, at radial load < 4","0.14 mm, at radial load > 4",0,4,45,1000,"12 N, 5 mm from flange",6,3.0,0.0,66,,,
210,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32SZF10R6IL1Y444A,48,13700,65.6,9420,34,0.957,117,10.3,85,4.66,3.53,32.6,293,41.8,14.3,32.6,3.77,4.74,13.2,119,-40...+100,+125,14000,"0 mm, at radial load < 4","0.14 mm, at radial load > 4",0,4,45,1000,"12 N, 5 mm from flange",6,3.0,0.0,66,,,
211,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32SZF50E6ILACO1Y353A,24,12600,171,9400,80,3.91,275,39.8,88,0.603,0.303,18,529,17.7,4.52,24.4,4.31,2.56,8.52,128,-40...+100,+155,14000,"0 mm, at radial load < 4","0.14 mm, at radial load > 4",0,4,45,1000,"12 N, 5 mm from flange",6,3.0,0.0,59,,,
212,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32SZF50E6ILACO1Y409A,48,13500,96.2,10300,81,2.14,250,24.6,89,1.95,1.05,33.7,284,16.4,4.2,24.4,4.05,2.49,8.58,120,-40...+100,+155,14000,"0 mm, at radial load < 4","0.14 mm, at radial load > 4",0,4,45,1000,"12 N, 5 mm from flange",6,3.0,0.0,59,,,
213,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-42/ECXA42MZF50E8ILACO1Y519A,24,8050,363,6470,213,7.31,1110,103,84,0.233,0.153,28.2,339,2.81,2.54,86.2,1.66,3.04,20.2,92.3,-40...+100,+155,10000,"0 mm, at radial load < 6","0.14 mm, at radial load > 6",0,6,86,1300,"40 N, 5 mm from flange",8,3.0,0.0,127,,,
214,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-42/ECXA42MZF50E8ILACO1Y595A,48,7560,163,6070,220,3.52,1140,51.4,84,0.933,0.698,60.1,159,2.47,2.23,86.2,1.74,3.09,21.5,96.8,-40...+100,+155,10000,"0 mm, at radial load < 6","0.14 mm, at radial load > 6",0,6,86,1300,"40 N, 5 mm from flange",8,3.0,0.0,127,,,
215,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-42/ECXA42SZF10L8IL1Y601A,24,8700,174,6290,59.8,2.17,217,23.7,78,1.01,0.802,25.7,372,14.7,13.5,87.5,2.83,5.82,19.9,157,-40...+100,+125,10000,"0 mm, at radial load < 6","0.14 mm, at radial load > 6",0,6,86,1300,"35 N, 5 mm from flange",8,3.0,0.0,112,,,
216,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-42/ECXA42SZF10L8IL1Y667A,48,8970,91.4,6540,63.5,1.18,236,14.7,79,3.26,3.02,49.8,192,12.6,11.5,87.5,2.75,5.85,21.8,153,-40...+100,+125,10000,"0 mm, at radial load < 6","0.14 mm, at radial load > 6",0,6,86,1300,"35 N, 5 mm from flange",8,3.0,0.0,112,,,
217,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-42/ECXA42SZF50E8ILACO1Y558A,24,9150,307,7320,130,5.3,617,67.6,79,0.355,0.185,24.7,386,5.55,3.79,65.3,2.12,3.53,15.2,118,-40...+100,+155,10000,"0 mm, at radial load < 6","0.14 mm, at radial load > 6",0,6,86,1300,"35 N, 5 mm from flange",8,3.0,0.0,106,,,
218,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-42/ECXA42SZF50E8ILACO1Y631A,48,8760,143,7020,133,2.57,632,34.2,80,1.41,0.807,51.7,185,5.02,3.43,65.3,2.19,3.55,16.5,121,-40...+100,+155,10000,"0 mm, at radial load < 6","0.14 mm, at radial load > 6",0,6,86,1300,"35 N, 5 mm from flange",8,3.0,0.0,106,,,
219,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22L4ZF46C4IL1Y419A,12,9380,224,7930,45.7,3.7,441,43.6,86,0.275,0.148,12.1,789,17.9,0.575,3.06,13.4,3.8,19.1,757,-40...+100,+155,11000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1890,"29 N, 5 mm from flange",4,3.0,0.0,113,Kugellager,,
220,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22L4ZF46C4IL1Y479A,24,10300,129,8850,48.1,2.13,509,31.1,87,0.771,0.49,22,434,15.2,0.487,3.06,13.4,3.8,22.5,757,-40...+100,+155,11000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1890,"29 N, 5 mm from flange",4,3.0,0.0,113,Kugellager,,
221,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22L4ZF46C4IL1Y543A,48,10900,69.9,9380,48.8,1.14,539,18.3,88,2.62,1.77,41.8,228,14.3,0.459,3.06,13.4,3.8,24,757,-40...+100,+155,11000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1890,"29 N, 5 mm from flange",4,3.0,0.0,113,Kugellager,,
222,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22M4ZF46C4IL1Y450A,12,12700,220,10700,29.1,3.18,222,40.1,86,0.299,0.154,8.88,1080,36.2,0.652,1.72,15.7,4.48,13,644,-40...+100,+155,16000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1890,"22 N, 5 mm from flange",4,3.0,0.0,82,Kugellager,,
223,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22M4ZF46C4IL1Y501A,24,15300,145,13100,28.5,1.88,253,31.5,87,0.763,0.428,14.8,645,33.3,0.599,1.72,15.7,4.48,15.4,644,-40...+100,+155,16000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1890,"22 N, 5 mm from flange",4,3.0,0.0,82,Kugellager,,
224,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22M4ZF46C4IL1Y587A,48,13000,56.5,10900,32.8,0.896,255,13.6,87,3.54,2.38,34.9,273,27.7,0.499,1.72,15.7,4.48,18,644,-40...+100,+155,16000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1890,"22 N, 5 mm from flange",4,3.0,0.0,82,Kugellager,,
225,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22U4ZF46C4IL1Y399A,12,6690,224,5620,68.7,4.01,534,39.4,85,0.305,0.162,17,563,10.1,0.527,4.97,10.9,2.46,20.2,883,-40...+100,+155,8000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1200,"33 N, 5 mm from flange",4,3.0,0.0,162,Kugellager,,
226,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22U4ZF46C4IL1Y479A,24,6030,96.8,5010,77.9,2.01,571,19.7,86,1.22,0.798,37.7,253,8.17,0.425,4.97,10.9,2.46,23.1,883,-40...+100,+155,8000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1200,"33 N, 5 mm from flange",4,3.0,0.0,162,Kugellager,,
227,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22U4ZF46C4IL1Y543A,48,6350,52,5320,79.1,1.07,603,11.4,87,4.21,2.88,71.6,133,7.84,0.408,4.97,10.9,2.46,24.5,883,-40...+100,+155,8000,"0 mm, at radial load < 4","0.24 mm, at radial load > 4",0.025,4,110,1200,"33 N, 5 mm from flange",4,3.0,0.0,162,Kugellager,,
228,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX04-SPEED/ECXZ04L1KF50N1IL1D456A,3,40800,55.6,23200,0.34,0.549,0.83,1.24,63,2.42,0.0458,0.67,14300,51500,0.889,0.00165,84,16.7,1.51,76.4,-20...+80,+125,50000,"0.04 mm, at radial load < 0","0.06 mm, at radial load > 0",0.012,0.1,5,10,"0.2 N, 2 mm from flange",1,3.0,0.0,2,ball bearings,,
229,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX04-SPEED/ECXZ04L1KF50N1IL1D554A,6,30500,18.9,13500,0.344,0.207,0.651,0.366,61,16.4,0.323,1.78,5360,49400,0.853,0.00165,84,16.7,1.53,76.4,-20...+80,+125,50000,"0.04 mm, at radial load < 0","0.06 mm, at radial load > 0",0.012,0.1,5,10,"0.2 N, 2 mm from flange",1,3.0,0.0,2,ball bearings,,
230,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX04-SPEED/ECXZ04M1KF50N1IL1D524A,3,35300,28.8,12100,0.229,0.322,0.367,0.481,58,6.23,0.0749,0.763,12500,102000,1.19,0.00111,96.7,15.2,0.923,58.5,-20...+80,+125,50000,"0.04 mm, at radial load < 0","0.06 mm, at radial load > 0",0.012,0.1,5,10,"0.2 N, 2 mm from flange",1,3.0,0.0,1,ball bearings,,
231,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX04-SPEED/ECXZ04M1KF50N1IL1D591A,6,35400,14.4,13400,0.239,0.167,0.403,0.264,60,22.8,0.285,1.53,6240,92900,1.08,0.00111,96.7,15.2,0.956,58.5,-20...+80,+125,50000,"0.04 mm, at radial load < 0","0.06 mm, at radial load > 0",0.012,0.1,5,10,"0.2 N, 2 mm from flange",1,3.0,0.0,1,ball bearings,,
232,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX06-PRIME/ECXZ06M1KC50E2IL1Y474A,6,36300,83.8,29500,0.58,0.458,3.21,2.12,65,2.83,0.0187,1.52,6300,11800,1.47,0.0119,93.9,2.98,0.358,138,-20...+100,+125,50000,"0 mm, at radial load < 0.45","0.07 mm, at radial load > 0.45",,0.2,10,110,"2 N, 2 mm from flange",2,3.0,0.0,3,Waelzlager,,
233,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX06-PRIME/ECXZ06M1KC50E2IL1Y543A,12,36300,41.9,29500,0.58,0.229,3.21,1.06,65,11.3,0.0746,3.03,3150,11800,1.47,0.0119,93.9,2.98,0.358,138,-20...+100,+125,50000,"0 mm, at radial load < 0.45","0.07 mm, at radial load > 0.45",,0.2,10,110,"2 N, 2 mm from flange",2,3.0,0.0,3,Waelzlager,,
234,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1KF44N1IL1D436A,3,74400,149,52300,0.413,1.24,1.45,3.92,66,0.766,0.00529,0.37,25800,53400,3.93,0.00703,65.8,13.2,1.34,70.4,-20...+100,+125,100000,"0 mm, at radial load < 0.15","0.07 mm, at radial load > 0.15",0.01,0.1,10,110,"2 N, 2 mm from flange",1,3.0,0.0,3,ball bearings,,
235,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1KF44N1IL1D523A,6,62700,58.8,44900,0.412,0.517,1.52,1.72,67,3.49,0.0301,0.882,10800,42800,3.15,0.00703,65.8,13.2,1.31,70.4,-20...+100,+125,100000,"0 mm, at radial load < 0.15","0.07 mm, at radial load > 0.15",0.01,0.1,10,110,"2 N, 2 mm from flange",1,3.0,0.0,3,ball bearings,,
236,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1KF44N1IL1D591A,12,63400,29.8,46800,0.425,0.268,1.7,0.97,69,12.4,0.118,1.75,5460,38500,2.84,0.00703,65.8,13.2,1.4,70.4,-20...+100,+125,100000,"0 mm, at radial load < 0.15","0.07 mm, at radial load > 0.15",0.01,0.1,10,110,"2 N, 2 mm from flange",1,3.0,0.0,3,ball bearings,,
237,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1VF44N1IL1D564A,6,44200,46.5,25500,0.334,0.314,0.832,0.688,56,8.72,0.0652,1.21,7900,57000,4.2,0.00703,67.1,16.8,1.69,71.8,-20...+100,+125,100000,"0 mm, at radial load < 0.15","0.07 mm, at radial load > 0.15",0.01,0.1,10,110,"2 N, 2 mm from flange",1,3.0,0.0,3,ball bearings,,
238,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1VF44N1IL1D659A,12,33300,16.2,13900,0.322,0.116,0.59,0.188,51,63.8,0.436,3.14,3040,61800,4.55,0.00703,67.1,16.8,1.55,71.8,-20...+100,+125,100000,"0 mm, at radial load < 0.15","0.07 mm, at radial load > 0.15",0.01,0.1,10,110,"2 N, 2 mm from flange",1,3.0,0.0,3,ball bearings,,
239,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1KF50N1IL1D509A,6,35500,128,26700,1.23,0.902,5.18,3.34,66,1.8,0.0264,1.55,6160,7130,1.86,0.025,51.2,4.11,0.988,154,-20...+85,+125,50000,"0 mm, at radial load < 0.3","0.07 mm, at radial load > 0.3",0,0.2,10,110,"2 N, 2 mm from flange",1,3.0,0.0,6,ball bearings,,
240,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1KF50N1IL1D569A,9,29100,63.4,21200,1.26,0.497,4.83,1.7,66,5.3,0.0888,2.84,3360,6260,1.64,0.025,51.2,3.92,0.943,154,-20...+85,+125,50000,"0 mm, at radial load < 0.3","0.07 mm, at radial load > 0.3",0,0.2,10,110,"2 N, 2 mm from flange",1,3.0,0.0,6,ball bearings,,
241,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1KF50N1IL1D593A,12,30500,50.9,22800,1.26,0.39,5.18,1.43,67,8.38,0.144,3.62,2640,6110,1.6,0.025,51.2,3.84,0.965,154,-20...+85,+125,50000,"0 mm, at radial load < 0.3","0.07 mm, at radial load > 0.3",0,0.2,10,110,"2 N, 2 mm from flange",1,3.0,0.0,6,ball bearings,,
242,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1VF44N1IL1D527A,6,35400,105,24200,0.917,0.687,3.04,1.98,60,3.02,0.039,1.53,6230,12300,3.21,0.024961,51.2,3.5,0.832,154,-20...+85,+125,50000,"0 mm, at radial load < 0.3","0.07 mm, at radial load > 0.3",0,0.2,10,110,"2 N, 2 mm from flange",1,3.0,0.0,6,ball bearings,,
243,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1VF44N1IL1D577A,12,43300,69,33100,0.874,0.406,3.88,1.54,63,7.8,0.106,2.52,3780,11700,3.06,0.024961,51.2,3.5,0.811,154,-20...+85,+125,50000,"0 mm, at radial load < 0.3","0.07 mm, at radial load > 0.3",0,0.2,10,10,"2 N, 2 mm from flange",1,3.0,0.0,6,ball bearings,,
244,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1VF44N1IL1D649A,24,42200,33.2,32300,0.877,0.198,3.92,0.755,64,31.8,0.447,5.19,1840,11300,2.95,0.024961,51.2,3.5,0.812,154,-20...+85,+125,50000,"0 mm, at radial load < 0.3","0.07 mm, at radial load > 0.3",0,0.2,10,110,"2 N, 2 mm from flange",1,3.0,0.0,6,ball bearings,,
245,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX10-SPEED/ECXZ10L1KF50N1IL1D443A,12,56100,163,50500,3.34,1.79,36.5,18,82,0.666,0.0214,2.02,4720,1550,1.64,0.101,31.4,3.39,2.24,187,-20...+100,+155,65000,"0 mm, at radial load < 0.4","0.28 mm, at radial load > 0.4",0,0.4,50,400,"6 N, 5 mm from flange",1,3.0,0.0,20,Waelzlager,,
246,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX10-SPEED/ECXZ10L1KF50N1IL1D512A,24,56100,81.4,51400,3.31,0.889,42.9,10.6,84,2.27,0.0855,4.05,2360,1320,1.4,0.101,31.4,3.39,2.24,187,-20...+100,+155,65000,"0 mm, at radial load < 0.4","0.28 mm, at radial load > 0.4",0,0.4,50,400,"6 N, 5 mm from flange",1,3.0,0.0,20,Waelzlager,,
247,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX10-SPEED/ECXZ10L1KF50N1IL1D553A,36,56200,54.3,51600,3.38,0.604,46.1,7.59,84,4.74,0.192,6.07,1570,1230,1.3,0.101,31.4,3.39,2.35,187,-20...+100,+155,65000,"0 mm, at radial load < 0.4","0.28 mm, at radial load > 0.4",0,0.4,50,400,"6 N, 5 mm from flange",1,3.0,0.0,20,Waelzlager,,
248,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX10-SPEED/ECXZ10M1KF50N1IL1D479A,9,59400,169,52300,1.83,1.44,15.6,11,77,0.82,0.00599,1.42,6700,3860,2.4,0.0594,39.8,4.43,1.92,178,-20...+100,+155,65000,"0 mm, at radial load < 0.5","0.14 mm, at radial load > 0.5",,0.5,5.9,400,"4.71 N, 5 mm from flange",1,3.0,0.0,12,Waelzlager,,
249,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX10-SPEED/ECXZ10M1KF50N1IL1D548A,18,59500,84.5,53400,1.85,0.728,18.5,6.5,79,2.77,0.0239,2.85,3350,3260,2.03,0.0594,39.8,4.43,2.06,178,-20...+100,+155,65000,"0 mm, at radial load < 0.5","0.14 mm, at radial load > 0.5",,0.5,5.9,400,"4.71 N, 5 mm from flange",1,3.0,,12,Waelzlager,,
250,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX10-SPEED/ECXZ10M1KF50N1IL1D619A,36,58800,41.5,52800,1.83,0.356,18.4,3.19,79,11.3,0.0982,5.77,1650,3230,2.01,0.0594,39.8,4.43,2.05,178,-20...+100,+155,65000,"0 mm, at radial load < 0.5","0.14 mm, at radial load > 0.5",,0.5,5.9,400,"4.71 N, 5 mm from flange",1,3.0,0.0,12,Waelzlager,,
251,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L1KN50N1IL1D419A,18,67300,113,62700,8.34,3.35,143,56,92,0.321,0.0166,2.55,3750,472,1.72,0.349,19.5,1.6,1.95,329,-20...+100,+155,70000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,0.0,34,Kugellager,,
252,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L1KN50N1IL1D450A,24,65800,82.2,61600,8.58,2.52,157,45.1,92,0.532,0.0309,3.48,2750,421,1.54,0.349,19.5,1.6,1.95,329,-20...+100,+155,70000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,0.0,34,Kugellager,,
253,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L1KN50N1IL1D488A,36,67300,56.6,63200,8.27,1.66,160,31.4,92,1.15,0.0664,5.1,1870,421,1.54,0.349,19.5,1.6,1.91,329,-20...+100,+155,70000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,0.0,34,Kugellager,,
254,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L1KN50N1IL1D526A,48,61700,37.4,57600,8.5,1.17,151,20.4,92,2.36,0.141,7.42,1290,409,1.5,0.349,19.5,1.6,1.87,329,-20...+100,+155,70000,"0 mm, at radial load < 1.5","0.28 mm, at radial load > 1.5",0,1.5,50,1500,"6 N, 5 mm from flange",1,3.0,0.0,34,Kugellager,,
