Index,url,diameter (mm),width (mm),Nominal speed (rpm),Nominal torque (max. continuous torque) (mNm),Max. efficiency (%),Weight (g)
532,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax32/353185,32,62.9,3090,35.0,76,211
533,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax32/353221,32,61.5,3090,35.0,76,211
534,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32SZF10R6IL1Y330A,32,16.2,7170,34.1,75,66
535,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32SZF10R6IL1Y444A,32,16.2,9420,34.0,85,66
536,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec4pole/397798,32,162.0,5720,334.0,89,860
537,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32SZF10R6IL1Y376A,32,16.2,8210,33.9,85,66
538,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat32/226006,32,15.3,2760,25.5,73,57
539,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat32/267121,32,15.3,2750,25.5,73,57
540,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat32/339268,32,15.3,2790,25.0,73,57
541,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat32/339272,32,15.3,2790,25.0,73,57
542,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat32/339269,32,15.3,2940,24.7,73,57
543,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat32/339267,32,15.3,2060,24.5,71,57
544,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat32/339271,32,15.3,2060,24.5,71,57
545,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat32/353324,32,28.0,3000,18.8,65,91
546,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat32/353400,32,29.7,3000,18.8,66,91
547,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat32/349801,32,28.0,6000,18.6,72,91
548,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat32/353325,32,29.7,6000,18.6,72,91
549,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat32/353399,32,29.7,6000,18.6,72,91
550,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat32/370417,32,28.0,6000,18.6,72,91
551,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat32/370418,32,29.7,6000,18.6,72,91
552,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX32/DCX32L01GBKL631,32,72.0,5290,128.0,89,325
553,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX32/DCX32L01GBKL580,32,72.0,7260,123.0,90,325
554,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX32/DCX32L01GBKL558,32,72.0,7410,119.0,90,325
555,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32LZF50E6ILACV1Y581A,32,18.7,10400,115.0,82,71
556,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32LZF50E6ILACV1Y560A,32,18.7,9550,114.0,82,71
557,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX32/DCX32L01GBKL511,32,72.0,7700,112.0,89,325
558,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32LZF50E6ILACV1Y538A,32,18.7,7820,111.0,81,71
559,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32LZF50E6ILACV1Y509A,32,18.7,7740,102.0,80,71
560,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX32/DCX32L01GBKL470,32,72.0,8070,101.0,88,325
561,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec4pole/305013,30,64.0,16100,95.6,90,300
562,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec4pole/305014,30,64.0,16100,95.2,90,300
563,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec4pole/305015,30,64.0,16000,92.9,90,300
564,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re30/268216,30,68.0,8010,87.2,89,260
565,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re30/310009,30,68.0,8010,87.2,89,260
566,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re30/268215,30,68.0,8100,85.0,88,260
567,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re30/310008,30,68.0,8100,85.0,88,260
568,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re30/268214,30,68.0,8310,84.1,88,260
569,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re30/310007,30,68.0,8310,84.1,88,260
570,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec4pole/309757,30,47.0,16400,74.3,89,210
571,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re30/310006,30,68.0,8170,73.7,88,260
572,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec4pole/309755,30,47.0,16300,72.0,88,210
573,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/539483,30,42.0,6810,65.8,87,156
574,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecmax/ecmax30/272762,30,64.0,6590,63.6,80,305
575,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/539480,30,42.0,6730,63.0,85,156
576,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/539482,30,42.0,7050,61.5,86,156
577,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/539484,30,42.0,7070,61.5,86,156
578,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/539479,30,64.0,9100,58.7,87,240
579,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/539477,30,64.0,8830,55.5,86,240
580,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/539476,30,64.0,8730,55.3,85,240
581,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/539478,30,64.0,9140,53.2,86,240
582,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re30/448594,30,68.0,2920,51.4,90,260
583,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re30/448593,30,68.0,2460,51.3,90,260
584,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re30/448595,30,68.0,2480,51.3,90,260
585,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re30/448596,30,68.0,2850,51.3,91,260
586,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re30/268193,30,68.0,7880,50.6,87,260
587,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re30/310005,30,68.0,7880,50.6,87,260
588,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/539475,30,42.0,7600,36.3,83,153
589,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/539472,30,42.0,7710,36.2,82,153
590,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/539473,30,42.0,7760,36.1,83,153
591,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecmax/ecmax30/272766,30,42.0,6630,34.9,75,195
592,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/539474,30,42.0,7750,34.8,82,153
593,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecmax/ecmax30/272770,30,42.0,7210,33.4,75,195
594,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecmax/ecmax30/272769,30,42.0,7090,33.3,75,195
595,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/618864,30,43.0,6000,32.6,75,160
596,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/619301,30,43.0,6000,32.6,75,160
597,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec4pole/468313,30,65.0,12300,118.0,89,300
598,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec4pole/468314,30,65.0,12300,118.0,89,300
599,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec4pole/468311,30,65.0,16400,111.0,90,300
600,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec4pole/468312,30,65.0,16400,111.0,90,300
601,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/539486,30,64.0,6840,109.0,88,242
602,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/539488,30,64.0,6890,109.0,89,242
603,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/539485,30,64.0,6760,107.0,87,242
604,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/539487,30,64.0,6880,106.0,88,242
605,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/539489,30,64.0,7150,103.0,88,242
606,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226767,29,44.7,4370,9.81,89,161
607,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226749,29,44.7,6710,9.78,90,159
608,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226748,29,44.7,6080,8.67,91,159
609,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226817,29,44.7,3850,31.2,86,161
610,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226790,29,44.7,7760,31.1,89,159
611,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226796,29,44.7,4240,31.1,87,159
612,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226808,29,44.7,7760,31.1,89,161
613,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226795,29,44.7,4330,31.0,87,159
614,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226798,29,44.7,3000,30.9,85,159
615,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226799,29,44.7,2200,30.9,84,159
616,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226819,29,44.7,2200,30.9,84,161
617,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226789,29,44.7,8200,30.8,90,159
618,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226807,29,44.7,8200,30.8,90,161
619,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226809,29,44.7,7450,30.8,89,161
620,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226815,29,44.7,5100,30.8,88,161
621,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226792,29,44.7,7670,30.7,89,159
622,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226810,29,44.7,7670,30.7,89,161
623,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226800,29,44.7,1630,30.6,82,159
624,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226820,29,44.7,1630,30.6,82,161
625,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226793,29,44.7,6450,29.4,88,159
626,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226811,29,44.7,6450,29.4,88,161
627,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226773,29,44.7,3530,27.1,89,161
628,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226754,29,44.7,4990,27.0,91,159
629,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226806,29,44.7,8050,27.0,90,161
630,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226774,29,44.7,3980,26.7,89,161
631,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226775,29,44.7,3480,26.7,89,161
632,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226756,29,44.7,5650,26.5,91,159
633,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226761,29,44.7,4030,26.2,90,159
634,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226779,29,44.7,3090,26.2,89,161
635,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226760,29,44.7,4410,26.1,90,159
636,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226753,29,44.7,4700,25.9,91,159
637,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226759,29,44.7,5280,25.9,90,159
638,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226762,29,44.7,3180,25.9,90,159
639,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226772,29,44.7,3780,25.8,89,161
640,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226781,29,44.7,3180,25.7,88,161
641,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226764,29,44.7,1820,25.6,89,159
642,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226783,29,44.7,1820,25.4,87,161
643,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226776,29,44.7,3800,25.2,89,161
644,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226757,29,44.7,5680,25.0,90,159
645,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226771,29,44.7,3800,21.3,89,161
646,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226787,29,44.7,8270,19.7,88,159
647,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226751,29,44.7,5430,15.6,90,159
648,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226785,29,44.7,8960,12.3,89,159
649,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226802,29,44.7,8960,12.3,89,161
650,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax29/226784,29,44.7,7580,10.9,89,159
651,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110171,26,44.7,2210,9.61,79,100
652,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353066,26,44.7,3450,9.51,79,100
653,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110924,26,44.7,8230,8.57,77,98
654,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110947,26,44.7,8230,8.57,77,100
655,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353133,26,44.7,8230,8.57,77,98
656,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353144,26,44.7,8230,8.57,77,100
657,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110923,26,44.7,7990,7.24,78,98
658,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110946,26,44.7,7990,7.24,78,100
659,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353132,26,44.7,7990,7.24,78,98
660,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353143,26,44.7,7990,7.24,78,100
661,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX26/DCX26L01GBKL620,26,57.0,10000,60.1,91,170
662,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110170,26,44.7,3610,6.96,78,100
663,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353040,26,44.7,3610,6.96,78,100
664,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110936,26,44.7,9700,6.26,82,117
665,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110959,26,44.7,9700,6.26,82,119
666,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353166,26,44.7,9700,6.26,82,117
667,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353607,26,44.7,9700,6.26,82,119
668,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX26/DCX26L01GBKL598,26,57.0,9720,59.7,91,170
669,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX26/DCX26L01GBKL529,26,57.0,9690,57.8,91,170
670,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX26/DCX26L01GBKL496,26,57.0,9970,55.8,90,170
671,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX26/DCX26L01GBKL566,26,57.0,10000,54.0,90,170
672,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX26/DCX26L01EBKL598,26,57.0,4600,52.3,89,170
673,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX26/DCX26L01EBSL598,26,57.0,4600,52.1,88,170
674,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX26/DCX26L01EBKL637,26,57.0,4680,50.8,89,170
675,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX26/DCX26L01EBSL637,26,57.0,4680,50.6,88,170
676,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX26/DCX26L01EBKL667,26,57.0,4570,50.3,89,170
677,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX26/DCX26L01EBSL667,26,57.0,4570,50.0,88,170
678,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110169,26,44.7,4750,5.87,80,100
679,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353039,26,44.7,4750,5.87,80,100
680,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110192,26,44.7,3590,5.86,77,100
681,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110935,26,44.7,9210,5.48,83,117
682,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110958,26,44.7,9210,5.48,83,119
683,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/139852,26,44.7,9210,5.48,83,117
684,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353606,26,44.7,9210,5.48,83,119
685,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110182,26,44.7,8070,5.03,84,117
686,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353079,26,44.7,8070,5.03,84,117
687,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX26/DCX26L01EBKL566,26,57.0,4770,49.8,89,170
688,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX26/DCX26L01GBSL598,26,57.0,9870,49.7,89,170
689,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX26/DCX26L01EBSL566,26,57.0,4770,49.6,88,170
690,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX26/DCX26L01GBSL620,26,57.0,10100,49.5,90,170
691,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX26/DCX26L01GBSL529,26,57.0,9830,48.4,89,170
692,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX26/DCX26L01GBKL460,26,57.0,9460,46.9,88,170
693,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX26/DCX26L01EBKL529,26,57.0,4690,46.1,89,170
694,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX26/DCX26L01EBSL529,26,57.0,4690,45.8,88,170
695,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX26/DCX26L01GBSL566,26,57.0,10200,45.4,88,170
696,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX26/DCX26L01GBSL496,26,57.0,10200,44.8,88,170
697,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX26/DCX26L01GBSL460,26,57.0,9580,41.0,86,170
698,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110204,26,44.7,3400,4.53,81,119
699,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353109,26,44.7,3400,4.53,81,119
700,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110181,26,44.7,6830,4.46,84,117
701,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353078,26,44.7,6830,4.46,84,117
702,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX26/DCX26L01EBKL496,26,57.0,5060,32.9,89,170
703,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX26/DCX26L01EBSL496,26,57.0,5060,32.6,88,170
704,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max26/DC-MAX26S01GBKL646,26,44.7,7810,29.4,88,120
705,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max26/DC-MAX26S01EBKL646,26,44.7,3450,28.9,88,120
706,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max26/DC-MAX26S01EBSL646,26,44.7,3450,28.8,87,120
707,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max26/DC-MAX26S01GBKL574,26,44.7,8100,26.6,89,120
708,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max26/DC-MAX26S01GBSL574,26,44.7,8100,26.3,87,120
709,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max26/DC-MAX26S01EBKL574,26,44.7,3790,21.0,88,120
710,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max26/DC-MAX26S01EBSL574,26,44.7,3790,20.8,87,120
711,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110962,26,44.7,6080,18.7,81,119
712,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353169,26,44.7,6080,18.7,81,117
713,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353610,26,44.7,6080,18.7,81,119
714,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110940,26,44.7,6910,18.4,82,117
715,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110963,26,44.7,6910,18.4,82,119
716,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110941,26,44.7,5000,18.2,80,117
717,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110942,26,44.7,5230,18.2,80,117
718,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110964,26,44.7,5000,18.2,80,119
719,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110965,26,44.7,5230,18.2,80,119
720,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353171,26,44.7,5000,18.2,80,117
721,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353612,26,44.7,5000,18.2,80,119
722,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110943,26,44.7,5840,18.1,80,117
723,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110966,26,44.7,5840,18.1,80,119
724,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/202893,26,44.7,5840,18.1,80,117
725,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353175,26,44.7,3900,17.9,78,117
726,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353616,26,44.7,3900,17.9,78,119
727,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110944,26,44.7,5390,17.8,80,117
728,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110967,26,44.7,5390,17.8,80,119
729,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353174,26,44.7,5390,17.8,80,117
730,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353615,26,44.7,5390,17.8,80,119
731,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110938,26,44.7,6620,17.4,81,117
732,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110961,26,44.7,6620,17.4,81,119
733,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353113,26,44.7,2330,15.9,81,119
734,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110185,26,44.7,5050,15.8,84,117
735,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/329757,26,44.7,5050,15.8,84,117
736,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110209,26,44.7,2740,15.7,81,119
737,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110927,26,44.7,5480,15.7,78,98
738,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110928,26,44.7,4650,15.7,77,98
739,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110950,26,44.7,5480,15.7,78,100
740,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110951,26,44.7,4650,15.7,77,100
741,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/340503,26,44.7,5480,15.7,78,98
742,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353114,26,44.7,2740,15.7,81,119
743,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353136,26,44.7,4650,15.7,77,98
744,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353147,26,44.7,5480,15.7,78,100
745,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353148,26,44.7,4650,15.7,77,100
746,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110212,26,44.7,2770,15.4,81,119
747,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353115,26,44.7,1780,15.4,80,119
748,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353117,26,44.7,2770,15.4,81,119
749,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110187,26,44.7,3930,15.3,83,117
750,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110188,26,44.7,4360,15.3,84,117
751,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110932,26,44.7,5530,15.3,77,98
752,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110955,26,44.7,5530,15.3,77,100
753,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/332818,26,44.7,3930,15.3,83,117
754,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353083,26,44.7,4360,15.3,84,117
755,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353140,26,44.7,5530,15.3,77,98
756,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353152,26,44.7,5530,15.3,77,100
757,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110931,26,44.7,5900,15.2,78,98
758,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353084,26,44.7,5060,15.2,84,117
759,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/353151,26,44.7,5900,15.2,78,100
760,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax26/110190,26,44.7,4810,15.0,84,117
