Index,url,diameter (mm),width (mm),Nominal speed (rpm),Nominal torque (max. continuous torque) (mNm),Max. efficiency (%),Weight (g)
0,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecframeless/EC90Frameless/542099,90,42.0,1770,989.0,87,814
1,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607326,90,39.9,1770,989.0,87,985
2,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/500266,90,39.9,1780,988.0,87,985
3,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/500267,90,39.9,1670,964.0,87,985
4,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecframeless/EC90Frameless/581294,90,42.0,1660,964.0,86,814
5,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/500268,90,39.9,1690,963.0,87,985
6,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecframeless/EC90Frameless/581295,90,42.0,1690,963.0,87,814
7,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607328,90,39.9,1690,963.0,87,985
8,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607950,90,39.9,2340,961.0,85,638
9,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607954,90,39.9,2340,961.0,85,638
10,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607953,90,39.9,2310,958.0,84,638
11,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607951,90,39.9,2270,941.0,84,638
12,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607955,90,39.9,2270,941.0,84,638
13,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607952,90,39.9,1890,901.0,84,638
14,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607956,90,39.9,1890,901.0,84,638
15,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607942,90,27.4,2490,729.0,85,624
16,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607946,90,27.4,2490,729.0,85,624
17,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607943,90,27.4,2420,721.0,85,624
18,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607947,90,27.4,2420,715.0,85,624
19,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607944,90,27.4,2020,697.0,84,624
20,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607948,90,27.4,2020,691.0,84,624
21,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/429271,90,28.7,2510,560.0,86,600
22,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/244879,90,26.7,1610,533.0,85,600
23,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/515458,90,27.4,2720,462.0,85,635
24,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecframeless/EC90Frameless/543673,90,29.5,2710,462.0,85,490
25,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607322,90,27.4,2710,462.0,85,655
26,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/580047,90,27.4,2200,460.0,84,635
27,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecframeless/EC90Frameless/581302,90,29.5,2200,460.0,84,490
28,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607324,90,27.4,2200,460.0,84,655
29,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecframeless/EC90Frameless/588847,90,29.5,2670,459.0,83,490
30,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607321,90,27.4,2670,459.0,83,655
31,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/505592,90,27.4,2630,457.0,85,635
32,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecframeless/EC90Frameless/581301,90,29.5,2630,457.0,85,490
33,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607323,90,27.4,2630,457.0,85,655
34,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/323772,90,28.7,2590,444.0,83,600
35,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607937,90,52.4,1620,1610.0,87,988
36,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/597974,90,52.4,1620,1560.0,87,988
37,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607938,90,52.4,1620,1560.0,87,988
38,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/597976,90,52.4,1540,1500.0,86,988
39,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607940,90,52.4,1540,1500.0,86,988
40,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/597975,90,52.4,1520,1490.0,86,988
41,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607939,90,52.4,1520,1490.0,86,988
42,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607933,90,39.9,1700,1300.0,87,964
43,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607930,90,39.9,1700,1260.0,87,964
44,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607934,90,39.9,1700,1260.0,87,964
45,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607932,90,39.9,1620,1220.0,87,964
46,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607936,90,39.9,1620,1220.0,87,964
47,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607931,90,39.9,1600,1210.0,87,964
48,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607935,90,39.9,1600,1210.0,87,964
49,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecframeless/EC90Frameless/588849,90,42.0,1770,1020.0,86,814
50,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607325,90,39.9,1770,1020.0,86,985
51,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat92/371119,9,12.5,3950,0.734,52,3
52,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat92/624161,9,12.5,3950,0.734,52,3
53,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat92/371120,9,12.5,3620,0.702,50,3
54,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat92/624162,9,12.5,3620,0.702,50,3
55,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat92/624163,9,12.5,5240,0.684,51,3
56,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat92/371122,9,12.5,5450,0.683,51,3
57,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecframelessdt/ECDT85Frameless/740953,85,33.0,2850,1710.0,94,741
58,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1KF50N1IL1D569A,8,23.0,21200,1.26,66,6
59,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1KF50N1IL1D569B,8,23.0,21200,1.26,66,6
60,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1KF50N1IL1D593A,8,23.0,22800,1.26,67,6
61,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1KF50N1IL1D593B,8,23.0,22800,1.26,67,6
62,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1KF50N1IL1D509A,8,23.0,26700,1.23,66,6
63,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1KF50N1IL1D509B,8,23.0,26700,1.23,66,6
64,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec8/384406,8,23.0,24000,0.977,67,6
65,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec8/468334,8,23.0,24000,0.977,67,6
66,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec8/468337,8,23.0,24000,0.977,67,6
67,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec8/384407,8,23.0,32800,0.945,69,6
68,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec8/468336,8,23.0,32000,0.944,70,6
69,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec8/468339,8,23.0,32000,0.944,70,6
70,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec8/468335,8,23.0,32800,0.942,69,6
71,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec8/468338,8,23.0,32800,0.942,69,6
72,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1VF44N1IL1D527A,8,23.0,24200,0.917,60,6
73,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1VF44N1IL1D527B,8,23.0,24200,0.917,60,6
74,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1VF44N1IL1D649A,8,23.0,32300,0.877,64,6
75,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1VF44N1IL1D649B,8,23.0,32300,0.877,64,6
76,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1VF44N1IL1D577A,8,23.0,33100,0.874,63,6
77,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1VF44N1IL1D577B,8,23.0,33100,0.874,63,6
78,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX8/DCX08M01EBSL537,8,16.0,4780,0.653,74,4
79,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX8/DCX08M01EBSL666,8,16.0,5190,0.652,74,4
80,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX8/DCX08M01EBKL537,8,16.0,4790,0.649,72,4
81,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX8/DCX08M01EBSL591,8,16.0,4950,0.649,74,4
82,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX8/DCX08M01EBKL666,8,16.0,5200,0.647,72,4
83,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX8/DCX08M01EBKL591,8,16.0,4970,0.641,69,4
84,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX8/DCX08M01EBSL633,8,16.0,4190,0.641,73,4
85,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX8/DCX08M01EBKL633,8,16.0,4200,0.637,71,4
86,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re08/347723,8,16.0,4230,0.635,72,4
87,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re08/462207,8,19.0,4230,0.635,72,4
88,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re08/347726,8,16.0,4750,0.633,72,4
89,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re08/463222,8,16.0,4750,0.633,72,4
90,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re08/463219,8,19.6,4440,0.631,72,4
91,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re08/463223,8,16.0,5120,0.63,72,4
92,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re08/347725,8,16.0,3490,0.623,71,4
93,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re08/463220,8,16.0,3490,0.623,71,4
94,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX8/DCX08M01EBSL644,8,16.0,4820,0.62,73,4
95,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX8/DCX08M01EBKL644,8,16.0,4830,0.616,71,4
96,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX8/DCX08M01EBSL687,8,16.0,5800,0.614,74,4
97,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX8/DCX08M01EBKL687,8,16.0,5810,0.609,72,4
98,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re08/347728,8,16.0,4210,0.602,71,4
99,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re08/463221,8,16.0,4210,0.602,71,4
100,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/IDX-MOTOR/IDX-70-MOTOR/IDX-70-L-MOTOR/IDX70LA0STD4Y558B,70,193.0,2430,3710.0,93,2995
101,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/IDX-MOTOR/IDX-70-MOTOR/IDX-70-L-MOTOR/IDX70LA0STD4Y574B,70,193.0,2720,3350.0,93,2995
102,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/IDX-MOTOR/IDX-70-MOTOR/IDX-70-L-MOTOR/IDX70LABSTD4Y574B,70,232.0,2720,3350.0,93,3475
103,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/IDX-MOTOR/IDX-70-MOTOR/IDX-70-M-MOTOR/IDX70MA0STD4Y595B,70,158.0,3180,2600.0,93,2295
104,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/IDX-MOTOR/IDX-70-MOTOR/IDX-70-M-MOTOR/IDX70MABSTD4Y595B,70,197.0,3180,2600.0,93,2775
105,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/IDX-MOTOR/IDX-70-MOTOR/IDX-70-M-MOTOR/IDX70MA0STD4Y574B,70,158.0,3140,2480.0,93,2295
106,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/IDX-MOTOR/IDX-70-MOTOR/IDX-70-M-MOTOR/IDX70MABSTD4Y574B,70,197.0,3140,2480.0,93,2775
107,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/IDX-MOTOR/IDX-70-MOTOR/IDX-70-S-MOTOR/IDX70SA0STD4Y548B,70,123.0,4090,1520.0,93,1595
108,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/IDX-MOTOR/IDX-70-MOTOR/IDX-70-S-MOTOR/IDX70SABSTD4Y548B,70,162.0,4090,1520.0,93,2075
109,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/IDX-MOTOR/IDX-70-MOTOR/IDX-70-S-MOTOR/IDX70SA0STD4Y582B,70,123.0,4120,1490.0,93,1595
110,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/IDX-MOTOR/IDX-70-MOTOR/IDX-70-S-MOTOR/IDX70SA0STD4Y636B,70,123.0,4320,1400.0,93,1595
111,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/IDX-MOTOR/IDX-70-MOTOR/IDX-70-S-MOTOR/IDX70SABSTD4Y636B,70,162.0,4320,1400.0,93,2075
112,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/IDX-MOTOR/IDX-70-MOTOR/IDX-70-S-MOTOR/IDX70SABSTD4Y636B,70,162.0,4320,1400.0,93,2075
113,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re65/353300,65,131.4,2960,839.0,89,2100
114,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re65/353301,65,131.4,2480,836.0,89,2100
115,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re65/353299,65,131.4,3220,832.0,89,2100
116,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re65/353297,65,131.4,3420,800.0,88,2100
117,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re65/388991,65,131.4,2490,800.0,87,2100
118,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re65/388990,65,131.4,2970,793.0,87,2100
119,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re65/388989,65,131.4,3230,780.0,87,2100
120,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re65/388988,65,131.4,3460,754.0,87,2100
121,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re65/388987,65,131.4,3430,742.0,86,2100
122,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecframelessdt/ECDT65Frameless/783327,65,25.0,3840,688.0,93,377
123,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re65/388986,65,131.4,3710,684.0,85,2100
124,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re65/388985,65,131.4,3810,484.0,81,2100
125,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re65/353294,65,131.4,3250,427.0,81,2100
126,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re65/388984,65,131.4,3250,412.0,79,2100
127,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecframelessdt/ECDT65Frameless/783332,65,33.0,2170,1130.0,92,524
128,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec60/167131,60,177.3,2680,843.0,86,2450
129,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec60/167132,60,177.3,4960,768.0,87,2450
130,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/625861,60,38.0,3020,581.0,86,360
131,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/647697,60,38.0,3020,581.0,86,375
132,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/614949,60,38.0,3240,540.0,85,360
133,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/642221,60,38.0,3240,540.0,85,375
134,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/625860,60,38.0,2790,496.0,84,360
135,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/647696,60,38.0,2790,496.0,84,375
136,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/625859,60,38.0,3230,441.0,86,350
137,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/647695,60,38.0,3230,441.0,86,365
138,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/625858,60,38.0,3480,405.0,85,350
139,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/647694,60,38.0,3480,405.0,85,365
140,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/625857,60,38.0,2990,381.0,84,350
141,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/647693,60,38.0,2990,378.0,84,365
142,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/412825,60,38.05,3500,310.0,87,470
143,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecframeless/EC60Frameless/550154,60,37.0,3500,310.0,87,333
144,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/625856,60,38.0,3460,301.0,86,355
145,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/647692,60,38.0,3460,301.0,86,370
146,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/411678,60,38.05,3750,280.0,85,470
147,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecframeless/EC60Frameless/542002,60,37.0,3750,279.0,85,333
148,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/412823,60,38.05,3180,272.0,83,470
149,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecframeless/EC60Frameless/550153,60,37.0,3190,272.0,83,333
150,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/625855,60,38.0,3730,272.0,85,355
151,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/645604,60,38.0,3730,272.0,85,370
152,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/625854,60,38.0,3210,263.0,84,355
153,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/647691,60,38.0,3210,263.0,84,370
154,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/412821,60,43.0,3600,243.0,87,470
155,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/412819,60,43.0,3270,220.0,83,470
156,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/408057,60,43.0,3860,212.0,85,470
157,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-Sonderprogramm/2260.880-51.216-200,60,122.0,13300,-32.0,86,1300
158,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX06-PRIME/ECXZ06M1KC50E2IL1Y474A,6,19.9,29500,0.58,65,3
159,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX06-PRIME/ECXZ06M1KC50E2IL1Y543A,6,19.9,29500,0.58,65,3
160,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec6/455419,6,21.5,46800,0.425,69,3
161,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec6/455422,6,21.5,47000,0.425,69,3
162,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1KF44N1IL1D591A,6,21.3,46800,0.425,69,3
163,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1KF44N1IL1D591B,6,21.3,47000,0.425,69,3
164,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec6/455417,6,21.5,52300,0.413,66,3
165,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec6/455418,6,21.5,44900,0.412,67,3
166,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec6/455420,6,21.5,54900,0.412,67,3
167,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1KF44N1IL1D436B,6,21.3,54900,0.412,67,3
168,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1KF44N1IL1D523A,6,21.3,44900,0.412,67,3
169,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec6/455421,6,21.5,45400,0.411,68,3
170,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1KF44N1IL1D523B,6,21.3,45400,0.411,68,3
171,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX6/DCX06M01EBSL570,6,15.6,5940,0.335,63,2
172,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec6/455019,6,21.5,25700,0.334,56,3
173,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1VF44N1IL1D564A,6,21.3,25500,0.334,56,3
174,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1VF44N1IL1D564B,6,21.3,25700,0.334,56,3
175,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX6/DCX06M01EBKL570,6,15.6,5950,0.332,60,2
176,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re06/386781,6,19.6,5610,0.329,62,2
177,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX6/DCX06M01EBSL611,6,15.6,5730,0.329,63,2
178,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX6/DCX06M01EBKL611,6,15.6,5740,0.326,59,2
179,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX6/DCX06M01EBKL640,6,15.6,5700,0.325,59,2
180,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re06/349191,6,15.6,5370,0.323,61,2
181,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re06/386782,6,19.6,5370,0.323,61,2
182,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re06/386783,6,19.6,5320,0.322,61,2
183,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1VF44N1IL1D659A,6,21.3,13900,0.322,51,3
184,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec6/468896,6,21.5,14000,0.32,51,3
185,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1VF44N1IL1D659B,6,21.3,14000,0.32,51,3
186,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX6/DCX06M01EBSL501,6,15.6,4940,0.311,61,2
187,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX6/DCX06M01EBKL501,6,15.6,4950,0.309,58,2
188,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re06/349189,6,15.6,4470,0.306,59,2
189,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re06/386780,6,19.6,4470,0.306,59,2
190,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec6/250101,6,21.3,9790,0.261,36,3
191,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec6/310599,6,21.3,20600,0.252,40,3
192,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/IDX-MOTOR/IDX-56-MOTOR/IDX-56-L-MOTOR/IDX56LA0STD4Y566B,56,157.0,4800,897.0,91,1196
193,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/IDX-MOTOR/IDX-56-MOTOR/IDX-56-L-MOTOR/IDX56LABSTD4Y566B,56,177.0,4800,897.0,91,1426
194,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/IDX-MOTOR/IDX-56-MOTOR/IDX-56-M-MOTOR/IDX56MA0STD4Y543B,56,127.0,4870,645.0,91,815
195,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/IDX-MOTOR/IDX-56-MOTOR/IDX-56-M-MOTOR/IDX56MABSTD4Y543B,56,147.0,4870,645.0,91,1045
196,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/IDX-MOTOR/IDX-56-MOTOR/IDX-56-M-MOTOR/IDX56MA0STD4Y589B,56,127.0,6350,563.0,91,815
197,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/IDX-MOTOR/IDX-56-MOTOR/IDX-56-M-MOTOR/IDX56MABSTD4Y589B,56,147.0,6350,563.0,91,1045
198,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/IDX-MOTOR/IDX-56-MOTOR/IDX-56-S-MOTOR/IDX56SA0STD4Y656B,56,107.0,5660,475.0,91,575
