index,url,Gearhead type,Version,Reduction (:1),Absolute reduction,Number of stages,Max. continuous torque (Nm),Max. intermittent torque (Nm),"Direction of rotation, drive to output",Max. efficiency (%),Gearhead length (L1) (mm),Bearing at output,Max. radial load,Max. axial load (dynamic) (N),Max. continuous input speed (rpm),Max. intermittent input speed (rpm),Recommended temperature range (°C),Weight (g),Outer diameter (mm),Average backlash no load (°),Max. motor shaft diameter (mm),Mass inertia (gcm²),Max. transmittable power (continuous) (W),Max. transmittable power (intermittent) (W),Radial play,Axial play (mm),Max. force for press fits (N),Extended temperature range (°C),Number of autoclave cycles,Max. feed velocity (mm/s),Max. feed force continuous (N),Max. feed force intermittent (N),Mechanical positioning accuracy (mm),Spindle length (mm),Axial play of the nut (mm)
233,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-A/GPX16AAKLSL03D9CPLW,GPX,Standard version,3.9,75/19,1,0.2,0.25,=,90,15.8,ball bearing,"30 N, 5 mm from flange",20,12000,15000,-40...+100,20,16,1,,0.1283,6.5,8,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
234,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-A/GPX16AAKLSL06D6CPLW,GPX,Standard version,6.6,66/10,1,0.2,0.25,=,90,15.8,ball bearing,"30 N, 5 mm from flange",20,12000,15000,-40...+100,20,16,1,,0.1283,6.5,8,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
235,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-A/GPX16AAKLSL0734CPLW,GPX,Standard version,734,23566950/32110,4,0.45,0.55,=,65,30.5,ball bearing,"70 N, 5 mm from flange",20,16000,20000,-40...+100,31,16,1.4,,0.1097,0.6,0.75,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
236,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-A/GPX16AAKLSL1526CPLW,GPX,Standard version,1526,19837224/13000,4,0.45,0.55,=,65,30.5,ball bearing,"70 N, 5 mm from flange",20,16000,20000,-40...+100,31,16,1.4,,0.1097,0.6,0.75,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
237,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-A/GPX16AAKLSL16D0CPLW,GPX,Standard version,16,5625/361,2,0.25,0.35,=,80,20.8,ball bearing,"45 N, 5 mm from flange",20,14000,17500,-40...+100,25,16,1.2,,0.1097,3.2,4,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
238,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-A/GPX16AAKLSL26D0CPLW,GPX,Standard version,26,4950/190,2,0.25,0.35,=,80,20.8,ball bearing,"45 N, 5 mm from flange",20,14000,17500,-40...+100,25,16,1.2,,0.1097,3.2,4,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
239,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-A/GPX16AAKLSL44D0CPLW,GPX,Standard version,44,4356/100,2,0.25,0.35,=,80,20.8,ball bearing,"45 N, 5 mm from flange",20,14000,17500,-40...+100,25,16,1.2,,0.1097,3.2,4,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
240,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-A/GPX16AAKLSL62D0CPLW,GPX,Standard version,62,421875/6859,3,0.35,0.45,=,75,25.7,ball bearing,"70 N, 5 mm from flange",20,16000,20000,-40...+100,27,16,1.3,,0.1061,1.6,2,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
241,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-C/GPX16CAKLSL0150CPLW,GPX,Ceramic version,150,328509/2197,3,0.47,0.58,=,75,25.7,ball bearing,"70 N, 5 mm from flange",20,16000,20000,-40...+100,27,16,1.3,,0.1061,1.9,2.5,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
242,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-C/GPX16CAKLSL0231CPLW,GPX,Ceramic version,231,300564/1300,3,0.47,0.58,=,75,25.7,ball bearing,"70 N, 5 mm from flange",20,16000,20000,-40...+100,27,16,1.3,,0.1061,1.9,2.5,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
243,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-C/GPX16CAKLSL0243CPLW,GPX,Ceramic version,243,31640625/130321,4,0.6,0.75,=,65,30.5,ball bearing,"70 N, 5 mm from flange",20,16000,20000,-40...+100,31,16,1.4,,0.1097,0.7,1,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
244,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-C/GPX16CAKLSL03D9CPLW,GPX,Ceramic version,3.9,75/19,1,0.27,0.33,=,90,15.8,ball bearing,"30 N, 5 mm from flange",20,12000,15000,-40...+100,20,16,1,,0.1283,7.8,10,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
245,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-C/GPX16CAKLSL06D6CPLW,GPX,Ceramic version,6.6,66/10,1,0.27,0.33,=,90,15.8,ball bearing,"30 N, 5 mm from flange",20,12000,15000,-40...+100,20,16,1,,0.1283,7.8,10,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
246,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-C/GPX16CAKLSL0734CPLW,GPX,Ceramic version,734,23566950/32110,4,0.6,0.75,=,65,30.5,ball bearing,"70 N, 5 mm from flange",20,16000,20000,-40...+100,31,16,1.4,,0.1097,0.7,1,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
247,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-C/GPX16CAKLSL1526CPLW,GPX,Ceramic version,1526,19837224/13000,4,0.6,0.75,=,65,30.5,ball bearing,"70 N, 5 mm from flange",20,16000,20000,-40...+100,31,16,1.4,,0.1097,0.7,1,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
248,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-C/GPX16CAKLSL16D0CPLW,GPX,Ceramic version,16,5625/361,2,0.33,0.42,=,80,20.8,ball bearing,"45 N, 5 mm from flange",20,14000,17500,-40...+100,25,16,1.2,,0.1097,3.8,5,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
249,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-C/GPX16CAKLSL26D0CPLW,GPX,Ceramic version,26,4950/190,2,0.33,0.42,=,80,20.8,ball bearing,"45 N, 5 mm from flange",20,14000,17500,-40...+100,25,16,1.2,,0.1097,3.8,5,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
250,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-C/GPX16CAKLSL44D0CPLW,GPX,Ceramic version,44,4356/100,2,0.33,0.42,=,80,20.8,ball bearing,"45 N, 5 mm from flange",20,14000,17500,-40...+100,25,16,1.2,,0.1097,3.8,5,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
251,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-C/GPX16CAKLSL62D0CPLW,GPX,Ceramic version,62,421875/6859,3,0.47,0.58,=,75,25.7,ball bearing,"70 N, 5 mm from flange",20,16000,20000,-40...+100,27,16,1.3,,0.1061,1.9,2.5,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
252,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-HP/GPX16HPKLSL0150CPLW,GPX,High Power,150,328509/2197,3,0.8,1,=,65,30.9,ball bearing,"90 N, 5 mm from flange",30,14000,17500,-40...+100,37,16,1.3,,0.1783,4,4.4,"0.1 mm, 5 mm from flange",0 - 0.1,100,,0.0,,,,,,
253,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-HP/GPX16HPKLSL0231CPLW,GPX,High Power,231,300564/1300,3,0.8,1,=,65,30.9,ball bearing,"90 N, 5 mm from flange",30,14000,17500,-40...+100,37,16,1.3,,0.1783,4,4.4,"0.1 mm, 5 mm from flange",0 - 0.1,100,,0.0,,,,,,
254,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-HP/GPX16HPKLSL0243CPLW,GPX,High Power,243,31640625/130321,4,0.9,1.1,=,55,35.7,ball bearing,"90 N, 5 mm from flange",30,16000,20000,-40...+100,39,16,1.4,,0.1693,1.5,1.5,"0.1 mm, 5 mm from flange",0 - 0.1,100,,0.0,,,,,,
255,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-HP/GPX16HPKLSL0734CPLW,GPX,High Power,734,23566950/32110,4,0.9,1.1,=,55,35.7,ball bearing,"90 N, 5 mm from flange",30,16000,20000,-40...+100,39,16,1.4,,0.1693,1.5,1.5,"0.1 mm, 5 mm from flange",0 - 0.1,100,,0.0,,,,,,
256,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-HP/GPX16HPKLSL1526CPLW,GPX,High Power,1526,19837224/13000,4,0.9,1.1,=,55,35.7,ball bearing,"90 N, 5 mm from flange",30,16000,20000,-40...+100,39,16,1.4,,0.1693,1.5,1.5,"0.1 mm, 5 mm from flange",0 - 0.1,100,,0.0,,,,,,
257,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-HP/GPX16HPKLSL16D0CPLW,GPX,High Power,16,5625/361,2,0.55,0.7,=,75,25.9,ball bearing,"80 N, 5 mm from flange",30,12000,15000,-40...+100,32,16,1.2,,0.2085,8,10,"0.1 mm, 5 mm from flange",0 - 0.1,100,,0.0,,,,,,
258,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-HP/GPX16HPKLSL26D0CPLW,GPX,High Power,26,4950/190,2,0.55,0.7,=,75,25.9,ball bearing,"80 N, 5 mm from flange",30,12000,15000,-40...+100,32,16,1.2,,0.2085,8,10,"0.1 mm, 5 mm from flange",0 - 0.1,100,,0.0,,,,,,
259,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-HP/GPX16HPKLSL44D0CPLW,GPX,High Power,44,4356/100,2,0.55,0.7,=,75,25.9,ball bearing,"80 N, 5 mm from flange",30,12000,15000,-40...+100,32,16,1.2,,0.2085,8,10,"0.1 mm, 5 mm from flange",0 - 0.1,100,,0.0,,,,,,
260,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-HP/GPX16HPKLSL62D0CPLW,GPX,High Power,62,421875/6859,3,0.8,1,=,65,30.9,ball bearing,"90 N, 5 mm from flange",30,14000,17500,-40...+100,37,16,1.3,,0.1783,4,4.4,"0.1 mm, 5 mm from flange",0 - 0.1,100,,0.0,,,,,,
261,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-HS/GPX16HSKLSL03D9CPSC,GPX,Sterilizable,3.9,75/19,1,0.045,0.055,=,85,27.7,ball bearing,"25 N, 5 mm from flange",30,50000,70000,-10...+135,27,16,1.4,,0.0497,42,52,"0.1 mm, 5 mm from flange",0 - 0.1,100,,1000.0,,,,,,
262,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-HS/GPX16HSKLSL06D6CPSC,GPX,Sterilizable,6.6,66/10,1,0.045,0.055,=,85,27.7,ball bearing,"25 N, 5 mm from flange",30,50000,70000,-10...+135,27,16,1.4,,0.0167,42,52,"0.1 mm, 5 mm from flange",0 - 0.1,100,,1000.0,,,,,,
263,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-HS/GPX16HSKLSL16D0CPSC,GPX,Sterilizable,16,5625/361,2,0.11,0.14,=,80,35.1,ball bearing,"35 N, 5 mm from flange",30,50000,70000,-10...+135,35,16,1.6,,0.0433,21,25,"0.1 mm, 5 mm from flange",0 - 0.1,100,,1000.0,,,,,,
264,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-HS/GPX16HSKLSL26D0CPSC,GPX,Sterilizable,26,4950/190,2,0.11,0.14,=,80,35.1,ball bearing,"35 N, 5 mm from flange",30,50000,70000,-10...+135,35,16,1.6,,0.0396,21,25,"0.1 mm, 5 mm from flange",0 - 0.1,100,,1000.0,,,,,,
265,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-HS/GPX16HSKLSL44D0CPSC,GPX,Sterilizable,44,4356/100,2,0.11,0.14,=,80,35.1,ball bearing,"35 N, 5 mm from flange",30,50000,70000,-10...+135,35,16,1.6,,0.0142,21,25,"0.1 mm, 5 mm from flange",0 - 0.1,100,,1000.0,,,,,,
266,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-LN/GPX16LNKLSL0150CPLW,GPX,Reduced noise level,150,328509/2197,3,0.28,0.35,=,75,25.7,ball bearing,"70 N, 5 mm from flange",20,16000,20000,-40...+85,27,16,1.3,,0.1061,1.3,1.6,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
267,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-LN/GPX16LNKLSL0231CPLW,GPX,Reduced noise level,231,300564/1300,3,0.28,0.35,=,75,25.7,ball bearing,"70 N, 5 mm from flange",20,16000,20000,-40...+85,27,16,1.3,,0.1061,1.3,1.6,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
268,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LN/GPX16LNKLSL0243CPLW,GPX,Reduced noise level,243,31640625/130321,4,0.36,0.45,=,65,30.5,ball bearing,"70 N, 5 mm from flange",20,16000,20000,-40...+85,31,16,1.4,,0.1097,0.5,0.6,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
269,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-LN/GPX16LNKLSL03D9CPLW,GPX,Reduced noise level,3.9,75/19,1,0.16,0.2,=,90,15.8,ball bearing,"30 N, 5 mm from flange",20,12000,15000,-40...+85,20,16,1,,0.1283,5.2,6.5,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
270,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-LN/GPX16LNKLSL06D6CPLW,GPX,Reduced noise level,6.6,66/10,1,0.16,0.2,=,90,15.8,ball bearing,"30 N, 5 mm from flange",20,12000,15000,-40...+85,20,16,1,,0.1283,5.2,6.5,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
271,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LN/GPX16LNKLSL0734CPLW,GPX,Reduced noise level,734,23566950/32110,4,0.36,0.45,=,65,30.5,ball bearing,"70 N, 5 mm from flange",20,16000,20000,-40...+85,31,16,1.4,,0.1097,0.5,0.6,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
272,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LN/GPX16LNKLSL1526CPLW,GPX,Reduced noise level,1526,19837224/13000,4,0.36,0.45,=,65,30.5,ball bearing,"70 N, 5 mm from flange",20,16000,20000,-40...+85,31,16,1.4,,0.1097,0.5,0.6,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
273,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-LN/GPX16LNKLSL16D0CPLW,GPX,Reduced noise level,16,5625/361,2,0.2,0.25,=,80,20.8,ball bearing,"45 N, 5 mm from flange",20,14000,17500,-40...+85,25,16,1.2,,0.1097,2.6,3.3,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
274,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-LN/GPX16LNKLSL26D0CPLW,GPX,Reduced noise level,26,4950/190,2,0.2,0.25,=,80,20.8,ball bearing,"45 N, 5 mm from flange",20,14000,17500,-40...+85,25,16,1.2,,0.1097,2.6,3.3,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
275,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-LN/GPX16LNKLSL44D0CPLW,GPX,Reduced noise level,44,4356/100,2,0.2,0.25,=,80,20.8,ball bearing,"45 N, 5 mm from flange",20,14000,17500,-40...+85,25,16,1.2,,0.1097,2.6,3.3,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
276,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-LN/GPX16LNKLSL62D0CPLW,GPX,Reduced noise level,62,421875/6859,3,0.28,0.35,=,75,25.7,ball bearing,"70 N, 5 mm from flange",20,16000,20000,-40...+85,27,16,1.3,,0.1061,1.3,1.6,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
277,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-LZ/GPX16LZKLSL0150CPLW,GPX,Reduced backlash,150,328509/2197,3,0.35,0.45,=,75,25.7,ball bearing,"70 N, 5 mm from flange",20,16000,20000,-40...+100,27,16,0.9,,0.1061,1.6,2,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
278,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-LZ/GPX16LZKLSL0231CPLW,GPX,Reduced backlash,231,300564/1300,3,0.35,0.45,=,75,25.7,ball bearing,"70 N, 5 mm from flange",20,16000,20000,-40...+100,27,16,0.9,,0.1061,1.6,2,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
279,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LZ/GPX16LZKLSL0243CPLW,GPX,Reduced backlash,243,31640625/130321,4,0.45,0.55,=,65,30.5,ball bearing,"70 N, 5 mm from flange",20,16000,20000,-40...+100,31,16,1,,0.1097,0.6,0.75,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
280,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LZ/GPX16LZKLSL0734CPLW,GPX,Reduced backlash,734,23566950/32110,4,0.45,0.55,=,65,30.5,ball bearing,"70 N, 5 mm from flange",20,16000,20000,-40...+100,31,16,1,,0.1097,0.6,0.75,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
281,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LZ/GPX16LZKLSL1526CPLW,GPX,Reduced backlash,1526,19837224/13000,4,0.45,0.55,=,65,30.5,ball bearing,"70 N, 5 mm from flange",20,16000,20000,-40...+100,31,16,1,,0.1097,0.6,0.75,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
282,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-LZ/GPX16LZKLSL16D0CPLW,GPX,Reduced backlash,16,5625/361,2,0.25,0.35,=,80,20.8,ball bearing,"45 N, 5 mm from flange",20,14000,17500,-40...+100,25,16,0.8,,0.1097,3.2,4,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
283,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-LZ/GPX16LZKLSL26D0CPLW,GPX,Reduced backlash,26,4950/190,2,0.25,0.35,=,80,20.8,ball bearing,"45 N, 5 mm from flange",20,14000,17500,-40...+100,25,16,0.8,,0.1097,3.2,4,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
284,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-LZ/GPX16LZKLSL35D0CPLW,GPX,Reduced backlash,35,4554/130,2,0.25,0.35,=,80,20.8,ball bearing,"45 N, 5 mm from flange",20,14000,17500,-40...+100,25,16,0.8,,0.1097,3.2,4,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
285,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-LZ/GPX16LZKLSL44D0CPLW,GPX,Reduced backlash,44,4356/100,2,0.25,0.35,=,80,20.8,ball bearing,"45 N, 5 mm from flange",20,14000,17500,-40...+100,25,16,0.8,,0.1097,3.2,4,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
286,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-LZ/GPX16LZKLSL62D0CPLW,GPX,Reduced backlash,62,421875/6859,3,0.35,0.45,=,75,25.7,ball bearing,"70 N, 5 mm from flange",20,16000,20000,-40...+100,27,16,0.9,,0.1061,1.6,2,"0.1 mm, 5 mm from flange",0 - 0.1,60,,0.0,,,,,,
287,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-M1/GPX16M1KLSL03D9CPSC,GPX,"Sterilizable, with shaft seal",3.9,75/19,1,0.045,0.055,=,85,35.3,ball bearing,"15 N, 5 mm from flange",30,50000,70000,-10...+135,37,16,1.4,,0.0506,42,52,"0.1 mm, 5 mm from flange",0 - 0.1,100,,2000.0,,,,,,
288,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-M1/GPX16M1KLSL06D6CPSC,GPX,"Sterilizable, with shaft seal",6.6,66/10,1,0.045,0.055,=,85,35.3,ball bearing,"15 N, 5 mm from flange",30,50000,70000,-10...+135,37,16,1.4,,0.017,42,52,"0.1 mm, 5 mm from flange",0 - 0.1,100,,2000.0,,,,,,
289,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-M1/GPX16M1KLSL16D0CPSC,GPX,"Sterilizable, with shaft seal",16,5625/361,2,0.11,0.14,=,80,42.7,ball bearing,"20 N, 5 mm from flange",30,50000,70000,-10...+135,45,16,1.6,,0.0434,21,25,"0.1 mm, 5 mm from flange",0 - 0.1,100,,2000.0,,,,,,
290,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-M1/GPX16M1KLSL26D0CPSC,GPX,"Sterilizable, with shaft seal",26,4950/190,2,0.11,0.14,=,80,42.7,ball bearing,"20 N, 5 mm from flange",30,50000,70000,-10...+135,45,16,1.6,,0.0396,21,25,"0.1 mm, 5 mm from flange",0 - 0.1,100,,2000.0,,,,,,
291,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-M1/GPX16M1KLSL44D0CPSC,GPX,"Sterilizable, with shaft seal",44,4356/100,2,0.11,0.14,=,80,42.7,ball bearing,"20 N, 5 mm from flange",30,50000,70000,-10...+135,45,16,1.6,,0.0142,21,25,"0.1 mm, 5 mm from flange",0 - 0.1,100,,2000.0,,,,,,
292,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-HP-STES/GPX16M2KLSL0150CPLW,GPX,M2,150,328509/2197,3,0.8,1,=,65,39.7,ball bearing,"35 N, 5 mm from flange",30,14000,17500,-10...+135,47,16,1.3,,0.1783,4,4.4,"0.1 mm, 5 mm from flange",0 - 0.1,100,,2000.0,,,,,,
293,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-HP-STES/GPX16M2KLSL0231CPLW,GPX,M2,231,300564/1300,3,0.8,1,=,65,39.7,ball bearing,"35 N, 5 mm from flange",30,14000,17500,-10...+135,47,16,1.3,,0.1783,4,4.4,"0.1 mm, 5 mm from flange",0 - 0.1,100,,2000.0,,,,,,
294,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-HP-STES/GPX16M2KLSL03D9CPLW,GPX,M2,3.9,75/19,1,0.4,0.55,=,85,27.8,ball bearing,"25 N, 5 mm from flange",30,12000,15000,-10...+135,36,16,1,,0.2613,16,20,"0.1 mm, 5 mm from flange",0 - 0.1,100,,2000.0,,,,,,
295,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-HP-STES/GPX16M2KLSL06D6CPLW,GPX,M2,6.6,66/10,1,0.4,0.55,=,85,27.8,ball bearing,"25 N, 5 mm from flange",30,12000,15000,-10...+135,36,16,1,,0.2613,16,20,"0.1 mm, 5 mm from flange",0 - 0.1,100,,2000.0,,,,,,
296,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-HP-STES/GPX16M2KLSL16D0CPLW,GPX,M2,16,5625/361,2,0.55,0.7,=,75,34.7,ball bearing,"35 N, 5 mm from flange",30,12000,15000,-10...+135,42,16,1.2,,0.2085,8,10,"0.1 mm, 5 mm from flange",0 - 0.1,100,,2000.0,,,,,,
297,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-HP-STES/GPX16M2KLSL26D0CPLW,GPX,M2,26,4950/190,2,0.55,0.7,=,75,34.7,ball bearing,"35 N, 5 mm from flange",30,12000,15000,-10...+135,42,16,1.2,,0.2085,8,10,"0.1 mm, 5 mm from flange",0 - 0.1,100,,2000.0,,,,,,
298,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-HP-STES/GPX16M2KLSL44D0CPLW,GPX,M2,44,4356/100,2,0.55,0.7,=,75,34.7,ball bearing,"35 N, 5 mm from flange",30,12000,15000,-10...+135,42,16,1.2,,0.2085,8,10,"0.1 mm, 5 mm from flange",0 - 0.1,100,,2000.0,,,,,,
299,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-HP-STES/GPX16M2KLSL62D0CPLW,GPX,M2,62,421875/6859,3,0.8,1,=,65,39.7,ball bearing,"35 N, 5 mm from flange",30,14000,17500,-10...+135,47,16,1.3,,0.1783,4,4.4,"0.1 mm, 5 mm from flange",0 - 0.1,100,,2000.0,,,,,,
300,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX19/GPX19-3-Stufig-A/GPX19AAKLSL0150CPLW,GPX,Standard version,150,328509/2197,3,0.65,0.8,=,75,27,ball bearing,"90 N, 10 mm from flange",40,14000,17500,-40...+100,43,19,1.25,,0.1609,3.2,4.1,"0.1 mm, 5 mm from flange",0 - 0.1,100,,0.0,,,,,,
