index,url,Gearhead type,Version,Reduction (:1),Absolute reduction,Number of stages,Max. continuous torque (Nm),Max. intermittent torque (Nm),"Direction of rotation, drive to output",Max. efficiency (%),Gearhead length (L1) (mm),Bearing at output,Max. radial load,Max. axial load (dynamic) (N),Max. continuous input speed (rpm),Max. intermittent input speed (rpm),Recommended temperature range (°C),Weight (g),Outer diameter (mm),Average backlash no load (°),Max. motor shaft diameter (mm),Mass inertia (gcm²),Max. transmittable power (continuous) (W),Max. transmittable power (intermittent) (W),Radial play,Axial play (mm),Max. force for press fits (N),Extended temperature range (°C),Number of autoclave cycles,Max. feed velocity (mm/s),Max. feed force continuous (N),Max. feed force intermittent (N),Mechanical positioning accuracy (mm),Spindle length (mm),Axial play of the nut (mm)
991,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363906,GP,Spindle drive with metric screw,21,299/14,2,,,=,20,57.7,ball bearing,"350 N, 15 mm from flange",2700,8000,8000,-15...+80,331,32,0.8,4,0.9,120,150,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,6.3,458,1139,0.033,200,0.008
992,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363907,GP,Spindle drive with metric screw,23,576/25,2,,,=,20,57.7,ball bearing,"350 N, 15 mm from flange",2700,8000,8000,-15...+80,331,32,0.8,4,0.9,110,140,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,5.8,472,1174,0.033,200,0.008
993,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363908,GP,Spindle drive with metric screw,28,138/5,2,,,=,20,57.7,ball bearing,"350 N, 15 mm from flange",2700,8000,8000,-15...+80,331,32,0.8,3,0.9,90,110,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,4.8,504,1253,0.033,200,0.008
994,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363909,GP,Spindle drive with metric screw,33,529/16,2,,,=,20,57.7,ball bearing,"350 N, 15 mm from flange",2700,8000,8000,-15...+80,331,32,0.8,3,0.9,76,95,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,4,533,1324,0.033,200,0.008
995,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363911,GP,Spindle drive with metric screw,66,16224/245,3,,,=,19,64.4,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,4,0.7,76,95,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,2,671,1350,0.034,200,0.008
996,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363912,GP,Spindle drive with metric screw,79,3887/49,3,,,=,19,64.4,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,3,0.7,64,80,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,1.7,712,1350,0.034,200,0.008
997,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363913,GP,Spindle drive with metric screw,86,14976/175,3,,,=,19,64.4,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,4,0.7,58,73,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,1.6,733,1350,0.034,200,0.008
998,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363914,GP,Spindle drive with metric screw,103,3588/35,3,,,=,19,64.4,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,3,0.7,49,61,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,1.3,778,1350,0.034,200,0.008
999,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363915,GP,Spindle drive with metric screw,111,13824/125,3,,,=,19,64.4,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,4,0.7,45,57,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,1.2,798,1350,0.034,200,0.008
1000,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363916,GP,Spindle drive with metric screw,123,6877/56,3,,,=,19,64.4,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,3,0.7,41,51,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,1.1,826,1350,0.034,200,0.008
1001,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363917,GP,Spindle drive with metric screw,132,3312/25,3,,,=,19,64.4,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,3,0.7,38,48,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,1,845,1350,0.034,200,0.008
1002,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363918,GP,Spindle drive with metric screw,159,1587/10,3,,,=,19,64.4,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,3,0.7,32,40,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.8,899,1350,0.034,200,0.008
1003,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363919,GP,Spindle drive with metric screw,190,12167/64,3,,,=,19,64.4,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,3,0.7,26,33,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.7,955,1350,0.034,200,0.008
1004,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363921,GP,Spindle drive with metric screw,295,1010062/343,4,,,=,16,71.1,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,3,0.7,17,21,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.5,1105,1350,0.034,200,0.008
1005,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363922,GP,Spindle drive with metric screw,318,389376/1225,4,,,=,16,71.1,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,4,0.7,16,20,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.4,1133,1350,0.034,200,0.008
1006,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363923,GP,Spindle drive with metric screw,411,359424/875,4,,,=,16,71.1,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,4,0.7,12,15,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.3,1234,1350,0.034,200,0.008
1007,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363924,GP,Spindle drive with metric screw,456,89401/196,4,,,=,16,71.1,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,3,0.7,11,14,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.3,1278,1350,0.034,200,0.008
1008,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363925,GP,Spindle drive with metric screw,492,86112/175,4,,,=,16,71.1,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,3,0.7,10,13,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.3,1311,1350,0.034,200,0.008
1009,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363926,GP,Spindle drive with metric screw,531,20631/35,4,,,=,16,71.1,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,4,0.7,9.5,12,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.3,1345,1350,0.034,200,0.008
1010,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363927,GP,Spindle drive with metric screw,589,20631/35,4,,,=,16,71.1,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,3,0.7,8.5,11,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.2,1350,1350,0.034,200,0.008
1011,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363928,GP,Spindle drive with metric screw,636,79488/125,4,,,=,16,71.1,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,3,0.7,7.9,9.9,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.2,1350,1350,0.034,200,0.008
1012,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363929,GP,Spindle drive with metric screw,706,158171/224,4,,,=,16,71.1,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,3,0.7,7.1,8.9,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.2,1350,1350,0.034,200,0.008
1013,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363930,GP,Spindle drive with metric screw,762,19044/25,4,,,=,16,71.1,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,3,0.7,6.6,8.2,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.2,1350,1350,0.034,200,0.008
1014,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363931,GP,Spindle drive with metric screw,913,279841/40,4,,,=,16,71.1,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,3,0.7,5.5,6.9,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.1,1350,1350,0.034,200,0.008
1015,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363932,GP,Spindle drive with metric screw,1093,279841/256,4,,,=,16,71.1,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,3,0.7,4.6,5.7,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.1,1350,1350,0.034,200,0.008
1016,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363936,GP,Spindle drive with trapezoidal screw,1,1/1,0,,,=,47,51,ball bearing,"200 N, 15 mm from flange",2700,5569,5569,-15...+80,304,32,0.7,6,42.3,580,730,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,186,216,528,0.035,200,0.008
1017,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363938,GP,Spindle drive with trapezoidal screw,4.8,24/5,1,,,=,38,51,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,304,32,0.7,4,2.4,170,220,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,56,323,789,0.035,200,0.008
1018,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363939,GP,Spindle drive with trapezoidal screw,5.8,23/4,1,,,=,38,51,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,304,32,0.7,3,2.4,140,180,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,46,344,840,0.035,200,0.008
1019,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363941,GP,Spindle drive with trapezoidal screw,18,624/35,2,,,=,35,57.7,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,331,32,0.8,4,0.9,140,170,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,15,502,1226,0.035,200,0.008
1020,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363942,GP,Spindle drive with trapezoidal screw,21,299/14,2,,,=,35,57.7,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,331,32,0.8,3,0.9,120,150,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,13,529,1291,0.035,200,0.008
1021,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363943,GP,Spindle drive with trapezoidal screw,23,576/25,2,,,=,35,57.7,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,331,32,0.8,4,0.9,110,140,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,12,545,1330,0.035,200,0.008
1022,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363944,GP,Spindle drive with trapezoidal screw,28,138/5,2,,,=,35,57.7,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,331,32,0.8,3,0.9,90,110,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,9.5,582,1420,0.035,200,0.008
1023,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363945,GP,Spindle drive with trapezoidal screw,33,529/16,2,,,=,35,57.7,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,331,32,0.8,3,0.9,76,95,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,8.1,614,1500,0.035,200,0.008
1024,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363947,GP,Spindle drive with trapezoidal screw,66,16224/245,3,,,=,33,64.4,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,4,1,76,95,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,4,774,1530,0.037,200,0.008
1025,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363948,GP,Spindle drive with trapezoidal screw,79,3887/49,3,,,=,33,64.4,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,3,1,64,80,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,3.4,822,1530,0.037,200,0.008
1026,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363949,GP,Spindle drive with trapezoidal screw,86,14976/175,3,,,=,33,64.4,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,4,1,58,73,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,3.1,846,1530,0.037,200,0.008
1027,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363950,GP,Spindle drive with trapezoidal screw,103,3588/35,3,,,=,33,64.4,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,3,1,49,61,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,1.3,898,1530,0.037,200,0.008
1028,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363951,GP,Spindle drive with trapezoidal screw,111,13824/125,3,,,=,33,64.4,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,4,1,45,57,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,2.4,921,1530,0.037,200,0.008
1029,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363952,GP,Spindle drive with trapezoidal screw,123,6877/56,3,,,=,33,64.4,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,3,1,41,51,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,2.2,953,1530,0.037,200,0.008
1030,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363953,GP,Spindle drive with trapezoidal screw,132,3312/25,3,,,=,33,64.4,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,3,1,38,48,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,2,975,1530,0.037,200,0.008
1031,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363954,GP,Spindle drive with trapezoidal screw,159,1587/10,3,,,=,33,64.4,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,3,1,32,40,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,1.7,1038,1530,0.037,200,0.008
1032,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363955,GP,Spindle drive with trapezoidal screw,190,12167/64,3,,,=,33,64.4,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,3,1,26,33,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.7,1101,1530,0.037,200,0.008
1033,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363957,GP,Spindle drive with trapezoidal screw,295,101062/343,4,,,=,28,71.1,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,3,1,17,21,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.9,1275,1530,0.037,200,0.008
1034,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363958,GP,Spindle drive with trapezoidal screw,318,389376/1225,4,,,=,28,71.1,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,4,1,16,20,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.8,1308,1530,0.037,200,0.008
1035,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363959,GP,Spindle drive with trapezoidal screw,411,359424/875,4,,,=,28,71.1,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,4,1,12,15,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.6,1424,1530,0.037,200,0.008
1036,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363960,GP,Spindle drive with trapezoidal screw,456,89401/196,4,,,=,28,71.1,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,3,1,11,14,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.3,1475,1530,0.037,200,0.008
1037,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363961,GP,Spindle drive with trapezoidal screw,492,86112/175,4,,,=,28,71.1,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,3,1,10,13,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.5,1512,1530,0.037,200,0.008
1038,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363962,GP,Spindle drive with trapezoidal screw,531,331776/625,4,,,=,28,71.1,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,4,1,9.5,12,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.5,1530,1530,0.037,200,0.008
1039,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363963,GP,Spindle drive with trapezoidal screw,589,20631/35,4,,,=,28,71.1,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,3,1,8.5,11,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.5,1530,1530,0.037,200,0.008
1040,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363964,GP,Spindle drive with trapezoidal screw,636,158171/125,4,,,=,28,71.1,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,3,1,7.9,9.9,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.4,1530,1530,0.037,200,0.008
1041,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363965,GP,Spindle drive with trapezoidal screw,706,15817/224,4,,,=,28,71.1,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,3,1,7.1,8.9,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.2,1530,1530,0.037,200,0.008
1042,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363966,GP,Spindle drive with trapezoidal screw,762,19044/25,4,,,=,28,71.1,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,3,1,6.6,8.2,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.3,1530,1530,0.037,200,0.008
1043,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363967,GP,Spindle drive with trapezoidal screw,913,36501/40,4,,,=,28,71.1,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,3,1,5.5,6.9,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.3,1530,1530,0.037,200,0.008
1044,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363968,GP,Spindle drive with trapezoidal screw,1093,279841/256,4,,,=,28,71.1,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,3,1,4.6,5.7,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.2,1530,1530,0.037,200,0.008
1045,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363970,GP,Spindle drive with ball screw,1,1/1,0,,,=,94,51,ball bearing,"200 N, 15 mm from flange",2700,4000,4000,-15...+80,304,32,0.7,6,42.3,420,520,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,133,386,1023,0.037,200,0.01
1046,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363972,GP,Spindle drive with ball screw,4.8,24/5,1,,,=,75,51,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,304,32,0.7,4,4.2,170,220,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,56,517,1369,0.037,200,0.01
1047,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363973,GP,Spindle drive with ball screw,5.8,23/4,1,,,=,75,51,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,304,32,0.7,6,4.2,140,180,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,46,474,1255,0.037,200,0.01
1048,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363975,GP,Spindle drive with ball screw,18,624/35,2,,,=,71,57.7,ball bearing,"350 N, 15 mm from flange",2700,8000,8000,-15...+80,331,32,0.8,4,0.9,140,170,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,15,803,2127,0.037,200,0.01
1049,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363976,GP,Spindle drive with ball screw,21,299/14,2,,,=,71,57.7,ball bearing,"350 N, 15 mm from flange",2700,8000,8000,-15...+80,331,32,0.8,3,0.9,120,150,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,13,846,2239,0.037,200,0.01
1050,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363977,GP,Spindle drive with ball screw,23,576/25,2,,,=,71,57.7,,"350 N, 15 mm from flange",2700,8000,8000,-15...+80,331,32,0.8,4,0.9,110,140,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,12,872,2308,0.037,200,0.01
1051,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363978,GP,Spindle drive with ball screw,28,138/5,2,,,=,71,57.7,ball bearing,"350 N, 15 mm from flange",2700,8000,8000,-15...+80,331,32,0.8,3,0.9,90,110,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,9.5,931,2465,0.037,200,0.01
1052,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363979,GP,Spindle drive with ball screw,33,529/16,2,,,=,71,57.7,ball bearing,"350 N, 15 mm from flange",2700,8000,8000,-15...+80,331,32,0.8,3,0.9,76,95,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,8.1,983,2604,0.037,200,0.01
1053,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363981,GP,Spindle drive with ball screw,66,16224/245,3,,,=,66,64.4,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,4,0.7,76,95,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,4,1239,2655,0.039,200,0.01
1054,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363982,GP,Spindle drive with ball screw,79,3887/49,3,,,=,66,64.4,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,3,0.7,64,80,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,3.4,1315,2655,0.039,200,0.01
1055,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363983,GP,Spindle drive with ball screw,86,14976/175,3,,,=,66,64.4,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,4,0.7,58,73,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,3.1,1353,2655,0.039,200,0.01
1056,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363984,GP,Spindle drive with ball screw,103,3588/35,3,,,=,66,64.4,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,3,0.7,49,61,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,2.6,1437,2655,0.039,200,0.01
1057,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363985,GP,Spindle drive with ball screw,111,13824/125,3,,,=,66,64.4,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,4,0.7,45,57,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,2.4,1473,2655,0.039,200,0.01
1058,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363986,GP,Spindle drive with ball screw,123,6877/56,3,,,=,66,64.4,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,3,0.7,41,51,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,2.2,1524,2655,0.039,200,0.01
1059,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363987,GP,Spindle drive with ball screw,132,3312/25,3,,,=,66,64.4,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,3,0.7,38,48,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,2,1561,2655,0.039,200,0.01
1060,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363988,GP,Spindle drive with ball screw,159,1587/10,3,,,=,66,64.4,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,3,0.7,32,40,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,1.7,1661,2655,0.039,200,0.01
1061,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363989,GP,Spindle drive with ball screw,190,12167/64,3,,,=,66,64.4,ball bearing,"200 N, 15 mm from flange",2700,8000,8000,-15...+80,359,32,1,3,0.7,26,33,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,1.4,1762,2655,0.039,200,0.01
1062,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363991,GP,Spindle drive with ball screw,295,101062/343,4,,,=,56,71.1,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,3,0.7,17,21,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.9,2041,2655,0.039,200,0.01
1063,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363992,GP,Spindle drive with ball screw,318,389376/1225,4,,,=,56,71.1,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,4,0.7,16,20,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.8,2092,2655,0.039,200,0.01
1064,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363993,GP,Spindle drive with ball screw,411,359424/875,4,,,=,56,71.1,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,4,0.7,12,15,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.6,2279,2655,0.039,200,0.01
1065,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363994,GP,Spindle drive with ball screw,456,89401/196,4,,,=,56,71.1,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,3,0.7,11,14,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.6,2359,2655,0.039,200,0.01
1066,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363995,GP,Spindle drive with ball screw,492,86112/175,4,,,=,56,71.1,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,3,0.7,10,13,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.5,2420,2655,0.039,200,0.01
1067,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363996,GP,Spindle drive with ball screw,531,331776/625,4,,,=,56,71.1,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,4,0.7,9.5,12,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.5,2482,2655,0.039,200,0.01
1068,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363997,GP,Spindle drive with ball screw,589,20631/35,4,,,=,56,71.1,ball bearing,"400 N, 15 mm from flange",2700,8000,8000,-15...+80,387,32,1,3,0.7,8.5,11,"0.05 mm, 5 mm from flange",,2700,80...+80,0.0,0.5,2569,2655,0.039,200,0.01
