index,url,Nominal voltage,No load speed,No load current,Nominal speed,Nominal torque (max. continuous torque),Nominal current (max. continuous current),Stall torque,Stall current,Max. efficiency,Terminal resistance,Terminal inductance,Torque constant,Speed constant,Speed / torque gradient,Mechanical time constant,Rotor inertia,Thermal resistance housing-ambient,Thermal resistance winding-housing,Thermal time constant winding,Thermal time constant motor,Ambient temperature,Max. winding temperature,Max. speed,Axial play,,Radial play,Max. axial load (dynamic),Max. force for press fits (static),"(static, shaft supported)",Max. radial load,Number of pole pairs,Number of phases,Number of autoclave cycles,Weight,Bearing type,Number of commutator segments,Protection
196,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX35/DCX35L01GBKL595,48 V,6670 rpm,58.6 mA,6140 rpm,138 mNm,2.08 A,1860 mNm,27.3 A,90 %,1.76 Ω,0.658 mH,68.3 mNm/A,140 rpm/V,3.61 rpm/mNm,3.76 ms,99.5 gcm²,6.98 K/W,2.1 K/W,44.3 s,1030 s,-40...+100 °C,+155 °C,12300 rpm,"0 mm, at radial load < 7 N ","0.1 mm, at radial load > 7 N ",0.02 mm,7 N,22.6 N,2510 N,"65.3 N, 5 mm from flange ",1 ,N/A,0 ,385 g,Waelzlager ,11 ,N/A
197,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-22/ECXA22LZF50E6ILACO1Y546A,18 V,12000 rpm,92.9 mA,9060 rpm,28.8 mNm,2.05 A,127 mNm,12.6 A,83 %,1.43 Ω,0.251 mH,14.1 mNm/A,676 rpm/V,68.3 rpm/mNm,4.88 ms,6.82 gcm²,4.44 K/W,6.76 K/W,7.06 s,10.6 s,-40...+100 °C,+155 °C,15000 rpm,"0 mm, at radial load < 1.5 N ","0.14 mm, at radial load > 1.5 N ",0 mm,1.8 N,26 N,200 N,"3.5 N, 5 mm from flange ",6 ,3 ,0 ,32 g,N/A,N/A,N/A
198,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-22/ECXA22LZF50E6ILACO1Y620A,36 V,11400 rpm,42.3 mA,8500 rpm,28.3 mNm,0.951 A,123 mNm,5.58 A,83 %,6.45 Ω,1.12 mH,29.9 mNm/A,320 rpm/V,68.9 rpm/mNm,4.92 ms,6.82 gcm²,4.63 K/W,6.84 K/W,7.06 s,11.1 s,-40...+100 °C,+155 °C,15000 rpm,"0 mm, at radial load < 1.5 N ","0.14 mm, at radial load > 1.5 N ",0 mm,1.8 N,26 N,200 N,"3.5 N, 5 mm from flange ",6 ,3 ,0 ,32 g,N/A,N/A,N/A
199,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-22/ECXA22SZF10R6IL1Y593A,9 V,10100 rpm,60.5 mA,5230 rpm,7.88 mNm,0.97 A,22.4 mNm,2.8 A,67 %,3.21 Ω,0.6 mH,8.23 mNm/A,1160 rpm/V,454 rpm/mNm,31.8 ms,6.7 gcm²,7.77 K/W,9.59 K/W,6.47 s,18.6 s,-40...+100 °C,+125 °C,15000 rpm,"0 mm, at radial load < 1.5 N ","0.14 mm, at radial load > 1.5 N ",0 mm,1.8 N,26 N,200 N,"3.5 N, 5 mm from flange ",6 ,3 ,0 ,28 g,N/A,N/A,N/A
200,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-22/ECXA22SZF10R6IL1Y658A,18 V,10600 rpm,32.7 mA,5640 rpm,7.92 mNm,0.511 A,23.3 mNm,1.55 A,67 %,11.6 Ω,2.18 mH,15.7 mNm/A,610 rpm/V,453 rpm/mNm,31.8 ms,6.7 gcm²,7.51 K/W,9.57 K/W,6.49 s,18 s,-40...+100 °C,+125 °C,15000 rpm,"0 mm, at radial load < 1.5 N ","0.14 mm, at radial load > 1.5 N ",0 mm,1.8 N,26 N,200 N,"3.5 N, 5 mm from flange ",6 ,3 ,0 ,28 g,N/A,N/A,N/A
201,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-22/ECXA22SZF50E6ILACO1Y546A,12 V,13300 rpm,122 mA,10300 rpm,14.9 mNm,1.74 A,64.1 mNm,11.1 A,81 %,1.08 Ω,0.158 mH,8.47 mNm/A,1130 rpm/V,143 rpm/mNm,7.26 ms,4.84 gcm²,9.39 K/W,12.9 K/W,10.3 s,22.4 s,-40...+100 °C,+155 °C,15000 rpm,"0 mm, at radial load < 1.5 N ","0.14 mm, at radial load > 1.5 N ",0 mm,1.8 N,26 N,200 N,"3.5 N, 5 mm from flange ",6 ,3 ,0 ,26 g,N/A,N/A,N/A
202,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-22/ECXA22SZF50E6ILACO1Y596A,18 V,12100 rpm,69.4 mA,9200 rpm,15.5 mNm,1.08 A,63.2 mNm,6.51 A,81 %,2.77 Ω,0.431 mH,14 mNm/A,682 rpm/V,135 rpm/mNm,6.82 ms,4.84 gcm²,9.81 K/W,12.4 K/W,10.6 s,23.5 s,-40...+100 °C,+155 °C,15000 rpm,"0 mm, at radial load < 1.5 N ","0.14 mm, at radial load > 1.5 N ",0 mm,1.8 N,26 N,200 N,"3.5 N, 5 mm from flange ",6 ,3 ,0 ,26 g,N/A,N/A,N/A
203,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-22/ECXA22SZF50E6ILACO1Y620A,24 V,12600 rpm,55.7 mA,9640 rpm,14.9 mNm,0.817 A,62.7 mNm,5 A,81 %,4.8 Ω,0.706 mH,17.9 mNm/A,533 rpm/V,143 rpm/mNm,7.24 ms,4.84 gcm²,9.64 K/W,12.6 K/W,9.95 s,23 s,-40...+100 °C,+155 °C,15000 rpm,"0 mm, at radial load < 1.5 N ","0.14 mm, at radial load > 1.5 N ",0 mm,1.8 N,26 N,200 N,"3.5 N, 5 mm from flange ",6 ,3 ,0 ,26 g,N/A,N/A,N/A
204,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32LZF50E6ILACO1Y330A,24 V,10600 rpm,194 mA,8320 rpm,84.6 mNm,3.84 A,438 mNm,51.6 A,89 %,0.465 Ω,0.339 mH,21.3 mNm/A,448 rpm/V,9.79 rpm/mNm,3.15 ms,30.7 gcm²,4.26 K/W,3.09 K/W,12.2 s,152 s,-40...+100 °C,+155 °C,14000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,45 N,1000 N,"12 N, 5 mm from flange ",6 ,3 ,0 ,71 g,N/A,N/A,N/A
205,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32LZF50E6ILACO1Y353A,36 V,12800 rpm,176 mA,10200 rpm,84.2 mNm,3.07 A,473 mNm,51.1 A,89 %,0.705 Ω,0.53 mH,26.6 mNm/A,359 rpm/V,9.5 rpm/mNm,3.05 ms,30.7 gcm²,3.86 K/W,2.99 K/W,11.9 s,137 s,-40...+100 °C,+155 °C,14000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,45 N,1000 N,"12 N, 5 mm from flange ",6 ,3 ,0 ,71 g,N/A,N/A,N/A
206,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32LZF50E6ILACO1Y376A,48 V,13800 rpm,150 mA,11100 rpm,83.2 mNm,2.47 A,488 mNm,44.9 A,89 %,1.07 Ω,0.805 mH,32.8 mNm/A,291 rpm/V,9.47 rpm/mNm,3.04 ms,30.7 gcm²,3.69 K/W,2.95 K/W,11.3 s,131 s,-40...+100 °C,+155 °C,14000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,45 N,1000 N,"12 N, 5 mm from flange ",6 ,3 ,0 ,71 g,N/A,N/A,N/A
207,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32LZF50E6ILACO1Y509A,18 V,10600 rpm,258 mA,8290 rpm,78.1 mNm,4.79 A,407 mNm,55.7 A,87 %,0.323 Ω,0.191 mH,16 mNm/A,598 rpm/V,12.1 rpm/mNm,3.89 ms,30.7 gcm²,4.26 K/W,3.09 K/W,10.2 s,152 s,-40...+100 °C,+155 °C,14000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,45 N,1000 N,"12 N, 5 mm from flange ",6 ,3 ,0 ,71 g,N/A,N/A,N/A
208,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32SZF10R6IL1Y330A,12 V,11000 rpm,181 mA,7170 rpm,34.1 mNm,3.08 A,104 mNm,24.4 A,75 %,0.491 Ω,0.345 mH,10.2 mNm/A,937 rpm/V,45.2 rpm/mNm,15.4 ms,32.6 gcm²,4.28 K/W,4.74 K/W,13.1 s,135 s,-40...+100 °C,+125 °C,14000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,45 N,1000 N,"12 N, 5 mm from flange ",6 ,3 ,0 ,66 g,N/A,N/A,N/A
209,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32SZF10R6IL1Y376A,24 V,12200 rpm,108 mA,8210 rpm,33.9 mNm,1.7 A,110 mNm,15.9 A,85 %,1.51 Ω,1.12 mH,18.3 mNm/A,521 rpm/V,42.8 rpm/mNm,14.6 ms,32.6 gcm²,4.03 K/W,4.74 K/W,13.1 s,127 s,-40...+100 °C,+125 °C,14000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,45 N,1000 N,"12 N, 5 mm from flange ",6 ,3 ,0 ,66 g,N/A,N/A,N/A
210,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32SZF10R6IL1Y444A,48 V,13700 rpm,65.6 mA,9420 rpm,34 mNm,0.957 A,117 mNm,10.3 A,85 %,4.66 Ω,3.53 mH,32.6 mNm/A,293 rpm/V,41.8 rpm/mNm,14.3 ms,32.6 gcm²,3.77 K/W,4.74 K/W,13.2 s,119 s,-40...+100 °C,+125 °C,14000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,45 N,1000 N,"12 N, 5 mm from flange ",6 ,3 ,0 ,66 g,N/A,N/A,N/A
211,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32SZF50E6ILACO1Y353A,24 V,12600 rpm,171 mA,9400 rpm,80 mNm,3.91 A,275 mNm,39.8 A,88 %,0.603 Ω,0.303 mH,18 mNm/A,529 rpm/V,17.7 rpm/mNm,4.52 ms,24.4 gcm²,4.31 K/W,2.56 K/W,8.52 s,128 s,-40...+100 °C,+155 °C,14000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,45 N,1000 N,"12 N, 5 mm from flange ",6 ,3 ,0 ,59 g,N/A,N/A,N/A
212,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32SZF50E6ILACO1Y409A,48 V,13500 rpm,96.2 mA,10300 rpm,81 mNm,2.14 A,250 mNm,24.6 A,89 %,1.95 Ω,1.05 mH,33.7 mNm/A,284 rpm/V,16.4 rpm/mNm,4.2 ms,24.4 gcm²,4.05 K/W,2.49 K/W,8.58 s,120 s,-40...+100 °C,+155 °C,14000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,45 N,1000 N,"12 N, 5 mm from flange ",6 ,3 ,0 ,59 g,N/A,N/A,N/A
213,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-42/ECXA42MZF50E8ILACO1Y519A,24 V,8050 rpm,363 mA,6470 rpm,213 mNm,7.31 A,1110 mNm,103 A,84 %,0.233 Ω,0.153 mH,28.2 mNm/A,339 rpm/V,2.81 rpm/mNm,2.54 ms,86.2 gcm²,1.66 K/W,3.04 K/W,20.2 s,92.3 s,-40...+100 °C,+155 °C,10000 rpm,"0 mm, at radial load < 6 N ","0.14 mm, at radial load > 6 N ",0 mm,6 N,86 N,1300 N,"40 N, 5 mm from flange ",8 ,3 ,0 ,127 g,N/A,N/A,N/A
214,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-42/ECXA42MZF50E8ILACO1Y595A,48 V,7560 rpm,163 mA,6070 rpm,220 mNm,3.52 A,1140 mNm,51.4 A,84 %,0.933 Ω,0.698 mH,60.1 mNm/A,159 rpm/V,2.47 rpm/mNm,2.23 ms,86.2 gcm²,1.74 K/W,3.09 K/W,21.5 s,96.8 s,-40...+100 °C,+155 °C,10000 rpm,"0 mm, at radial load < 6 N ","0.14 mm, at radial load > 6 N ",0 mm,6 N,86 N,1300 N,"40 N, 5 mm from flange ",8 ,3 ,0 ,127 g,N/A,N/A,N/A
215,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-42/ECXA42SZF10L8IL1Y601A,24 V,8700 rpm,174 mA,6290 rpm,59.8 mNm,2.17 A,217 mNm,23.7 A,78 %,1.01 Ω,0.802 mH,25.7 mNm/A,372 rpm/V,14.7 rpm/mNm,13.5 ms,87.5 gcm²,2.83 K/W,5.82 K/W,19.9 s,157 s,-40...+100 °C,+125 °C,10000 rpm,"0 mm, at radial load < 6 N ","0.14 mm, at radial load > 6 N ",0 mm,6 N,86 N,1300 N,"35 N, 5 mm from flange ",8 ,3 ,0 ,112 g,N/A,N/A,N/A
216,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-42/ECXA42SZF10L8IL1Y667A,48 V,8970 rpm,91.4 mA,6540 rpm,63.5 mNm,1.18 A,236 mNm,14.7 A,79 %,3.26 Ω,3.02 mH,49.8 mNm/A,192 rpm/V,12.6 rpm/mNm,11.5 ms,87.5 gcm²,2.75 K/W,5.85 K/W,21.8 s,153 s,-40...+100 °C,+125 °C,10000 rpm,"0 mm, at radial load < 6 N ","0.14 mm, at radial load > 6 N ",0 mm,6 N,86 N,1300 N,"35 N, 5 mm from flange ",8 ,3 ,0 ,112 g,N/A,N/A,N/A
217,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-42/ECXA42SZF50E8ILACO1Y558A,24 V,9150 rpm,307 mA,7320 rpm,130 mNm,5.3 A,617 mNm,67.6 A,79 %,0.355 Ω,0.185 mH,24.7 mNm/A,386 rpm/V,5.55 rpm/mNm,3.79 ms,65.3 gcm²,2.12 K/W,3.53 K/W,15.2 s,118 s,-40...+100 °C,+155 °C,10000 rpm,"0 mm, at radial load < 6 N ","0.14 mm, at radial load > 6 N ",0 mm,6 N,86 N,1300 N,"35 N, 5 mm from flange ",8 ,3 ,0 ,106 g,N/A,N/A,N/A
218,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-42/ECXA42SZF50E8ILACO1Y631A,48 V,8760 rpm,143 mA,7020 rpm,133 mNm,2.57 A,632 mNm,34.2 A,80 %,1.41 Ω,0.807 mH,51.7 mNm/A,185 rpm/V,5.02 rpm/mNm,3.43 ms,65.3 gcm²,2.19 K/W,3.55 K/W,16.5 s,121 s,-40...+100 °C,+155 °C,10000 rpm,"0 mm, at radial load < 6 N ","0.14 mm, at radial load > 6 N ",0 mm,6 N,86 N,1300 N,"35 N, 5 mm from flange ",8 ,3 ,0 ,106 g,N/A,N/A,N/A
219,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22L4ZF46C4IL1Y419A,12 V,9380 rpm,224 mA,7930 rpm,45.7 mNm,3.7 A,441 mNm,43.6 A,86 %,0.275 Ω,0.148 mH,12.1 mNm/A,789 rpm/V,17.9 rpm/mNm,0.575 ms,3.06 gcm²,13.4 K/W,3.8 K/W,19.1 s,757 s,-40...+100 °C,+155 °C,11000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1890 N,"29 N, 5 mm from flange ",4 ,3 ,0 ,113 g,Kugellager ,N/A,N/A
220,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22L4ZF46C4IL1Y479A,24 V,10300 rpm,129 mA,8850 rpm,48.1 mNm,2.13 A,509 mNm,31.1 A,87 %,0.771 Ω,0.49 mH,22 mNm/A,434 rpm/V,15.2 rpm/mNm,0.487 ms,3.06 gcm²,13.4 K/W,3.8 K/W,22.5 s,757 s,-40...+100 °C,+155 °C,11000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1890 N,"29 N, 5 mm from flange ",4 ,3 ,0 ,113 g,Kugellager ,N/A,N/A
221,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22L4ZF46C4IL1Y543A,48 V,10900 rpm,69.9 mA,9380 rpm,48.8 mNm,1.14 A,539 mNm,18.3 A,88 %,2.62 Ω,1.77 mH,41.8 mNm/A,228 rpm/V,14.3 rpm/mNm,0.459 ms,3.06 gcm²,13.4 K/W,3.8 K/W,24 s,757 s,-40...+100 °C,+155 °C,11000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1890 N,"29 N, 5 mm from flange ",4 ,3 ,0 ,113 g,Kugellager ,N/A,N/A
222,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22M4ZF46C4IL1Y450A,12 V,12700 rpm,220 mA,10700 rpm,29.1 mNm,3.18 A,222 mNm,40.1 A,86 %,0.299 Ω,0.154 mH,8.88 mNm/A,1080 rpm/V,36.2 rpm/mNm,0.652 ms,1.72 gcm²,15.7 K/W,4.48 K/W,13 s,644 s,-40...+100 °C,+155 °C,16000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1890 N,"22 N, 5 mm from flange ",4 ,3 ,0 ,82 g,Kugellager ,N/A,N/A
223,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22M4ZF46C4IL1Y501A,24 V,15300 rpm,145 mA,13100 rpm,28.5 mNm,1.88 A,253 mNm,31.5 A,87 %,0.763 Ω,0.428 mH,14.8 mNm/A,645 rpm/V,33.3 rpm/mNm,0.599 ms,1.72 gcm²,15.7 K/W,4.48 K/W,15.4 s,644 s,-40...+100 °C,+155 °C,16000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1890 N,"22 N, 5 mm from flange ",4 ,3 ,0 ,82 g,Kugellager ,N/A,N/A
224,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22M4ZF46C4IL1Y587A,48 V,13000 rpm,56.5 mA,10900 rpm,32.8 mNm,0.896 A,255 mNm,13.6 A,87 %,3.54 Ω,2.38 mH,34.9 mNm/A,273 rpm/V,27.7 rpm/mNm,0.499 ms,1.72 gcm²,15.7 K/W,4.48 K/W,18 s,644 s,-40...+100 °C,+155 °C,16000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1890 N,"22 N, 5 mm from flange ",4 ,3 ,0 ,82 g,Kugellager ,N/A,N/A
225,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22U4ZF46C4IL1Y399A,12 V,6690 rpm,224 mA,5620 rpm,68.7 mNm,4.01 A,534 mNm,39.4 A,85 %,0.305 Ω,0.162 mH,17 mNm/A,563 rpm/V,10.1 rpm/mNm,0.527 ms,4.97 gcm²,10.9 K/W,2.46 K/W,20.2 s,883 s,-40...+100 °C,+155 °C,8000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1200 N,"33 N, 5 mm from flange ",4 ,3 ,0 ,162 g,Kugellager ,N/A,N/A
226,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22U4ZF46C4IL1Y479A,24 V,6030 rpm,96.8 mA,5010 rpm,77.9 mNm,2.01 A,571 mNm,19.7 A,86 %,1.22 Ω,0.798 mH,37.7 mNm/A,253 rpm/V,8.17 rpm/mNm,0.425 ms,4.97 gcm²,10.9 K/W,2.46 K/W,23.1 s,883 s,-40...+100 °C,+155 °C,8000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1200 N,"33 N, 5 mm from flange ",4 ,3 ,0 ,162 g,Kugellager ,N/A,N/A
227,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22U4ZF46C4IL1Y543A,48 V,6350 rpm,52 mA,5320 rpm,79.1 mNm,1.07 A,603 mNm,11.4 A,87 %,4.21 Ω,2.88 mH,71.6 mNm/A,133 rpm/V,7.84 rpm/mNm,0.408 ms,4.97 gcm²,10.9 K/W,2.46 K/W,24.5 s,883 s,-40...+100 °C,+155 °C,8000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1200 N,"33 N, 5 mm from flange ",4 ,3 ,0 ,162 g,Kugellager ,N/A,N/A
228,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX04-SPEED/ECXZ04L1KF50N1IL1D456A,3 V,40800 rpm,55.6 mA,23200 rpm,0.34 mNm,0.549 A,0.83 mNm,1.24 A,63 %,2.42 Ω,0.0458 mH,0.67 mNm/A,14300 rpm/V,51500 rpm/mNm,0.889 ms,0.00165 gcm²,84 K/W,16.7 K/W,1.51 s,76.4 s,-20...+80 °C,+125 °C,50000 rpm,"0.04 mm, at radial load < 0 N ","0.06 mm, at radial load > 0 N ",0.012 mm,0.1 N,5 N,10 N,"0.2 N, 2 mm from flange ",1 ,3 ,0 ,2 g,ball bearings ,N/A,N/A
229,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX04-SPEED/ECXZ04L1KF50N1IL1D554A,6 V,30500 rpm,18.9 mA,13500 rpm,0.344 mNm,0.207 A,0.651 mNm,0.366 A,61 %,16.4 Ω,0.323 mH,1.78 mNm/A,5360 rpm/V,49400 rpm/mNm,0.853 ms,0.00165 gcm²,84 K/W,16.7 K/W,1.53 s,76.4 s,-20...+80 °C,+125 °C,50000 rpm,"0.04 mm, at radial load < 0 N ","0.06 mm, at radial load > 0 N ",0.012 mm,0.1 N,5 N,10 N,"0.2 N, 2 mm from flange ",1 ,3 ,0 ,2 g,ball bearings ,N/A,N/A
230,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX04-SPEED/ECXZ04M1KF50N1IL1D524A,3 V,35300 rpm,28.8 mA,12100 rpm,0.229 mNm,0.322 A,0.367 mNm,0.481 A,58 %,6.23 Ω,0.0749 mH,0.763 mNm/A,12500 rpm/V,102000 rpm/mNm,1.19 ms,0.00111 gcm²,96.7 K/W,15.2 K/W,0.923 s,58.5 s,-20...+80 °C,+125 °C,50000 rpm,"0.04 mm, at radial load < 0 N ","0.06 mm, at radial load > 0 N ",0.012 mm,0.1 N,5 N,10 N,"0.2 N, 2 mm from flange ",1 ,3 ,0 ,1 g,ball bearings ,N/A,N/A
231,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX04-SPEED/ECXZ04M1KF50N1IL1D591A,6 V,35400 rpm,14.4 mA,13400 rpm,0.239 mNm,0.167 A,0.403 mNm,0.264 A,60 %,22.8 Ω,0.285 mH,1.53 mNm/A,6240 rpm/V,92900 rpm/mNm,1.08 ms,0.00111 gcm²,96.7 K/W,15.2 K/W,0.956 s,58.5 s,-20...+80 °C,+125 °C,50000 rpm,"0.04 mm, at radial load < 0 N ","0.06 mm, at radial load > 0 N ",0.012 mm,0.1 N,5 N,10 N,"0.2 N, 2 mm from flange ",1 ,3 ,0 ,1 g,ball bearings ,N/A,N/A
232,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX06-PRIME/ECXZ06M1KC50E2IL1Y474A,6 V,36300 rpm,83.8 mA,29500 rpm,0.58 mNm,0.458 A,3.21 mNm,2.12 A,65 %,2.83 Ω,0.0187 mH,1.52 mNm/A,6300 rpm/V,11800 rpm/mNm,1.47 ms,0.0119 gcm²,93.9 K/W,2.98 K/W,0.358 s,138 s,-20...+100 °C,+125 °C,50000 rpm,"0 mm, at radial load < 0.45 N ","0.07 mm, at radial load > 0.45 N ",N/A,0.2 N,10 N,110 N,"2 N, 2 mm from flange ",2 ,3 ,0 ,3 g,Waelzlager ,N/A,N/A
233,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX06-PRIME/ECXZ06M1KC50E2IL1Y543A,12 V,36300 rpm,41.9 mA,29500 rpm,0.58 mNm,0.229 A,3.21 mNm,1.06 A,65 %,11.3 Ω,0.0746 mH,3.03 mNm/A,3150 rpm/V,11800 rpm/mNm,1.47 ms,0.0119 gcm²,93.9 K/W,2.98 K/W,0.358 s,138 s,-20...+100 °C,+125 °C,50000 rpm,"0 mm, at radial load < 0.45 N ","0.07 mm, at radial load > 0.45 N ",N/A,0.2 N,10 N,110 N,"2 N, 2 mm from flange ",2 ,3 ,0 ,3 g,Waelzlager ,N/A,N/A
234,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1KF44N1IL1D436A,3 V,74400 rpm,149 mA,52300 rpm,0.413 mNm,1.24 A,1.45 mNm,3.92 A,66 %,0.766 Ω,0.00529 mH,0.37 mNm/A,25800 rpm/V,53400 rpm/mNm,3.93 ms,0.00703 gcm²,65.8 K/W,13.2 K/W,1.34 s,70.4 s,-20...+100 °C,+125 °C,100000 rpm,"0 mm, at radial load < 0.15 N ","0.07 mm, at radial load > 0.15 N ",0.01 mm,0.1 N,10 N,110 N,"2 N, 2 mm from flange ",1 ,3 ,0 ,3 g,ball bearings ,N/A,N/A
235,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1KF44N1IL1D523A,6 V,62700 rpm,58.8 mA,44900 rpm,0.412 mNm,0.517 A,1.52 mNm,1.72 A,67 %,3.49 Ω,0.0301 mH,0.882 mNm/A,10800 rpm/V,42800 rpm/mNm,3.15 ms,0.00703 gcm²,65.8 K/W,13.2 K/W,1.31 s,70.4 s,-20...+100 °C,+125 °C,100000 rpm,"0 mm, at radial load < 0.15 N ","0.07 mm, at radial load > 0.15 N ",0.01 mm,0.1 N,10 N,110 N,"2 N, 2 mm from flange ",1 ,3 ,0 ,3 g,ball bearings ,N/A,N/A
236,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1KF44N1IL1D591A,12 V,63400 rpm,29.8 mA,46800 rpm,0.425 mNm,0.268 A,1.7 mNm,0.97 A,69 %,12.4 Ω,0.118 mH,1.75 mNm/A,5460 rpm/V,38500 rpm/mNm,2.84 ms,0.00703 gcm²,65.8 K/W,13.2 K/W,1.4 s,70.4 s,-20...+100 °C,+125 °C,100000 rpm,"0 mm, at radial load < 0.15 N ","0.07 mm, at radial load > 0.15 N ",0.01 mm,0.1 N,10 N,110 N,"2 N, 2 mm from flange ",1 ,3 ,0 ,3 g,ball bearings ,N/A,N/A
