index,url,Nominal voltage,No load speed,No load current,Nominal speed,Nominal torque (max. continuous torque),Nominal current (max. continuous current),Stall torque,Stall current,Max. efficiency,Terminal resistance,Terminal inductance,Torque constant,Speed constant,Speed / torque gradient,Mechanical time constant,Rotor inertia,Thermal resistance housing-ambient,Thermal resistance winding-housing,Thermal time constant winding,Thermal time constant motor,Ambient temperature,Max. winding temperature,Max. speed,Axial play,,Radial play,Max. axial load (dynamic),Max. force for press fits (static),"(static, shaft supported)",Max. radial load,Number of pole pairs,Number of phases,Number of autoclave cycles,Weight,Bearing type,Number of commutator segments,Protection
0,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-22/ECXA22LZF50E6ILACV1Y546A,18 V,11700 rpm,107 mA,8530 rpm,33.1 mNm,2.28 A,131 mNm,12.6 A,79 %,1.43 Ω,0.251 mH,14.5 mNm/A,658 rpm/V,64.8 rpm/mNm,4.63 ms,6.82 gcm²,3.25 K/W,5.71 K/W,5.96 s,7.77 s,-40...+100 °C,+155 °C,15000 rpm,"0 mm, at radial load < 1.5 N ","0.14 mm, at radial load > 1.5 N ",0 mm,1.8 N,26 N,200 N,"3.5 N, 5 mm from flange ",6 ,3 ,0 ,32 g,N/A,N/A,N/A
1,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-22/ECXA22LZF50E6ILACV1Y620A,36 V,11100 rpm,48.5 mA,8010 rpm,32.3 mNm,1.05 A,126 mNm,5.58 A,78 %,6.45 Ω,1.12 mH,30.7 mNm/A,311 rpm/V,65.4 rpm/mNm,4.67 ms,6.82 gcm²,3.42 K/W,5.83 K/W,6.02 s,8.18 s,-40...+100 °C,+155 °C,15000 rpm,"0 mm, at radial load < 1.5 N ","0.14 mm, at radial load > 1.5 N ",0 mm,1.8 N,26 N,200 N,"3.5 N, 5 mm from flange ",6 ,3 ,0 ,32 g,N/A,N/A,N/A
2,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-22/ECXA22SZF50E6ILACV1Y546A,12 V,13300 rpm,122 mA,10300 rpm,14.9 mNm,1.74 A,64.1 mNm,11.1 A,81 %,1.08 Ω,0.158 mH,8.47 mNm/A,1130 rpm/V,143 rpm/mNm,7.26 ms,4.84 gcm²,9.39 K/W,12.9 K/W,10.3 s,22.4 s,-40...+100 °C,+155 °C,15000 rpm,"0 mm, at radial load < 1.5 N ","0.14 mm, at radial load > 1.5 N ",0 mm,1.8 N,26 N,200 N,"3.5 N, 5 mm from flange ",6 ,3 ,0 ,26 g,N/A,N/A,N/A
3,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-22/ECXA22SZF50E6ILACV1Y596A,18 V,12100 rpm,69.4 mA,9200 rpm,15.5 mNm,1.08 A,63.2 mNm,6.51 A,81 %,2.77 Ω,0.431 mH,14 mNm/A,682 rpm/V,135 rpm/mNm,6.82 ms,4.84 gcm²,9.81 K/W,12.4 K/W,10.6 s,23.5 s,-40...+100 °C,+155 °C,15000 rpm,"0 mm, at radial load < 1.5 N ","0.14 mm, at radial load > 1.5 N ",0 mm,1.8 N,26 N,200 N,"3.5 N, 5 mm from flange ",6 ,3 ,0 ,26 g,N/A,N/A,N/A
4,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-22/ECXA22SZF50E6ILACV1Y620A,24 V,12600 rpm,55.7 mA,9640 rpm,14.9 mNm,0.817 A,62.7 mNm,5 A,80 %,4.8 Ω,0.706 mH,17.9 mNm/A,533 rpm/V,143 rpm/mNm,7.24 ms,4.84 gcm²,9.64 K/W,12.6 K/W,9.95 s,23 s,-40...+100 °C,+155 °C,15000 rpm,"0 mm, at radial load < 1.5 N ","0.14 mm, at radial load > 1.5 N ",0 mm,1.8 N,26 N,200 N,"3.5 N, 5 mm from flange ",6 ,3 ,0 ,26 g,N/A,N/A,N/A
5,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32LZF50E6ILACV1Y509A,18 V,10600 rpm,255 mA,7740 rpm,102 mNm,6.05 A,407 mNm,55.7 A,80 %,0.323 Ω,0.191 mH,16 mNm/A,598 rpm/V,12.1 rpm/mNm,3.89 ms,30.7 gcm²,0.889 K/W,4.5 K/W,14.8 s,31.6 s,-40...+100 °C,+155 °C,14000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,45 N,1000 N,"12 N, 5 mm from flange ",6 ,3 ,0 ,71 g,N/A,N/A,N/A
6,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32LZF50E6ILACV1Y538A,24 V,10600 rpm,191 mA,7820 rpm,111 mNm,4.87 A,438 mNm,51.6 A,81 %,0.465 Ω,0.339 mH,21.3 mNm/A,448 rpm/V,9.79 rpm/mNm,3.15 ms,30.7 gcm²,0.881 K/W,4.48 K/W,17.8 s,31.4 s,-40...+100 °C,+155 °C,14000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,45 N,1000 N,"12 N, 5 mm from flange ",6 ,3 ,0 ,71 g,N/A,N/A,N/A
7,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32LZF50E6ILACV1Y560A,36 V,12800 rpm,174 mA,9550 rpm,114 mNm,4.02 A,473 mNm,51.1 A,82 %,0.705 Ω,0.53 mH,26.6 mNm/A,359 rpm/V,9.5 rpm/mNm,3.05 ms,30.7 gcm²,0.731 K/W,4.2 K/W,16.7 s,26 s,-40...+100 °C,+155 °C,14000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,45 N,1000 N,"12 N, 5 mm from flange ",6 ,3 ,0 ,71 g,N/A,N/A,N/A
8,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-32/ECXA32LZF50E6ILACV1Y581A,48 V,13800 rpm,149 mA,10400 rpm,115 mNm,3.28 A,488 mNm,44.9 A,82 %,1.07 Ω,0.805 mH,32.8 mNm/A,291 rpm/V,9.47 rpm/mNm,3.04 ms,30.7 gcm²,0.675 K/W,4.07 K/W,15.7 s,24 s,-40...+100 °C,+155 °C,14000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,45 N,1000 N,"12 N, 5 mm from flange ",6 ,3 ,0 ,71 g,N/A,N/A,N/A
9,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-42/ECXA42MZF50E8ILACV1Y519A,24 V,8050 rpm,361 mA,6100 rpm,285 mNm,9.64 A,1110 mNm,103 A,82 %,0.233 Ω,0.153 mH,28.2 mNm/A,339 rpm/V,2.81 rpm/mNm,2.54 ms,86.2 gcm²,0.73 K/W,1.93 K/W,12.8 s,40.6 s,-40...+100 °C,+155 °C,10000 rpm,"0 mm, at radial load < 6 N ","0.14 mm, at radial load > 6 N ",0 mm,6 N,86 N,1300 N,"40 N, 5 mm from flange ",8 ,3 ,0 ,127 g,N/A,N/A,N/A
10,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-42/ECXA42MZF50E8ILACV1Y595A,48 V,7560 rpm,162 mA,5740 rpm,292 mNm,4.61 A,1140 mNm,51.4 A,83 %,0.933 Ω,0.698 mH,60.1 mNm/A,159 rpm/V,2.47 rpm/mNm,2.23 ms,86.2 gcm²,0.771 K/W,1.99 K/W,13.9 s,42.8 s,-40...+100 °C,+155 °C,10000 rpm,"0 mm, at radial load < 6 N ","0.14 mm, at radial load > 6 N ",0 mm,6 N,86 N,1300 N,"40 N, 5 mm from flange ",8 ,3 ,0 ,127 g,N/A,N/A,N/A
11,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-42/ECXA42SZF50E8ILACV1Y558A,24 V,9120 rpm,344 mA,7070 rpm,171 mNm,6.96 A,618 mNm,67.6 A,79 %,0.355 Ω,0.178 mH,24.8 mNm/A,385 rpm/V,5.52 rpm/mNm,3.78 ms,65.3 gcm²,0.589 K/W,2.93 K/W,12.6 s,32.7 s,-40...+100 °C,+155 °C,10000 rpm,"0 mm, at radial load < 6 N ","0.14 mm, at radial load > 6 N ",0 mm,6 N,86 N,1300 N,"35 N, 5 mm from flange ",8 ,3 ,0 ,106 g,N/A,N/A,N/A
12,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-42/ECXA42SZF50E8ILACV1Y631A,48 V,8730 rpm,159 mA,6810 rpm,173 mNm,3.36 A,634 mNm,34.2 A,80 %,1.41 Ω,0.779 mH,51.8 mNm/A,184 rpm/V,5 rpm/mNm,3.42 ms,65.3 gcm²,0.61 K/W,2.98 K/W,13.8 s,33.9 s,-40...+100 °C,+155 °C,10000 rpm,"0 mm, at radial load < 6 N ","0.14 mm, at radial load > 6 N ",0 mm,6 N,86 N,1300 N,"35 N, 5 mm from flange ",8 ,3 ,0 ,106 g,N/A,N/A,N/A
13,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX16-PRIME/ECXZ16M4KF50K2IL1Y497A,12 V,15600 rpm,103 mA,12800 rpm,14.2 mNm,2.02 A,85.6 mNm,11.7 A,82 %,1.02 Ω,0.0485 mH,7.29 mNm/A,1310 rpm/V,184 rpm/mNm,1.98 ms,1.03 gcm²,17.3 K/W,1.98 K/W,3.75 s,209 s,-20...+100 °C,+155 °C,25000 rpm,"0 mm, at radial load < 1 N ","0.14 mm, at radial load > 1 N ",N/A,1 N,50 N,1000 N,"10 N, 5 mm from flange ",2 ,3 ,0 ,43 g,Waelzlager ,N/A,N/A
14,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX16-PRIME/ECXZ16M4KF50K2IL1Y538A,18 V,15600 rpm,69 mA,12800 rpm,14.2 mNm,1.35 A,86.5 mNm,7.91 A,83 %,2.28 Ω,0.111 mH,10.9 mNm/A,873 rpm/V,182 rpm/mNm,1.96 ms,1.03 gcm²,17.3 K/W,1.98 K/W,3.75 s,209 s,-20...+100 °C,+155 °C,25000 rpm,"0 mm, at radial load < 1 N ","0.14 mm, at radial load > 1 N ",N/A,1 N,50 N,1000 N,"10 N, 5 mm from flange ",2 ,3 ,0 ,43 g,Waelzlager ,N/A,N/A
15,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX16-PRIME/ECXZ16M4KF50K2IL1Y566A,24 V,15600 rpm,51.8 mA,12900 rpm,14.6 mNm,1.04 A,91.5 mNm,6.27 A,83 %,3.83 Ω,0.193 mH,14.6 mNm/A,655 rpm/V,172 rpm/mNm,1.85 ms,1.03 gcm²,17.3 K/W,1.98 K/W,3.98 s,209 s,-20...+100 °C,+155 °C,25000 rpm,"0 mm, at radial load < 1 N ","0.14 mm, at radial load > 1 N ",N/A,1 N,50 N,1000 N,"10 N, 5 mm from flange ",2 ,3 ,0 ,43 g,Waelzlager ,N/A,N/A
16,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX16-PRIME/ECXZ16M4KN50K2SC1Y497A,12 V,15500 rpm,109 mA,12800 rpm,14.4 mNm,2.05 A,85.6 mNm,11.7 A,82 %,1.02 Ω,0.0506 mH,7.3 mNm/A,1310 rpm/V,183 rpm/mNm,2.27 ms,1.18 gcm²,17.3 K/W,1.98 K/W,3.79 s,363 s,-40...+135 °C,+155 °C,40000 rpm,"0 mm, at radial load < 1 N ","0.14 mm, at radial load > 1 N ",N/A,1 N,50 N,1000 N,"10 N, 5 mm from flange ",2 ,3 ,1000 ,43 g,Waelzlager ,N/A,N/A
17,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX16-PRIME/ECXZ16M4KN50K2SC1Y538A,18 V,15600 rpm,72.9 mA,12800 rpm,14.4 mNm,1.36 A,86.6 mNm,7.91 A,82 %,2.28 Ω,0.114 mH,10.9 mNm/A,873 rpm/V,181 rpm/mNm,2.24 ms,1.18 gcm²,17.3 K/W,1.98 K/W,3.79 s,363 s,-40...+135 °C,+155 °C,40000 rpm,"0 mm, at radial load < 1 N ","0.14 mm, at radial load > 1 N ",N/A,1 N,50 N,1000 N,"10 N, 5 mm from flange ",2 ,3 ,1000 ,43 g,Waelzlager ,N/A,N/A
18,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX22-PRIME/ECXZ22L1CF50K2IL1Y340A,12 V,13200 rpm,344 mA,12300 rpm,65.2 mNm,7.85 A,1010 mNm,117 A,90 %,0.103 Ω,0.0084 mH,8.62 mNm/A,1110 rpm/V,13.2 rpm/mNm,1.59 ms,11.5 gcm²,11.1 K/W,0.57 K/W,3.91 s,849 s,-20...+100 °C,+155 °C,25000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,110 N,5300 N,"16 N, 5 mm from flange ",2 ,3 ,0 ,153 g,Waelzlager ,N/A,N/A
19,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX22-PRIME/ECXZ22L1CF50K2IL1Y374A,18 V,14200 rpm,252 mA,13300 rpm,64.8 mNm,5.58 A,1190 mNm,98.2 A,90 %,0.183 Ω,0.0165 mH,12.1 mNm/A,791 rpm/V,12 rpm/mNm,1.45 ms,11.5 gcm²,11.1 K/W,0.57 K/W,4.01 s,849 s,-20...+100 °C,+155 °C,25000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,110 N,5300 N,"16 N, 5 mm from flange ",2 ,3 ,0 ,153 g,Waelzlager ,N/A,N/A
20,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX22-PRIME/ECXZ22L1CF50K2IL1Y409A,24 V,13300 rpm,172 mA,12400 rpm,65 mNm,3.91 A,1110 mNm,64.2 A,90 %,0.374 Ω,0.0336 mH,17.2 mNm/A,554 rpm/V,12 rpm/mNm,1.45 ms,11.5 gcm²,11.1 K/W,0.57 K/W,3.91 s,849 s,-20...+100 °C,+155 °C,25000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,110 N,5300 N,"16 N, 5 mm from flange ",2 ,3 ,0 ,153 g,Waelzlager ,N/A,N/A
21,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX22-PRIME/ECXZ22L1CF50K2IL1Y450A,36 V,13300 rpm,115 mA,12400 rpm,65 mNm,2.61 A,1130 mNm,43.7 A,90 %,0.824 Ω,0.0644 mH,25.9 mNm/A,369 rpm/V,11.8 rpm/mNm,1.42 ms,11.5 gcm²,11.1 K/W,0.57 K/W,3.91 s,849 s,-20...+100 °C,+155 °C,25000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,110 N,5300 N,"16 N, 5 mm from flange ",2 ,3 ,0 ,153 g,Waelzlager ,N/A,N/A
22,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX22-PRIME/ECXZ22L1CN50K2SC1Y340A,12 V,13800 rpm,378 mA,12600 rpm,67.1 mNm,8.4 A,836 mNm,101 A,89 %,0.119 Ω,0.0065 mH,8.29 mNm/A,1150 rpm/V,16.5 rpm/mNm,1.99 ms,11.5 gcm²,11.1 K/W,0.57 K/W,3.96 s,849 s,-40...+135 °C,+155 °C,30000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,110 N,5300 N,"16 N, 5 mm from flange ",2 ,3 ,1000 ,153 g,Waelzlager ,N/A,N/A
23,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX22-PRIME/ECXZ22L1CN50K2SC1Y374A,18 V,14800 rpm,280 mA,13700 rpm,66.1 mNm,5.93 A,1030 mNm,88.9 A,89 %,0.203 Ω,0.0127 mH,11.6 mNm/A,822 rpm/V,14.3 rpm/mNm,1.73 ms,11.5 gcm²,11.1 K/W,0.57 K/W,4.07 s,849 s,-40...+135 °C,+155 °C,30000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,110 N,5300 N,"16 N, 5 mm from flange ",2 ,3 ,1000 ,153 g,Waelzlager ,N/A,N/A
24,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX22-PRIME/ECXZ22L1CN50K2SC1Y409A,24 V,13800 rpm,189 mA,12800 rpm,67.3 mNm,4.22 A,1050 mNm,63.4 A,90 %,0.378 Ω,0.026 mH,16.6 mNm/A,576 rpm/V,13.1 rpm/mNm,1.58 ms,11.5 gcm²,11.1 K/W,0.57 K/W,3.96 s,849 s,-40...+135 °C,+155 °C,30000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,110 N,5300 N,"16 N, 5 mm from flange ",2 ,3 ,1000 ,153 g,Waelzlager ,N/A,N/A
25,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX22-PRIME/ECXZ22L1CN50K2SC1Y450A,36 V,13800 rpm,126 mA,12900 rpm,66.9 mNm,2.79 A,1090 mNm,43.8 A,90 %,0.822 Ω,0.0585 mH,24.9 mNm/A,384 rpm/V,12.7 rpm/mNm,1.53 ms,11.5 gcm²,11.1 K/W,0.57 K/W,3.96 s,849 s,-40...+135 °C,+155 °C,30000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,110 N,5300 N,"16 N, 5 mm from flange ",2 ,3 ,1000 ,153 g,Waelzlager ,N/A,N/A
26,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX22-PRIME/ECXZ22M1CF50K2IL1Y409A,18 V,15100 rpm,228 mA,14000 rpm,44.5 mNm,4.12 A,680 mNm,60 A,88 %,0.3 Ω,0.0214 mH,11.3 mNm/A,842 rpm/V,22.3 rpm/mNm,2.01 ms,8.6 gcm²,13.1 K/W,0.335 K/W,1.84 s,711 s,-20...+100 °C,+155 °C,25000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,110 N,5300 N,"16 N, 5 mm from flange ",2 ,3 ,0 ,110 g,Waelzlager ,N/A,N/A
27,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX22-PRIME/ECXZ22M1CF50K2IL1Y450A,24 V,13400 rpm,146 mA,12300 rpm,46 mNm,2.83 A,622 mNm,36.6 A,88 %,0.657 Ω,0.0481 mH,17 mNm/A,561 rpm/V,21.7 rpm/mNm,1.95 ms,8.6 gcm²,13.1 K/W,0.335 K/W,1.84 s,711 s,-20...+100 °C,+155 °C,25000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,110 N,5300 N,"16 N, 5 mm from flange ",2 ,3 ,0 ,110 g,Waelzlager ,N/A,N/A
28,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX22-PRIME/ECXZ22M1CF50K2IL1Y501A,36 V,12100 rpm,84.6 mA,11000 rpm,46.9 mNm,1.73 A,567 mNm,20 A,88 %,1.8 Ω,0.134 mH,28.4 mNm/A,337 rpm/V,21.4 rpm/mNm,1.93 ms,8.6 gcm²,13.1 K/W,0.335 K/W,1.84 s,711 s,-20...+100 °C,+155 °C,25000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,110 N,5300 N,"16 N, 5 mm from flange ",2 ,3 ,0 ,110 g,Waelzlager ,N/A,N/A
29,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX22-PRIME/ECXZ22M1CF50K2IL1Y543A,48 V,10600 rpm,53.5 mA,9500 rpm,48 mNm,1.16 A,501 mNm,11.6 A,87 %,4.13 Ω,0.309 mH,43.1 mNm/A,222 rpm/V,21.2 rpm/mNm,1.91 ms,8.6 gcm²,13.1 K/W,0.335 K/W,1.86 s,711 s,-20...+100 °C,+155 °C,25000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,110 N,5300 N,"16 N, 5 mm from flange ",2 ,3 ,0 ,110 g,Waelzlager ,N/A,N/A
30,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX22-PRIME/ECXZ22M1CN50K2SC1Y409A,18 V,15200 rpm,250 mA,14000 rpm,46 mNm,4.3 A,651 mNm,57.9 A,87 %,0.311 Ω,0.0195 mH,11.2 mNm/A,849 rpm/V,23.5 rpm/mNm,2.09 ms,8.5 gcm²,13.1 K/W,0.335 K/W,1.86 s,711 s,-40...+135 °C,+155 °C,30000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,110 N,5300 N,"16 N, 5 mm from flange ",2 ,3 ,1000 ,120 g,Waelzlager ,N/A,N/A
31,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX22-PRIME/ECXZ22M1CN50K2SC1Y450A,24 V,13500 rpm,160 mA,12400 rpm,46.8 mNm,2.91 A,604 mNm,35.8 A,87 %,0.671 Ω,0.0438 mH,16.9 mNm/A,566 rpm/V,22.5 rpm/mNm,2 ms,8.5 gcm²,13.1 K/W,0.335 K/W,1.86 s,711 s,-40...+135 °C,+155 °C,30000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,110 N,5300 N,"16 N, 5 mm from flange ",2 ,3 ,1000 ,120 g,Waelzlager ,N/A,N/A
32,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX22-PRIME/ECXZ22M1CN50K2SC1Y501A,36 V,12200 rpm,92.5 mA,11100 rpm,47.8 mNm,1.78 A,565 mNm,20.1 A,87 %,1.79 Ω,0.122 mH,28.1 mNm/A,340 rpm/V,21.6 rpm/mNm,1.93 ms,8.5 gcm²,13.1 K/W,0.335 K/W,1.86 s,711 s,-40...+135 °C,+155 °C,30000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,110 N,5300 N,"16 N, 5 mm from flange ",2 ,3 ,1000 ,120 g,Waelzlager ,N/A,N/A
33,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-PRIME/ECX22-PRIME/ECXZ22M1CN50K2SC1Y540A,48 V,11000 rpm,60.5 mA,9840 rpm,48.2 mNm,1.21 A,506 mNm,12.2 A,87 %,3.95 Ω,0.266 mH,41.6 mNm/A,229 rpm/V,21.7 rpm/mNm,1.94 ms,8.5 gcm²,13.1 K/W,0.335 K/W,1.84 s,711 s,-40...+135 °C,+155 °C,30000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",0 mm,4 N,110 N,5300 N,"16 N, 5 mm from flange ",2 ,3 ,1000 ,120 g,Waelzlager ,N/A,N/A
34,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re10/118382,2.4 V,10300 rpm,16.2 mA,1610 rpm,0.76 mNm,0.367 A,0.924 mNm,0.432 A,66 %,5.55 Ω,0.0461 mH,2.14 mNm/A,4470 rpm/V,11600 rpm/mNm,8.15 ms,0.0671 gcm²,45.5 K/W,19.5 K/W,3.37 s,119 s,-20...+65 °C,+85 °C,19000 rpm,0.05 - 0.15 mm,N/A,0.012 mm,0.15 N,15 N,N/A,"0.4 N, 4 mm from flange ",1 ,N/A,0 ,7 g,sleeve bearing ,7 ,N/A
35,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecmax/ecmax16/283828,12 V,13500 rpm,60.2 mA,5840 rpm,3.23 mNm,0.456 A,5.95 mNm,0.762 A,54 %,15.7 Ω,0.254 mH,7.8 mNm/A,1220 rpm/V,2470 rpm/mNm,11.1 ms,0.428 gcm²,23.5 K/W,2.57 K/W,0.914 s,390 s,-40...+100 °C,+155 °C,20000 rpm,"0 mm, at radial load < 1.5 N ","0.14 mm, at radial load > 1.5 N ",N/A,1 N,18 N,600 N,"6 N, 5 mm from flange ",1 ,3 ,0 ,36 g,ball bearings ,N/A,N/A
36,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecmax/ecmax16/283833,12 V,11900 rpm,64.2 mA,7300 rpm,8.02 mNm,0.909 A,21.1 mNm,2.27 A,70 %,5.3 Ω,0.14 mH,9.32 mNm/A,1020 rpm/V,582 rpm/mNm,5.18 ms,0.85 gcm²,17.7 K/W,1.41 K/W,0.99 s,427 s,-40...+100 °C,+155 °C,20000 rpm,"0 mm, at radial load < 1.5 N ","0.14 mm, at radial load > 1.5 N ",N/A,1 N,18 N,400 N,"6 N, 5 mm from flange ",1 ,3 ,0 ,52 g,ball bearings ,N/A,N/A
37,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecmax/ecmax16/283835,24 V,11900 rpm,31.9 mA,7350 rpm,8.19 mNm,0.461 A,22 mNm,1.17 A,71 %,20.5 Ω,0.566 mH,18.7 mNm/A,510 rpm/V,556 rpm/mNm,4.95 ms,0.85 gcm²,17.7 K/W,1.41 K/W,1.04 s,427 s,-40...+100 °C,+155 °C,20000 rpm,"0 mm, at radial load < 1.5 N ","0.14 mm, at radial load > 1.5 N ",N/A,1 N,18 N,400 N,"6 N, 5 mm from flange ",1 ,3 ,0 ,52 g,ball bearings ,N/A,N/A
38,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecmax/ecmax22/283838,12 V,12100 rpm,155 mA,8040 rpm,10.2 mNm,1.25 A,31.3 mNm,3.47 A,64 %,3.46 Ω,0.121 mH,9.02 mNm/A,1060 rpm/V,406 rpm/mNm,9.56 ms,2.25 gcm²,13.5 K/W,1.72 K/W,1.63 s,567 s,-40...+100 °C,+155 °C,18000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",N/A,3.5 N,53 N,1400 N,"16 N, 5 mm from flange ",1 ,3 ,0 ,83 g,ball bearings ,N/A,N/A
39,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecmax/ecmax22/283840,24 V,12100 rpm,77.3 mA,8250 rpm,10.8 mNm,0.657 A,35.1 mNm,1.94 A,65 %,12.4 Ω,0.488 mH,18.1 mNm/A,526 rpm/V,360 rpm/mNm,8.47 ms,2.25 gcm²,13.5 K/W,1.72 K/W,1.84 s,567 s,-40...+100 °C,+155 °C,18000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",N/A,3.5 N,53 N,1400 N,"16 N, 5 mm from flange ",1 ,3 ,0 ,83 g,ball bearings ,N/A,N/A
40,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecmax/ecmax22/283858,24 V,12900 rpm,121 mA,10400 rpm,22.7 mNm,1.4 A,121 mNm,6.97 A,76 %,3.44 Ω,0.182 mH,17.4 mNm/A,549 rpm/V,109 rpm/mNm,5.06 ms,4.45 gcm²,10.2 K/W,1.02 K/W,1.98 s,628 s,-40...+100 °C,+155 °C,18000 rpm,"0 mm, at radial load < 4 N ","0.14 mm, at radial load > 4 N ",N/A,3.5 N,53 N,1000 N,"16 N, 5 mm from flange ",1 ,3 ,0 ,124 g,ball bearings ,N/A,N/A
