index,url,Gearhead type,Version,Reduction,Absolute reduction,Number of stages,Max. continuous torque,Max. intermittent torque,"Direction of rotation, drive to output",Max. efficiency,Gearhead length (L1),Bearing at output,Max. radial load,Max. axial load (dynamic),Max. continuous input speed,Max. intermittent input speed,Recommended temperature range,Weight,Outer diameter,Average backlash no load,Max. motor shaft diameter,Mass inertia,Max. transmittable power (continuous),Max. transmittable power (intermittent),Radial play,Axial play,Max. force for press fits,Extended temperature range,Number of autoclave cycles,Max. feed velocity,Max. feed force continuous,Max. feed force intermittent,Mechanical positioning accuracy,Spindle length,Axial play of the nut
1578,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-LN/GPX16LNKLSL0138CPLW,GPX ,Reduced noise level ,138 : 1 ,341550/2470 ,3 ,0.28 Nm,0.35 Nm,= ,75 %,25.7 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+85 °C,27 g,16 mm,1.3 °,N/A,0.1061 gcm²,1.3 W,1.6 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1579,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-LN/GPX16LNKLSL0172CPLW,GPX ,Reduced noise level ,172 : 1 ,326700/1900 ,3 ,0.28 Nm,0.35 Nm,= ,75 %,25.7 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+85 °C,27 g,16 mm,1.3 °,N/A,0.1061 gcm²,1.3 W,1.6 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1580,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-LN/GPX16LNKLSL0186CPLW,GPX ,Reduced noise level ,186 : 1 ,314226/1690 ,3 ,0.28 Nm,0.35 Nm,= ,75 %,25.7 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+85 °C,27 g,16 mm,1.3 °,N/A,0.1061 gcm²,1.3 W,1.6 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1581,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LN/GPX16LNKLSL0326CPLW,GPX ,Reduced noise level ,326 : 1 ,29109375/89167 ,4 ,0.36 Nm,0.45 Nm,= ,65 %,30.5 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+85 °C,31 g,16 mm,1.4 °,N/A,0.1097 gcm²,0.5 W,0.6 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1582,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LN/GPX16LNKLSL0406CPLW,GPX ,Reduced noise level ,406 : 1 ,27843750/68590 ,4 ,0.36 Nm,0.45 Nm,= ,65 %,30.5 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+85 °C,31 g,16 mm,1.4 °,N/A,0.1097 gcm²,0.5 W,0.6 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1583,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LN/GPX16LNKLSL0439CPLW,GPX ,Reduced noise level ,439 : 1 ,26780625/61009 ,4 ,0.36 Nm,0.45 Nm,= ,65 %,30.5 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+85 °C,31 g,16 mm,1.4 °,N/A,0.1097 gcm²,0.5 W,0.6 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1584,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LN/GPX16LNKLSL0546CPLW,GPX ,Reduced noise level ,546 : 1 ,25616250/46930 ,4 ,0.36 Nm,0.45 Nm,= ,65 %,30.5 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+85 °C,31 g,16 mm,1.4 °,N/A,0.1097 gcm²,0.5 W,0.6 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1585,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LN/GPX16LNKLSL0590CPLW,GPX ,Reduced noise level ,590 : 1 ,24638175/41743 ,4 ,0.36 Nm,0.45 Nm,= ,65 %,30.5 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+85 °C,31 g,16 mm,1.4 °,N/A,0.1097 gcm²,0.5 W,0.6 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1586,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-LN/GPX16LNKLSL05D3CPLW,GPX ,Reduced noise level ,5.3 : 1 ,69/13 ,1 ,0.16 Nm,0.2 Nm,= ,90 %,15.8 mm,ball bearing ,"30 N, 5 mm from flange ",20 N,12000 rpm,15000 rpm,-40...+85 °C,20 g,16 mm,1 °,N/A,0.1283 gcm²,5.2 W,6.5 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1587,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LN/GPX16LNKLSL0679CPLW,GPX ,Reduced noise level ,679 : 1 ,24502500/36100 ,4 ,0.36 Nm,0.45 Nm,= ,65 %,30.5 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+85 °C,31 g,16 mm,1.4 °,N/A,0.1097 gcm²,0.5 W,0.6 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1588,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LN/GPX16LNKLSL0794CPLW,GPX ,Reduced noise level ,794 : 1 ,22667121/28561 ,4 ,0.36 Nm,0.45 Nm,= ,65 %,30.5 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+85 °C,31 g,16 mm,1.4 °,N/A,0.1097 gcm²,0.5 W,0.6 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1589,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LN/GPX16LNKLSL0913CPLW,GPX ,Reduced noise level ,913 : 1 ,22542300/24700 ,4 ,0.36 Nm,0.45 Nm,= ,65 %,30.5 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+85 °C,31 g,16 mm,1.4 °,N/A,0.1097 gcm²,0.5 W,0.6 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1590,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LN/GPX16LNKLSL0987CPLW,GPX ,Reduced noise level ,987 : 1 ,21681594/21970 ,4 ,0.36 Nm,0.45 Nm,= ,65 %,30.5 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+85 °C,31 g,16 mm,1.4 °,N/A,0.1097 gcm²,0.5 W,0.6 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1591,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LN/GPX16LNKLSL1135CPLW,GPX ,Reduced noise level ,1135 : 1 ,21562200/19000 ,4 ,0.36 Nm,0.45 Nm,= ,65 %,30.5 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+85 °C,31 g,16 mm,1.4 °,N/A,0.1097 gcm²,0.5 W,0.6 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1592,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LN/GPX16LNKLSL1227CPLW,GPX ,Reduced noise level ,1227 : 1 ,20738916/16900 ,4 ,0.36 Nm,0.45 Nm,= ,65 %,30.5 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+85 °C,31 g,16 mm,1.4 °,N/A,0.1097 gcm²,0.5 W,0.6 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1593,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-LN/GPX16LNKLSL21D0CPLW,GPX ,Reduced noise level ,21 : 1 ,5175/247 ,2 ,0.2 Nm,0.25 Nm,= ,80 %,20.8 mm,ball bearing ,"45 N, 5 mm from flange ",20 N,14000 rpm,17500 rpm,-40...+85 °C,25 g,16 mm,1.2 °,N/A,0.1097 gcm²,2.6 W,3.3 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1594,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-LN/GPX16LNKLSL28D0CPLW,GPX ,Reduced noise level ,28 : 1 ,4761/169 ,2 ,0.2 Nm,0.25 Nm,= ,80 %,20.8 mm,ball bearing ,"45 N, 5 mm from flange ",20 N,14000 rpm,17500 rpm,-40...+85 °C,25 g,16 mm,1.2 °,N/A,0.1097 gcm²,2.6 W,3.3 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1595,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-LN/GPX16LNKLSL35D0CPLW,GPX ,Reduced noise level ,35 : 1 ,4554/130 ,2 ,0.2 Nm,0.25 Nm,= ,80 %,20.8 mm,ball bearing ,"45 N, 5 mm from flange ",20 N,14000 rpm,17500 rpm,-40...+85 °C,25 g,16 mm,1.2 °,N/A,0.1097 gcm²,2.6 W,3.3 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1596,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-LN/GPX16LNKLSL83D0CPLW,GPX ,Reduced noise level ,83 : 1 ,388125/4693 ,3 ,0.28 Nm,0.35 Nm,= ,75 %,25.7 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+85 °C,27 g,16 mm,1.3 °,N/A,0.1061 gcm²,1.3 W,1.6 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1597,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-LZ/GPX16LZKLSL0103CPLW,GPX ,Reduced backlash ,103 : 1 ,371250/3610 ,3 ,0.35 Nm,0.45 Nm,= ,75 %,25.7 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,27 g,16 mm,0.9 °,N/A,0.1061 gcm²,1.6 W,2 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1598,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-LZ/GPX16LZKLSL0111CPLW,GPX ,Reduced backlash ,111 : 1 ,357075/3211 ,3 ,0.35 Nm,0.45 Nm,= ,75 %,25.7 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,27 g,16 mm,0.9 °,N/A,0.1061 gcm²,1.6 W,2 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1599,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-LZ/GPX16LZKLSL0138CPLW,GPX ,Reduced backlash ,138 : 1 ,341550/2470 ,3 ,0.35 Nm,0.45 Nm,= ,75 %,25.7 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,27 g,16 mm,0.9 °,N/A,0.1061 gcm²,1.6 W,2 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1600,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-LZ/GPX16LZKLSL0172CPLW,GPX ,Reduced backlash ,172 : 1 ,326700/1900 ,3 ,0.35 Nm,0.45 Nm,= ,75 %,25.7 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,27 g,16 mm,0.9 °,N/A,0.1061 gcm²,1.6 W,2 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1601,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-LZ/GPX16LZKLSL0186CPLW,GPX ,Reduced backlash ,186 : 1 ,314226/1690 ,3 ,0.35 Nm,0.45 Nm,= ,75 %,25.7 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,27 g,16 mm,0.9 °,N/A,0.1061 gcm²,1.6 W,2 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1602,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LZ/GPX16LZKLSL0326CPLW,GPX ,Reduced backlash ,326 : 1 ,29109375/89167 ,4 ,0.45 Nm,0.55 Nm,= ,65 %,30.5 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,31 g,16 mm,1 °,N/A,0.1097 gcm²,0.6 W,0.75 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1603,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LZ/GPX16LZKLSL0406CPLW,GPX ,Reduced backlash ,406 : 1 ,27843750/68590 ,4 ,0.45 Nm,0.55 Nm,= ,65 %,30.5 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,31 g,16 mm,1 °,N/A,0.1097 gcm²,0.6 W,0.75 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1604,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LZ/GPX16LZKLSL0439CPLW,GPX ,Reduced backlash ,439 : 1 ,26780625/61009 ,4 ,0.45 Nm,0.55 Nm,= ,65 %,30.5 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,31 g,16 mm,1 °,N/A,0.1097 gcm²,0.6 W,0.75 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1605,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LZ/GPX16LZKLSL0546CPLW,GPX ,Reduced backlash ,546 : 1 ,25616250/46930 ,4 ,0.45 Nm,0.55 Nm,= ,65 %,30.5 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,31 g,16 mm,1 °,N/A,0.1097 gcm²,0.6 W,0.75 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1606,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LZ/GPX16LZKLSL0590CPLW,GPX ,Reduced backlash ,590 : 1 ,24638175/41743 ,4 ,0.45 Nm,0.55 Nm,= ,65 %,30.5 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,31 g,16 mm,1 °,N/A,0.1097 gcm²,0.6 W,0.75 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1607,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LZ/GPX16LZKLSL0679CPLW,GPX ,Reduced backlash ,679 : 1 ,24502500/36100 ,4 ,0.45 Nm,0.55 Nm,= ,65 %,30.5 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,31 g,16 mm,1 °,N/A,0.1097 gcm²,0.6 W,0.75 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1608,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LZ/GPX16LZKLSL0794CPLW,GPX ,Reduced backlash ,794 : 1 ,22667121/28561 ,4 ,0.45 Nm,0.55 Nm,= ,65 %,30.5 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,31 g,16 mm,1 °,N/A,0.1097 gcm²,0.6 W,0.75 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1609,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LZ/GPX16LZKLSL0913CPLW,GPX ,Reduced backlash ,913 : 1 ,22542300/24700 ,4 ,0.45 Nm,0.55 Nm,= ,65 %,30.5 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,31 g,16 mm,1 °,N/A,0.1097 gcm²,0.6 W,0.75 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1610,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LZ/GPX16LZKLSL0987CPLW,GPX ,Reduced backlash ,987 : 1 ,21681594/21970 ,4 ,0.45 Nm,0.55 Nm,= ,65 %,30.5 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,31 g,16 mm,1 °,N/A,0.1097 gcm²,0.6 W,0.75 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1611,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LZ/GPX16LZKLSL1135CPLW,GPX ,Reduced backlash ,1135 : 1 ,21562200/19000 ,4 ,0.45 Nm,0.55 Nm,= ,65 %,30.5 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,31 g,16 mm,1 °,N/A,0.1097 gcm²,0.6 W,0.75 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1612,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-4-Stufig-LZ/GPX16LZKLSL1227CPLW,GPX ,Reduced backlash ,1227 : 1 ,20738916/16900 ,4 ,0.45 Nm,0.55 Nm,= ,65 %,30.5 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,31 g,16 mm,1 °,N/A,0.1097 gcm²,0.6 W,0.75 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1613,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-LZ/GPX16LZKLSL21D0CPLW,GPX ,Reduced backlash ,21 : 1 ,5175/247 ,2 ,0.25 Nm,0.35 Nm,= ,80 %,20.8 mm,ball bearing ,"45 N, 5 mm from flange ",20 N,14000 rpm,17500 rpm,-40...+100 °C,25 g,16 mm,0.8 °,N/A,0.1097 gcm²,3.2 W,4 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1614,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-LZ/GPX16LZKLSL28D0CPLW,GPX ,Reduced backlash ,28 : 1 ,4761/169 ,2 ,0.25 Nm,0.35 Nm,= ,80 %,20.8 mm,ball bearing ,"45 N, 5 mm from flange ",20 N,14000 rpm,17500 rpm,-40...+100 °C,25 g,16 mm,0.8 °,N/A,0.1097 gcm²,3.2 W,4 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1615,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-LZ/GPX16LZKLSL83D0CPLW,GPX ,Reduced backlash ,83 : 1 ,388125/4693 ,3 ,0.35 Nm,0.45 Nm,= ,75 %,25.7 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,27 g,16 mm,0.9 °,N/A,0.1061 gcm²,1.6 W,2 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1616,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-1-Stufig-M1/GPX16M1KLSL05D3CPSC,GPX ,"Sterilizable, with shaft seal ",5.3 : 1 ,69/13 ,1 ,0.045 Nm,0.055 Nm,= ,85 %,35.3 mm,ball bearing ,"15 N, 5 mm from flange ",30 N,50000 rpm,70000 rpm,-10...+135 °C,37 g,16 mm,1.4 °,N/A,0.0272 gcm²,42 W,52 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,100 N,N/A,2000 ,N/A,N/A,N/A,N/A,N/A,N/A
1617,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-M1/GPX16M1KLSL21D0CPSC,GPX ,"Sterilizable, with shaft seal ",21 : 1 ,5175/247 ,2 ,0.11 Nm,0.14 Nm,= ,80 %,42.7 mm,ball bearing ,"20 N, 5 mm from flange ",30 N,50000 rpm,70000 rpm,-10...+135 °C,45 g,16 mm,1.6 °,N/A,0.024 gcm²,21 W,25 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,100 N,N/A,2000 ,N/A,N/A,N/A,N/A,N/A,N/A
1618,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-M1/GPX16M1KLSL28D0CPSC,GPX ,"Sterilizable, with shaft seal ",28 : 1 ,4761/169 ,2 ,0.11 Nm,0.14 Nm,= ,80 %,42.7 mm,ball bearing ,"20 N, 5 mm from flange ",30 N,50000 rpm,70000 rpm,-10...+135 °C,45 g,16 mm,1.6 °,N/A,0.0225 gcm²,21 W,25 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,100 N,N/A,2000 ,N/A,N/A,N/A,N/A,N/A,N/A
1619,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-2-Stufig-M1/GPX16M1KLSL35D0CPSC,GPX ,"Sterilizable, with shaft seal ",35 : 1 ,4554/130 ,2 ,0.11 Nm,0.14 Nm,= ,80 %,42.7 mm,ball bearing ,"20 N, 5 mm from flange ",30 N,50000 rpm,70000 rpm,-10...+135 °C,45 g,16 mm,1.6 °,N/A,0.0219 gcm²,21 W,25 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,100 N,N/A,2000 ,N/A,N/A,N/A,N/A,N/A,N/A
1620,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-HP-STES/GPX16M2KLSL0103CPLW,GPX ,M2 ,103 : 1 ,371250/3610 ,3 ,0.8 Nm,1 Nm,= ,65 %,39.7 mm,ball bearing ,"35 N, 5 mm from flange ",30 N,14000 rpm,17500 rpm,-10...+135 °C,47 g,16 mm,1.3 °,N/A,0.1783 gcm²,4 W,4.4 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,100 N,N/A,2000 ,N/A,N/A,N/A,N/A,N/A,N/A
1621,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-HP-STES/GPX16M2KLSL0111CPLW,GPX ,M2 ,111 : 1 ,357075/3211 ,3 ,0.8 Nm,1 Nm,= ,65 %,39.7 mm,ball bearing ,"35 N, 5 mm from flange ",30 N,14000 rpm,17500 rpm,-10...+135 °C,47 g,16 mm,1.3 °,N/A,0.1783 gcm²,4 W,4.4 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,100 N,N/A,2000 ,N/A,N/A,N/A,N/A,N/A,N/A
1622,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-HP-STES/GPX16M2KLSL0138CPLW,GPX ,M2 ,138 : 1 ,341550/2470 ,3 ,0.8 Nm,1 Nm,= ,65 %,39.7 mm,ball bearing ,"35 N, 5 mm from flange ",30 N,14000 rpm,17500 rpm,-10...+135 °C,47 g,16 mm,1.3 °,N/A,0.1783 gcm²,4 W,4.4 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,100 N,N/A,2000 ,N/A,N/A,N/A,N/A,N/A,N/A
1623,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-HP-STES/GPX16M2KLSL0172CPLW,GPX ,M2 ,172 : 1 ,326700/1900 ,3 ,0.8 Nm,1 Nm,= ,65 %,39.7 mm,ball bearing ,"35 N, 5 mm from flange ",30 N,14000 rpm,17500 rpm,-10...+135 °C,47 g,16 mm,1.3 °,N/A,0.1783 gcm²,4 W,4.4 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,100 N,N/A,2000 ,N/A,N/A,N/A,N/A,N/A,N/A
