index,url,Gearhead type,Version,Reduction,Absolute reduction,Number of stages,Max. continuous torque,Max. intermittent torque,"Direction of rotation, drive to output",Max. efficiency,Gearhead length (L1),Bearing at output,Max. radial load,Max. axial load (dynamic),Max. continuous input speed,Max. intermittent input speed,Recommended temperature range,Weight,Outer diameter,Average backlash no load,Max. motor shaft diameter,Mass inertia,Max. transmittable power (continuous),Max. transmittable power (intermittent),Radial play,Axial play,Max. force for press fits,Extended temperature range,Number of autoclave cycles,Max. feed velocity,Max. feed force continuous,Max. feed force intermittent,Mechanical positioning accuracy,Spindle length,Axial play of the nut
184,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-4-Stufig-A/GPX14AAKLSL0734CPLW,GPX ,Standard version ,734 : 1 ,23566950/32110 ,4 ,0.3 Nm,0.38 Nm,= ,65 %,30.3 mm,ball bearing ,"60 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,23 g,14 mm,1.7 °,N/A,0.0684 gcm²,0.4 W,0.5 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
185,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-4-Stufig-A/GPX14AAKLSL1526CPLW,GPX ,Standard version ,1526 : 1 ,19837224/13000 ,4 ,0.3 Nm,0.38 Nm,= ,65 %,30.3 mm,ball bearing ,"60 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,23 g,14 mm,1.7 °,N/A,0.0684 gcm²,0.4 W,0.5 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
186,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-2-Stufig-A/GPX14AAKLSL16D0CPLW,GPX ,Standard version ,16 : 1 ,5625/361 ,2 ,0.2 Nm,0.25 Nm,= ,80 %,20.8 mm,ball bearing ,"45 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,19 g,14 mm,1.3 °,N/A,0.0595 gcm²,2 W,2.5 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
187,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-2-Stufig-A/GPX14AAKLSL26D0CPLW,GPX ,Standard version ,26 : 1 ,4950/190 ,2 ,0.2 Nm,0.25 Nm,= ,80 %,20.8 mm,ball bearing ,"45 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,19 g,14 mm,1.3 °,N/A,0.0595 gcm²,2 W,2.5 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
188,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-2-Stufig-A/GPX14AAKLSL35D0CPLW,GPX ,Standard version ,35 : 1 ,4554/130 ,2 ,0.2 Nm,0.25 Nm,= ,80 %,20.8 mm,ball bearing ,"45 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,19 g,14 mm,1.3 °,N/A,0.0595 gcm²,2 W,2.5 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
189,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-3-Stufig-A/GPX14AAKLSL62D0CPLW,GPX ,Standard version ,62 : 1 ,421875/6859 ,3 ,0.25 Nm,0.31 Nm,= ,75 %,25.5 mm,ball bearing ,"60 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,21 g,14 mm,1.45 °,N/A,0.065 gcm²,1 W,1.25 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
190,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-3-Stufig-C/GPX14CAKLSL0150CPLW,GPX ,Ceramic version ,150 : 1 ,328509/2197 ,3 ,0.33 Nm,0.41 Nm,= ,75 %,25.5 mm,ball bearing ,"60 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,21 g,14 mm,1.45 °,N/A,0.065 gcm²,1.2 W,1.5 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
191,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-3-Stufig-C/GPX14CAKLSL0231CPLW,GPX ,Ceramic version ,231 : 1 ,300564/1300 ,3 ,0.33 Nm,0.41 Nm,= ,75 %,25.5 mm,ball bearing ,"60 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,21 g,14 mm,1.45 °,N/A,0.065 gcm²,1.2 W,1.5 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
192,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-4-Stufig-C/GPX14CAKLSL0243CPLW,GPX ,Ceramic version ,243 : 1 ,31640625/130321 ,4 ,0.4 Nm,0.5 Nm,= ,65 %,30.3 mm,ball bearing ,"60 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,23 g,14 mm,1.7 °,N/A,0.0684 gcm²,0.5 W,0.6 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
193,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-1-Stufig-C/GPX14CAKLSL03D9CPLW,GPX ,Ceramic version ,3.9 : 1 ,75/19 ,1 ,0.21 Nm,0.26 Nm,= ,90 %,15.7 mm,ball bearing ,"30 N, 5 mm from flange ",20 N,14000 rpm,17500 rpm,-40...+100 °C,14 g,14 mm,1.1 °,N/A,0.0673 gcm²,4.8 W,6 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
194,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-1-Stufig-C/GPX14CAKLSL06D6CPLW,GPX ,Ceramic version ,6.6 : 1 ,66/10 ,1 ,0.21 Nm,0.26 Nm,= ,90 %,15.7 mm,ball bearing ,"30 N, 5 mm from flange ",20 N,14000 rpm,17500 rpm,-40...+100 °C,14 g,14 mm,1.1 °,N/A,0.0673 gcm²,4.8 W,6 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
195,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-4-Stufig-C/GPX14CAKLSL0734CPLW,GPX ,Ceramic version ,734 : 1 ,23566950/32110 ,4 ,0.4 Nm,0.5 Nm,= ,65 %,30.3 mm,ball bearing ,"60 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,23 g,14 mm,1.7 °,N/A,0.0684 gcm²,0.5 W,0.6 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
196,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-4-Stufig-C/GPX14CAKLSL1526CPLW,GPX ,Ceramic version ,1526 : 1 ,19837224/13000 ,4 ,0.4 Nm,0.5 Nm,= ,65 %,30.3 mm,ball bearing ,"60 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,23 g,14 mm,1.7 °,N/A,0.0684 gcm²,0.5 W,0.6 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
197,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-2-Stufig-C/GPX14CAKLSL16D0CPLW,GPX ,Ceramic version ,16 : 1 ,5625/361 ,2 ,0.27 Nm,0.34 Nm,= ,80 %,20.8 mm,ball bearing ,"45 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,19 g,14 mm,1.3 °,N/A,0.0595 gcm²,2.4 W,3 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
198,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-2-Stufig-C/GPX14CAKLSL26D0CPLW,GPX ,Ceramic version ,26 : 1 ,4950/190 ,2 ,0.27 Nm,0.34 Nm,= ,80 %,20.8 mm,ball bearing ,"45 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,19 g,14 mm,1.3 °,N/A,0.0595 gcm²,2.4 W,3 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
199,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-2-Stufig-C/GPX14CAKLSL35D0CPLW,GPX ,Ceramic version ,35 : 1 ,4554/130 ,2 ,0.27 Nm,0.34 Nm,= ,80 %,20.8 mm,ball bearing ,"45 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,19 g,14 mm,1.3 °,N/A,0.0595 gcm²,2.4 W,3 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
200,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-3-Stufig-C/GPX14CAKLSL62D0CPLW,GPX ,Ceramic version ,62 : 1 ,421875/6859 ,3 ,0.33 Nm,0.41 Nm,= ,75 %,25.5 mm,ball bearing ,"60 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,21 g,14 mm,1.45 °,N/A,0.065 gcm²,1.2 W,1.5 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
201,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-3-Stufig-HP/GPX14HPKLSL0150CPLW,GPX ,High Power ,150 : 1 ,328509/2197 ,3 ,0.4 Nm,0.5 Nm,= ,65 %,29 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,25 g,14 mm,1.45 °,N/A,0.0801 gcm²,2 W,2.5 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,100 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
202,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-3-Stufig-HP/GPX14HPKLSL0231CPLW,GPX ,High Power ,231 : 1 ,300564/1300 ,3 ,0.4 Nm,0.5 Nm,= ,65 %,29 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,25 g,14 mm,1.45 °,N/A,0.0801 gcm²,2 W,2.5 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,100 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
203,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-4-Stufig-HP/GPX14HPKLSL0243CPLW,GPX ,High Power ,243 : 1 ,31640625/130321 ,4 ,0.5 Nm,0.6 Nm,= ,55 %,33.7 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,27 g,14 mm,1.7 °,N/A,0.0852 gcm²,0.7 W,1 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,100 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
204,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-4-Stufig-HP/GPX14HPKLSL0734CPLW,GPX ,High Power ,734 : 1 ,23566950/32110 ,4 ,0.5 Nm,0.6 Nm,= ,55 %,33.7 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,27 g,14 mm,1.7 °,N/A,0.0852 gcm²,0.7 W,1 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,100 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
205,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-4-Stufig-HP/GPX14HPKLSL1526CPLW,GPX ,High Power ,1526 : 1 ,19837224/13000 ,4 ,0.5 Nm,0.6 Nm,= ,55 %,33.7 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,27 g,14 mm,1.7 °,N/A,0.0852 gcm²,0.7 W,1 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,100 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
206,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-2-Stufig-HP/GPX14HPKLSL16D0CPLW,GPX ,High Power ,16 : 1 ,5625/361 ,2 ,0.3 Nm,0.4 Nm,= ,75 %,23.9 mm,ball bearing ,"45 N, 5 mm from flange ",20 N,14000 rpm,17500 rpm,-40...+100 °C,21 g,14 mm,1.3 °,N/A,0.0953 gcm²,4 W,5 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,100 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
207,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-2-Stufig-HP/GPX14HPKLSL26D0CPLW,GPX ,High Power ,26 : 1 ,4950/190 ,2 ,0.3 Nm,0.4 Nm,= ,75 %,23.9 mm,ball bearing ,"45 N, 5 mm from flange ",20 N,14000 rpm,17500 rpm,-40...+100 °C,21 g,14 mm,1.3 °,N/A,0.0953 gcm²,4 W,5 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,100 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
208,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-2-Stufig-HP/GPX14HPKLSL35D0CPLW,GPX ,High Power ,35 : 1 ,4554/130 ,2 ,0.3 Nm,0.4 Nm,= ,75 %,23.9 mm,ball bearing ,"45 N, 5 mm from flange ",20 N,14000 rpm,17500 rpm,-40...+100 °C,21 g,14 mm,1.3 °,N/A,0.0953 gcm²,4 W,5 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,100 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
209,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-3-Stufig-HP/GPX14HPKLSL62D0CPLW,GPX ,High Power ,62 : 1 ,421875/6859 ,3 ,0.4 Nm,0.5 Nm,= ,65 %,29 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,25 g,14 mm,1.45 °,N/A,0.0801 gcm²,2 W,2.5 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,100 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
210,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-3-Stufig-LN/GPX14LNKLSL0150CPLW,GPX ,Reduced noise level ,150 : 1 ,328509/2197 ,3 ,0.2 Nm,0.25 Nm,= ,75 %,25.5 mm,ball bearing ,"60 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+85 °C,21 g,14 mm,1.45 °,N/A,0.065 gcm²,0.8 W,1 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
211,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-3-Stufig-LN/GPX14LNKLSL0231CPLW,GPX ,Reduced noise level ,231 : 1 ,300564/1300 ,3 ,0.2 Nm,0.25 Nm,= ,75 %,25.5 mm,ball bearing ,"60 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+85 °C,21 g,14 mm,1.45 °,N/A,0.065 gcm²,0.8 W,1 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
212,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-4-Stufig-LN/GPX14LNKLSL0243CPLW,GPX ,Reduced noise level ,243 : 1 ,31640625/130321 ,4 ,0.24 Nm,0.3 Nm,= ,65 %,30.3 mm,ball bearing ,"60 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+85 °C,23 g,14 mm,1.7 °,N/A,0.0684 gcm²,0.32 W,0.4 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
213,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-1-Stufig-LN/GPX14LNKLSL03D9CPLW,GPX ,Reduced noise level ,3.9 : 1 ,75/19 ,1 ,0.13 Nm,0.16 Nm,= ,90 %,15.7 mm,ball bearing ,"30 N, 5 mm from flange ",20 N,14000 rpm,17500 rpm,-40...+85 °C,14 g,14 mm,1.1 °,N/A,0.0673 gcm²,3.2 W,4 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
214,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-1-Stufig-LN/GPX14LNKLSL06D6CPLW,GPX ,Reduced noise level ,6.6 : 1 ,66/10 ,1 ,0.13 Nm,0.16 Nm,= ,90 %,15.7 mm,ball bearing ,"30 N, 5 mm from flange ",20 N,14000 rpm,17500 rpm,-40...+85 °C,14 g,14 mm,1.1 °,N/A,0.0673 gcm²,3.2 W,4 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
215,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-4-Stufig-LN/GPX14LNKLSL0734CPLW,GPX ,Reduced noise level ,734 : 1 ,23566950/32110 ,4 ,0.24 Nm,0.3 Nm,= ,65 %,30.3 mm,ball bearing ,"60 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+85 °C,23 g,14 mm,1.7 °,N/A,0.0684 gcm²,0.32 W,0.4 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
216,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-4-Stufig-LN/GPX14LNKLSL1526CPLW,GPX ,Reduced noise level ,1526 : 1 ,19837224/13000 ,4 ,0.24 Nm,0.3 Nm,= ,65 %,30.3 mm,ball bearing ,"60 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+85 °C,23 g,14 mm,1.7 °,N/A,0.0684 gcm²,0.32 W,0.4 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
217,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-2-Stufig-LN/GPX14LNKLSL16D0CPLW,GPX ,Reduced noise level ,16 : 1 ,5625/361 ,2 ,0.16 Nm,0.2 Nm,= ,80 %,20.8 mm,ball bearing ,"45 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+85 °C,19 g,14 mm,1.3 °,N/A,0.0595 gcm²,1.6 W,2 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
218,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-2-Stufig-LN/GPX14LNKLSL26D0CPLW,GPX ,Reduced noise level ,26 : 1 ,4950/190 ,2 ,0.16 Nm,0.2 Nm,= ,80 %,20.8 mm,ball bearing ,"45 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+85 °C,19 g,14 mm,1.3 °,N/A,0.0595 gcm²,1.6 W,2 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
219,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-2-Stufig-LN/GPX14LNKLSL35D0CPLW,GPX ,Reduced noise level ,35 : 1 ,4554/130 ,2 ,0.16 Nm,0.2 Nm,= ,80 %,20.8 mm,ball bearing ,"45 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+85 °C,19 g,14 mm,1.3 °,N/A,0.0595 gcm²,1.6 W,2 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
220,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-3-Stufig-LN/GPX14LNKLSL62D0CPLW,GPX ,Reduced noise level ,62 : 1 ,421875/6859 ,3 ,0.2 Nm,0.25 Nm,= ,75 %,25.5 mm,ball bearing ,"60 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+85 °C,21 g,14 mm,1.45 °,N/A,0.065 gcm²,0.8 W,1 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
221,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-3-Stufig-LZ/GPX14LZKLSL0150CPLW,GPX ,Reduced backlash ,150 : 1 ,328509/2197 ,3 ,0.25 Nm,0.31 Nm,= ,75 %,25.5 mm,ball bearing ,"60 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,21 g,14 mm,1.05 °,N/A,0.065 gcm²,1 W,1.25 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
222,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-3-Stufig-LZ/GPX14LZKLSL0231CPLW,GPX ,Reduced backlash ,231 : 1 ,300564/1300 ,3 ,0.25 Nm,0.31 Nm,= ,75 %,25.5 mm,ball bearing ,"60 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,21 g,14 mm,1.05 °,N/A,0.065 gcm²,1 W,1.25 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
223,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-4-Stufig-LZ/GPX14LZKLSL0243CPLW,GPX ,Reduced backlash ,243 : 1 ,31640625/130321 ,4 ,0.3 Nm,0.38 Nm,= ,65 %,30.3 mm,ball bearing ,"60 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,23 g,14 mm,1.2 °,N/A,0.0684 gcm²,0.4 W,0.5 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
224,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-4-Stufig-LZ/GPX14LZKLSL0734CPLW,GPX ,Reduced backlash ,734 : 1 ,23566950/32110 ,4 ,0.3 Nm,0.38 Nm,= ,65 %,30.3 mm,ball bearing ,"60 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,23 g,14 mm,1.2 °,N/A,0.0684 gcm²,0.4 W,0.5 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
225,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-4-Stufig-LZ/GPX14LZKLSL1526CPLW,GPX ,Reduced backlash ,1526 : 1 ,19837224/13000 ,4 ,0.3 Nm,0.38 Nm,= ,65 %,30.3 mm,ball bearing ,"60 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,23 g,14 mm,1.2 °,N/A,0.0684 gcm²,0.4 W,0.5 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
226,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-2-Stufig-LZ/GPX14LZKLSL16D0CPLW,GPX ,Reduced backlash ,16 : 1 ,5625/361 ,2 ,0.2 Nm,0.25 Nm,= ,80 %,20.8 mm,ball bearing ,"45 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,19 g,14 mm,0.95 °,N/A,0.0595 gcm²,2 W,2.5 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
227,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-2-Stufig-LZ/GPX14LZKLSL26D0CPLW,GPX ,Reduced backlash ,26 : 1 ,4950/190 ,2 ,0.2 Nm,0.25 Nm,= ,80 %,20.8 mm,ball bearing ,"45 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,19 g,14 mm,0.95 °,N/A,0.0595 gcm²,2 W,2.5 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
228,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-2-Stufig-LZ/GPX14LZKLSL35D0CPLW,GPX ,Reduced backlash ,35 : 1 ,4554/130 ,2 ,0.2 Nm,0.25 Nm,= ,80 %,20.8 mm,ball bearing ,"45 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,19 g,14 mm,0.95 °,N/A,0.0595 gcm²,2 W,2.5 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
229,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX14/GPX14-3-Stufig-LZ/GPX14LZKLSL62D0CPLW,GPX ,Reduced backlash ,62 : 1 ,421875/6859 ,3 ,0.25 Nm,0.31 Nm,= ,75 %,25.5 mm,ball bearing ,"60 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,21 g,14 mm,1.05 °,N/A,0.065 gcm²,1 W,1.25 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
230,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX16/GPX16-3-Stufig-A/GPX16AAKLSL0150CPLW,GPX ,Standard version ,150 : 1 ,328509/2197 ,3 ,0.35 Nm,0.45 Nm,= ,75 %,25.7 mm,ball bearing ,"70 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,27 g,16 mm,1.3 °,N/A,0.1061 gcm²,1.6 W,2 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.1 mm,60 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
